MATERIAL_ID,0,1,2,3,4,5,7
6,,INSULATION: ,,"40g ""CS"" POLYFILL ALL OVER",,TARGET FOB: ,37
11,A,BROKEN TWILL 5K/5K HYDROPHILIC COATING C6 DWR 80/10,SOLIS WL248,,,,
15,"40G ""CS"" POLYFILL ALL OVER",,POLYFILL,,"40G ""CS"" POLYFILL ALL OVER",,
21,"CHIN, HOOD,  SLEEVES, BODY, POCKET BAGS",SOLID 210D,SOLIS / REF NUMBER,,,,
22,LOWER BODY & POWDER SKIRT ,SOLID COATED 210D,SOLIS / REF NUMBER,,,,
23,GOGGLE POCKET,REGULAR MESH,SOLIS / REF NUMBER,,,,
24,SLEEVE GAITER,STRETCH LYCRA,SOLIS / REF NUMBER,,,,
