MATERIAL_ID,0,1,2,3,4,5
6,INSULATION:,,QUILTED YOKE AND ELBOW PATCHES 40G PINNECO CORE,,,TARGET FOB:
12,,"RIBBING: LEADER COLLAR, 
1X1 POLYESTER RIB KNIT ",T1 (COLLAR),,COLOR,
15,,PINNECO CORE,YOKE AND ELBOW PATCHES,,40G,
18,NON TAPED,,,,,
21,SOLID 210T,SOLIS / SONP006-1,POCKET BAGS?,100% NYLON,COLOR,
