WORD_ID,VOCAB_WORD,prob_ctg_1,prob_ctg_0,prob_in_all_doc
0,black,0.148664654,0.001109726,0.118438
1,pocket,6.61E-05,0.036888829,0.007609
2,tape,0.014477748,0.009126541,0.013382
3,zipper,0.007470253,0.018961011,0.009824
4,label,0.003146762,0.026135964,0.007856
5,color,0.116615283,0.001147992,0.092962
6,side,1.32E-05,0.027016092,0.005545
7,shell,0.014358753,0.003673577,0.012170
8,slider,0.00431027,0.008571678,0.005183
9,oxid,0.063226109,0.000631396,0.050404
10,per,0.001203174,0.014579506,0.003943
11,seam,0.000965183,0.014502973,0.003738
12,number,1.32E-05,0.014885637,0.003060
13,teeth,0.055927738,3.82E-05,0.044479
14,tcx,0.054261805,5.74E-05,0.043158
15,fabric,0.002591451,0.00834208,0.003769
16,ref,1.32E-05,0.012398321,0.002550
17,coil,7.93E-05,0.011173795,0.002352
18,back,0.000304099,0.01132686,0.002562
19,left,2.64E-05,0.011594725,0.002396
20,x,9.99295E-05,0.00010026,0.000100
21,loop,2.64E-05,0.01084853,0.002243
22,front,1.32E-05,0.010542399,0.002170
23,tag,0.001454386,0.00834208,0.002865
24,ykk,0.017055977,0.006352226,0.014863
25,lock,1.32E-05,0.009796204,0.002017
26,silver,0.03823712,0.0001148,0.030428
27,hood,7.93E-05,0.009164808,0.001940
28,leather,0.026178941,0.002850848,0.021400
29,snap,1.32E-05,0.00876301,0.001806
30,suppli,1.32E-05,0.008361212,0.001723
31,copper,0.036174537,0.000133932,0.028792
32,pull,0.001137065,0.006811423,0.002299
33,faux,0.02562363,0.002257719,0.020837
34,hand,1.32E-05,0.007940282,0.001637
35,adjust,1.32E-05,0.00816988,0.001684
36,right,1.32E-05,0.007844616,0.001617
37,hem,6.61E-05,0.007710684,0.001632
38,nylon,1.32E-05,0.007461952,0.001539
39,sourc,1.32E-05,0.007595884,0.001567
40,anti,0.030938749,3.82E-05,0.024609
41,hang,0.001401499,0.005280766,0.002196
42,cm,0.000462759,0.006505291,0.001701
43,print,0.011740858,0.004151907,0.010186
44,cord,0.000251212,0.006275693,0.001485
45,metal,0.000396651,0.007002755,0.001750
46,skirt,1.32E-05,0.007041021,0.001453
47,bodi,5.29E-05,0.006754023,0.001426
48,polyest,1.32E-05,0.006830556,0.001410
49,sleev,6.61E-05,0.006754023,0.001436
50,flap,1.32E-05,0.006887956,0.001421
51,bag,1.32E-05,0.006600958,0.001363
52,bottom,3.97E-05,0.006639224,0.001392
53,jacket,0.000608198,0.005893029,0.001691
54,non,1.32E-05,0.006639224,0.001371
55,refer,1.32E-05,0.006773156,0.001398
56,blue,0.024750999,1.91E-05,0.019685
57,center,1.32E-05,0.005261633,0.001088
58,pant,0.000674306,0.004438905,0.001445
59,tab,1.32E-05,0.005472098,0.001131
60,line,0.000343764,0.004821569,0.001261
61,elast,1.32E-05,0.005204233,0.001077
62,face,1.32E-05,0.004132773,0.000857
