WORD_ID,VOCAB_WORD,prob_ctg_1,prob_ctg_0,prob_in_all_doc
0,black,9.4434E-05,0.028793306,0.005854962
1,pocket,0.000661038,0.028310816,0.006210988
2,tape,9.4434E-05,0.022691226,0.004630133
3,zipper,9.4434E-05,0.023202097,0.004732677
4,label,0.000188868,0.022747989,0.004717006
5,color,9.4434E-05,0.022648653,0.004621588
6,side,0.385857235,0.011125654,0.310639935
7,shell,9.4434E-05,0.019696949,0.004029112
8,slider,9.4434E-05,0.011608144,0.002405502
9,oxid,9.4434E-05,0.011877771,0.002459622
10,per,0.392656481,0.003221331,0.314487835
11,seam,0.000188868,0.011934535,0.002546495
12,number,9.4434E-05,0.010558019,0.002194718
13,teeth,9.4434E-05,0.01041611,0.002166233
14,tcx,9.4434E-05,0.009905238,0.002063689
15,fabric,9.4434E-05,0.009323412,0.001946903
16,ref,9.4434E-05,0.00881254,0.00184436
17,coil,9.4434E-05,0.00898283,0.001878541
18,back,0.000188868,0.008940258,0.001945474
19,left,9.4434E-05,0.009096357,0.001901328
20,x,9.99773E-05,0.000100755,0.000100133
21,loop,0.000849906,0.008117186,0.002308617
22,front,9.4434E-05,0.007790796,0.001639272
23,tag,9.4434E-05,0.00801785,0.001684847
24,ykk,9.4434E-05,0.007237352,0.001528183
25,lock,0.000661038,0.007038679,0.001941178
26,silver,9.4434E-05,0.00737926,0.001556667
27,hood,9.4434E-05,0.007024488,0.001485456
28,leather,9.4434E-05,0.007010297,0.001482608
29,snap,0.000755472,0.006769052,0.001962537
30,suppli,9.4434E-05,0.005917599,0.001263278
31,copper,9.4434E-05,0.006939343,0.001468366
32,pull,0.001038774,0.00641428,0.002117762
33,faux,9.4434E-05,0.006556189,0.001391458
34,hand,9.4434E-05,0.00641428,0.001362973
35,adjust,9.4434E-05,0.006329135,0.001345883
36,right,0.000188868,0.006173035,0.001390029
37,hem,9.4434E-05,0.005860836,0.001251884
38,nylon,9.4434E-05,0.005619591,0.001203461
39,sourc,9.4434E-05,0.005364155,0.001152189
40,anti,9.4434E-05,0.005406727,0.001160734
41,hang,9.4434E-05,0.005520254,0.001183522
42,cm,9.4434E-05,0.005364155,0.001152189
43,print,9.4434E-05,0.005307391,0.001140795
44,cord,9.4434E-05,0.005562827,0.001192067
45,metal,9.4434E-05,0.005520254,0.001183522
46,skirt,9.4434E-05,0.005520254,0.001183522
47,bodi,9.4434E-05,0.005420918,0.001163583
48,polyest,9.4434E-05,0.005051955,0.001089523
49,sleev,0.000283302,0.004782328,0.001186361
50,flap,0.000849906,0.004895855,0.001662022
51,bag,9.4434E-05,0.004938428,0.001066736
52,bottom,0.001038774,0.004640419,0.001761707
53,jacket,9.4434E-05,0.004824901,0.001043948
