,0,1,2,3,4,5,6,7,8,9
0,brand womens jacket,none,none,none,none,sample size small / xs-l,none,none,none,none
1,season:,none,winter 2018/2019,none,none,contractor:,none,0,none,none
2,style number:,none,w18-105,none,none,date created:,none,2017-03-24 00:00:00,none,none
3,style name:,none,aaran,none,none,date revised:,none,2017-04-19 00:00:00,none,none
4,waterproof/breathability:,none,10k/10k,none,none,block:,none,0,none,none
5,seam sealing:,none,fully seam sealed,none,none,fit:,none,0,none,none
6,insulation:,none,40g all over,none,none,target fob:,none,0,none,none
8,zippers,supplier/ reference number,location,amount,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
9, #5 coil zipper,ykk / dalh/dag 2-way semi auto locking,center front,1,none,none,none,none,none,none
10,#5 waterproof coil zipper matte tape,non ykk /  1-way dfw short non locking,chest pocket,1,none,none,none,none,none,none
11, #5 coil zipper,non ykk /  1-way dfw short non locking,sleeve pocket,1,none,none,none,none,none,none
12, #5 coil zipper,non ykk /  1-way dfw short non locking,underarm vents,1 per side = 2,none,none,none,none,none,none
13, #5 coil zipper,non ykk /  1-way dfw short non locking,hand pockets horizontal,1 per side = 2,none,none,none,none,none,none
14, #5 coil zipper,non ykk /  1-way dfw short non locking,lining pocket vertical,1,none,none,none,none,none,none
16,additional zipper pulls,supplier/ reference number,location,amount,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
17,nitro custom pull / n14-trim-139,knk / 3738,center front 1 top pull only,1,none,none,none,none,none,none
18,nitro custom pull / n14-trim-139,knk / 3738,chest pocket,1,none,none,none,none,none,none
19,nitro custom pull / n14-trim-139,knk / 3738,sleeve pocket,1,none,none,none,none,none,none
20,nitro custom pull / n14-trim-139,knk / 3738,underarm vents,1 per side = 2,none,none,none,none,none,none
21,nitro custom pull / n14-trim-139,knk / 3738,hand pockets horizontal,1 per side = 2,none,none,none,none,none,none
22,nitro custom pull / n14-trim-139,knk / 3738,lining pocket vertical,1,none,none,none,none,none,none
24,branded trims,supplier/ reference number,location,amount,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
25,nitro trim number //  nitro logo snap,xxx,chin,1,none,none,none,none,none,none
26,nitro trim number //  nitro snap,xxx,below neck seam,1,none,none,none,none,none,none
27,nitro trim number //  nitro snap,xxx,pocket flaps,4,none,none,none,none,none,none
28,nitro trim number //  nitro cord lock,none,hood drawcord,1 per side = 2,none,none,none,none,none,none
29,nitro trim number //  nitro heat transfer,none,left sleeve,1,none,none,none,none,none,none
30,nitro trim number //  nitro heat transfer,none,back,1,none,none,none,none,none,none
31,"trim # n19-trim016
nitro embossed
petersham tape",chun wo ho,goggle pocket binding,1,none,none,none,none,none,none
32,nitro gripper elastic,chun wo ho /  jt1343116-bb 25mm,powder skirt hem,1,none,none,none,none,none,none
33,nitro trim # nordic tape,chun wo ho,storm flap ,1,color,none,none,none,none,none
35,trims,supplier/ reference number,location,amount,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
36,15mm metal snap,luk's / 404,hidden at hem ,1,none,none,none,none,none,none
37,15mm metal snap,luk's / 404,snap away powder skirt - lining facing ,1 male 1 female,none,none,none,none,none,none
38,15mm metal snap,luk's / 404,powder skirt - front closure,"1 female, 2 male",none,none,none,none,none,none
39,15mm metal snap,luk's / 404,powder skirt - jacket to pant connection on tabs,3 sets,none,none,none,none,none,none
40,8mm metal eyelet,luk's / et04,hem adjust ,2 per side = 4,none,none,none,none,none,none
41,8mm metal eyelet,luk's / et89,waist adjust,1 per side = 2,none,none,none,none,none,none
42,cord lock,none,waist adjust,1 per side = 2,none,none,none,none,none,none
43,cord lock,none,hem adjust ,1 per side = 2,none,none,none,none,none,none
44,bead,none,hem adjust ,1 per side = 2,none,none,none,none,none,none
45,keyclip,as l1 production,right hand pocket,1,none,none,none,none,none,none
49,notions,supplier/ reference number,location,amount,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
50,drawcord,none,hood,1,color,none,none,none,none,none
51,drawcord,none,waist adjust,1,color,none,none,none,none,none
52,drawcord tips,none,hood,1 per side = 2,color,none,none,none,none,none
53,"grosgrain 3/8""",xxx,attach hem cord lock,1 per side = 2,color,none,none,none,none,none
54,"grosgrain 1/4""",xxx,attach keyclip right hand pocket ,1,color,none,none,none,none,none
55,"grosgrain 3/4"" x 1"" ",xxx,powder skirt jacket to pant connection tabs behind snaps,1,color,none,none,none,none,none
56,"elastic 3/4"" (cb 3/4 x 4"") (side tabs 3/4 x 3 1/4""",xxx,powder skirt jacket to pant connection tabs,3 pieces ,color,none,none,none,none,none
57,wide elastic  ,xxx,encased in back of sleeve cuffs,1 per side = 2,color,none,none,none,none,none
58,shockcord,xxx,hem,1,color,none,none,none,none,none
59,"1/8"" corded piping",none,"hood, center front placket, hem",none,color,none,none,none,none,none
62,velcro,supplier/ reference number,location,amount,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
63,"1/2"" x 1 1/2"" velcro with rounded corners",paiho / loop#1057 on placket paiho / hooketn7 on body,chin,1,match to shell,none,none,none,none,none
64," 1/2"" x 2"" velcro with rounded corners",paiho / loop#1057 on placket paiho / hooketn7 on body,center front placket,4,match to shell,none,none,none,none,none
65,"1/2"" x 1 1/2"" velcro with rounded corners",paiho / loop#1057 paiho / hooketn7 ,hand pocket flaps,2 per flap,match to shell,none,none,none,none,none
68,thread,spi,supplier/ ref number,amount,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
69,seams,10-12 spi,30 / 2,none,match to shell,none,none,none,none,none
70,topstitch,8-10 spi,30 / 2,none,match to shell,none,none,none,none,none
71,bartacks,none,100 / 2,none,match to shell,none,none,none,none,none
73,labels ,supplier/ reference number,location,amount,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
74,main label,none,center back below neck seam,1,none,none,none,none,none,none
77,hang tags,supplier/ reference number,location,amount,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
78,main hang tag,none,left hand pocket zipper,1,none,none,none,none,none,none
82,care and content labels,supplier/ reference number,location,amount,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
83,address label,factory sourced,lining left side seam,1,none,none,none,none,none,none
84,content label,factory sourced,lining left side seam,1,none,none,none,none,none,none
85,washing label,factory sourced,lining left side seam,1,none,none,none,none,none,none
