,brand,style,description,outter ,inner,fabric,trims,item,supplier,ref,spec,width:,weight:,position,qty,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5
168,edier,eiv4462,hangtas,1,0,0,1,brand hangtageid_1_corporate  (eidht01 / orli : 396031 )supplier: triple star,none,none,none,none,none,position 1,1,none,none,none,none,none
169,edier,eiv4462,hangtas,1,0,0,1,engagement hangtageid_2_pfcfree  (eidht025 / 396045 :)supplier: triple star,none,none,none,none,none,position 2,1,none,none,none,none,none
170,edier,eiv4462,hangtas,1,0,0,1,engagement hangtageid_2_lowimpact  (eidht024 / 396070 :)supplier: triple star,none,none,none,none,none,position 3,1,none,none,none,none,none
171,edier,eiv4462,hangtas,1,0,0,1,fabric hangtageid_3_defender10/10_fst  (eidht0303 / 396050 : )supplier: triple star,none,none,none,none,none,position 4,1,none,none,none,none,none
172,edier,eiv4462,zippers,0,1,0,1,ykkreversed zip5mmref slider dalh,none,none,none,none,none,front opening for ias system,1,raven,black,deep jungle,none,none
173,edier,eiv4462,zippers,0,1,0,1,ykkreversible injected zip5mmref slider #du,none,none,none,none,none,front opening for ias system,1,raven,black,deep jungle,none,none
174,edier,eiv4462,trims,0,1,0,1,drawcordref: eis15u-xmco01supplier: yf zippernot elastic,none,none,none,none,none,center front opening,1,black,black,black,none,none
175,edier,eiv4462,trims,0,1,0,1,"new under dev.drawstring outdoorref: ew026supplier: yf zipper0,2cmelastic",none,none,none,none,none,loop at back collar,1,black,black,black,none,none
176,edier,eiv4462,trims,0,1,0,1,"new under dev.drawstring outdoorref: ew026supplier: yf zipper0,2cmelastic",none,none,none,none,none,line for connexionloops at bottom of sleeves for connexion,2,black,black,black,none,none
177,edier,eiv4462,trims,0,1,0,1,lycra bias unicolorref: a00a-l11133/20supplier: wilson,none,none,none,none,none,hand pockets finishings,2,black,black,black,none,none
178,edier,eiv4462,labels,0,1,0,1,woven hangloop eiderref: eiw15-07supplier: sml,none,none,none,none,none,inside collar,1,black,black,black,none,none
179,edier,eiv4462,labels,0,1,0,1,made in women topmade in / women/ bl1eitph00esupplier: sml,none,none,none,none,none,inside collar,1,black,black,black,none,none
180,edier,eiv4462,labels,0,1,0,1,canadian labelfor paddinglocal sourcing,none,none,none,none,none,inside left,1,white,white,white,none,none
181,edier,eiv4462,labels,0,1,0,1,satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3supplier: sml,none,none,none,none,none,inside left,1,white,white,white,none,none
182,edier,eiv4462,labels,0,1,0,1,"new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm",none,none,none,none,none,sewn on left shoulder of inside jacket,1,black,black,black,none,none
183,edier,eiv4414,fabric 1,1,0,1,0,defender discovery 2,libolon,06302 10k/10k,88% pes 12% pu // 100% tpu // 0,"56""",0,full jacket,none,noir,nightfall,dark night,dark orange,misty grey
184,edier,eiv4414,lining,1,0,1,0,shell fabric,libolon  ref. 06302,none,none,none,none,facing,none,noir,nightfall,dark night,dark orange,misty grey
185,edier,eiv4414,lining,1,0,1,0,black nylon ,local sourcing,none,none,none,none,"sleeves + inner pocket bag + care label pocket
",none,black,black,black,black,black
186,edier,eiv4414,lining,1,0,1,0,lycra,local sourcing,none,none,none,none,inner cuffs,none,black,black,black,black,black
187,edier,eiv4414,lining,1,0,1,0,thermo honeycomb biface,wide plus ref. kmq007-pj,none,none,none,none,inner cuffs,none,ghost/ steel grey,dark nightfall // nightfall,dark night/ misty gret, orange/dark orange,dark night/misty grey
188,edier,eiv4414,lining,1,0,1,0,downproof planet,caroltex ref. 8093ldf3,none,none,none,none,collar + body,none,noir,noir,rouge,noir,dark orange
189,edier,eiv4414,lining,1,0,1,0,mesh stretch,local sourcing,none,none,none,none,goggle pocket,none,black,black,black,black,black
190,edier,eiv4414,lining,1,0,1,0,goggle cleaner,local sourcing,none,none,none,none,inside goggle pocket,none,grey,grey,grey,grey,grey
191,edier,eiv4414,lining,1,0,1,0,cire taffetas,local sourcing,none,none,none,none,snowskirt + under snowskirt,none,black,black,black,black,black
192,edier,eiv4414,lining,1,0,1,0,foam reinforcement,local sourcing,none,none,none,none,hood peak,none,none,none,none,none,none
193,edier,eiv4414,pockets,1,0,1,0,micromax,local sourcing,none,none,none,none,hand pockets,none,black,black,black,black,black
194,edier,eiv4414,pockets,1,0,1,0,nylon,local sourcing,none,none,none,none,chest pocket + skipass pocket + inner pocket,none,black,black,black,black,black
195,edier,eiv4414,insulation,1,0,1,0,eloft / pm quality,local sourcing,none,none,none,100 g,body,none,none,none,none,none,none
196,edier,eiv4414,insulation,1,0,1,0,eloft / pm quality,local sourcing,none,none,none,80g,sleeves,none,none,none,none,none,none
197,edier,eiv4414,insulation,1,0,1,0,eloft / pm quality,local sourcing,none,none,none,40g,hood + collar,none,none,none,none,none,none
198,edier,eiv4414,waterproofness,1,0,0,1,sealed seams,none,none,none,none,none,critical seam taped,none,none,none,none,none,none
199,edier,eiv4414,threads,1,0,0,1,topstitching,none,none,none,none,none,no visible topstitching,none,matching,matching,matching,matching,matching
200,edier,eiv4414,threads,1,0,0,1,bartacks,none,none,none,none,none,all/ vertical,none,matching,matching,matching,matching,matching
201,edier,eiv4414,zippers,1,0,0,1,"vislon zip5mmautolock, open end1 way, dalh slidersupplier : ykk",none,none,none,none,none,front opening,1,ravenwith  black teethykk 301 ,blackwith  black teethykk 580,dark nightwith true blood teethykk 169,dark orangewith  black teethykk 045,misty greywith  black teethykk 329
202,edier,eiv4414,zippers,1,0,0,1,"waterproofvislon zip5mmautolock, close end1 way, dalh slider",none,none,none,none,none,chest pocket,1,ravenwith  black teethykk 301 ,blackwith  black teethykk 580,dark nightwith true blood teethykk 169,dark orangewith  black teethykk 045,misty greywith  black teethykk 329
203,edier,eiv4414,zippers,1,0,0,1,"coil zip3mmautolock, close end1 way, dalh slider",none,none,none,none,none,hand pockets,2,ravenykk 301 ,nightfallykk 074,dark nightykk 169,dark orangeykk 045,misty greyykk 329
204,edier,eiv4414,zippers,1,0,0,1,"coil zip3mmautolock, close end1 way, dalh slider",none,none,none,none,none,ski pass pocket,1,ravenykk 301 ,nightfallykk 074,dark nightykk 169,dark orangeykk 045,misty greyykk 329
205,edier,eiv4414,zippers,1,0,0,1,"coil zip3mmnon lock, close end1 way, dfbw slider",none,none,none,none,none,airventsslider at bottom when closed,2,ravenykk 301 ,nightfallykk 074,dark nightykk 169,dark orangeykk 045,misty greyykk 329
206,edier,eiv4414,zippers,1,0,0,1,"reversed coil zip3mmnon lock, close end1 way, dfbw slider",none,none,none,none,none,inner pocket,1,blackykk 580,blackykk 580,blackykk 580,blackykk 580,blackykk 580
207,edier,eiv4414,zippers,1,0,0,1,"coil zip3mmautolock, open end1 way, da slider",none,none,none,none,none,removable hood12 cm,1,ravenykk 301 ,nightfallykk 074,dark nightykk 169,dark orangeykk 045,misty greyykk 329
208,edier,eiv4414,trims,1,0,0,1,puller rubberref: eiw18-03supplier : dragon times,none,none,none,none,none,center front opening,1,black,black,dark night,black,black
209,edier,eiv4414,trims,1,0,0,1,puller rubberref: eis19-05supplier : dragon times,none,none,none,none,none,skipass pocket,1,black,black,dark night,black,black
210,edier,eiv4414,trims,1,0,0,1,puller rubberref: eis19-05supplier : dragon times,none,none,none,none,none,hand pockets,2,black,black,dark night,black,black
211,edier,eiv4414,trims,1,0,0,1,puller rubberref: eis19-05supplier : dragon times,none,none,none,none,none,chest pocket,1,black,black,dark night,black,black
212,edier,eiv4414,trims,1,0,0,1,drawcordref: eis15u-xmco01supplier: yf zippernot elastic,none,none,none,none,none,inner pocket,1,black,black,dark night,black,black
213,edier,eiv4414,trims,1,0,0,1,drawstring outdoorref: ew026supplier: yf zipperelastic,none,none,none,none,none,hoodbody hem,11,black,black,dark night,black,black
214,edier,eiv4414,trims,1,0,0,1,cord lockref: eiw17-02supplier: dragon timesuse with 2mm drawstring,none,none,none,none,none,hood,2,black,black,dark night,black,black
215,edier,eiv4414,trims,1,0,0,1,rubber stopperref: eis15u-xmstp01supplier: unitex2cm x 1cm,none,none,none,none,none,back hoodbody hem,12,black,black,dark night,black,black
216,edier,eiv4414,trims,1,0,0,1,colored eyeletref: eis15u-xmoei01supplier: unitex9mm,none,none,none,none,none,body hem,4,black,black,dark night,black,black
217,edier,eiv4414,trims,1,0,0,1,eyeleteis15u-xmoei01,none,none,none,none,none,back hood,1,black,black,dark night,black,black
218,edier,eiv4414,trims,1,0,0,1,colored pearleis15u-xmper01supplier: unitex,none,none,none,none,none,back hood,1,black,black,dark night,black,black
219,edier,eiv4414,trims,1,0,0,1,colored pearleis15u-xmper01supplier: unitex,none,none,none,none,none,body hem,2,black,black,dark night,black,black
220,edier,eiv4414,trims,1,0,0,1,"colored webbingref: eis15u-xmtre01supplier: yf zipper0,5cm wideto hold stoppers",none,none,none,none,none,back hood,1,black,black,dark night,black,black
221,edier,eiv4414,trims,1,0,0,1,"colored webbingref: eis15u-xmtre01supplier: yf zipper0,5cm wideto hold stoppers",none,none,none,none,none,body hem,2,black,black,dark night,black,black
222,edier,eiv4414,trims,1,0,0,1,eider hangloopref : eiw18-01supplier : 'yf zipper4mm diameter,none,none,none,none,none,hangloop at collar,1,black/ raven/ misty grey,black/ raven/ misty grey,dark night/ black/ dark night,black/ raven/ misty grey,black/ raven/ misty grey
223,edier,eiv4414,trims,1,0,0,1,soft webbing for liningref:eiw17-15  supplier:  dragon times1cm,none,none,none,none,none,above inner pocketabove snowskirt,11,black,black,dark night,black,black
224,edier,eiv4414,trims,1,0,0,1,eider snapref : eiw18-04supplier : unitex17mm,none,none,none,none,none,front flapcuff flaps,2f+2m2f+4m,black,black,dark night,black,black
225,edier,eiv4414,trims,1,0,0,1,no slip elastic 25mmsiliconeref: eis17-08supplier: benefit,none,none,none,none,none,snowskirt,1,black,black,black,black,black
226,edier,eiv4414,trims,1,0,0,1,small plastic snapref : eiw16-16supplier : unitex12mm,none,none,none,none,none,removable hoodsnowskirt openingsnowskirt elasticsnowskirt garage (check my comments for details),4f+4m2f+4m1f+1m2f+2m,black,black,dark night,black,black
227,edier,eiv4414,trims,1,0,0,1,large elasticref: ew17-14supplier: wilson,none,none,none,none,none,for phone pocket,3,black,black,dark night,black,black
228,edier,eiv4414,trims,1,0,0,1,lycra bias unicolorref: a00a-l11133/20supplier: wilson,none,none,none,none,none,goggle pocket,1,black,black,dark night,black,black
229,edier,eiv4414,trims,1,0,0,1,elastic webbing 10mm18cm fininshed lenghtlocal sourcing,none,none,none,none,none,goggle cleaner,1,black,black,dark night,black,black
230,edier,eiv4414,trims,1,0,0,1,herringbone webbingsupplier : wilson,none,none,none,none,none,cf stormflap,1,noir,noir,true blood,noir,dark orange
231,edier,eiv4414,trims,1,0,0,1,"velcrounder front flap1,2cm widthlocal sourcing",none,none,none,none,none,none,1,tone/tone,tone/tone,tone/tone,tone/tone,tone/tone
232,edier,eiv4414,trims,1,0,0,1,rubber earphone holeref: pa-a2  mp3 rubbert bsupplier: yf zipper,none,none,none,none,none,inner pocket,1,black,black,black,black,black
233,edier,eiv4414,labels,1,0,0,1,"new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm",none,none,none,none,none,sewn on left shoulder,1,black,black,dark night,black,black
234,edier,eiv4414,labels,1,0,0,1,woven big labelref: eiw18-11supplier: sml120x120mm,none,none,none,none,none,sewn inside back,1,black,black,dark night,black,black
235,edier,eiv4414,labels,1,0,0,1,newsize woven label mmgalpha men topsupplier: smlref: lws18-01with rn + ca numbers,none,none,none,none,none,below the hangloop at collar,1,black,black,dark night,black,black
236,edier,eiv4414,labels,1,0,0,1,canadian labelfor paddinglocal sourcing,none,none,none,none,none,inside left,1,white,white,white,white,white
237,edier,eiv4414,labels,1,0,0,1,satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3supplier: sml,none,none,none,none,none,inside left,1,white,white,white,white,white
238,edier,eiv4414,hangtas,1,0,0,1,"plastic pinlocal sourcingto be confirmed10cm, white",none,none,none,none,none,to attach the hangtag,1,none,none,none,none,none
239,edier,eiv4414,hangtas,1,0,0,1,biggencode stickerlocal sourcing5cm x 5cm,none,none,none,none,none,sticked at back of corporate hangtag,1,none,none,none,none,none
240,edier,eiv4414,hangtas,1,0,0,1,brand hangtageid_1_corporate  (eidht01 / orli : 396031 )supplier: ,none,none,none,none,none,position 1,1,none,none,none,none,none
241,edier,eiv4414,hangtas,1,0,0,1,engagement hangtageid_2_pfcfree  (eidht025 / 396045 :)supplier: triple star,none,none,none,none,none,position 2,1,none,none,none,none,none
242,edier,eiv4414,hangtas,1,0,0,1,engagement hangtageid_2_lowimpact  (eidht024 / 396070 :)supplier: triple star,none,none,none,none,none,position 3,1,none,none,none,none,none
243,edier,eiv4414,hangtas,1,0,0,1,fabric hangtageid_3_defender10/10_fst  (eidht0303 / 396050 : )supplier: triple star,none,none,none,none,none,position 4,1,none,none,none,none,none
244,edier,eiv4521,fabric 1,1,0,1,0,defender®discovery 2,libolon,06302 5k/5k,88% pes 12% pu,0,0,main fabric,none,blue morpho,dark night,dark wine,none,none
245,edier,eiv4521,fur,1,0,1,0,"fake fur
ref: f1g0405klxe049n
supplier: nanjing hg-nice gain fabric co
compo: mac 100% weight: 1400g/m width: 152cm+/-2",none,none,none,none,none,hood,none,x,x,x,none,none
246,edier,eiv4521,lining,1,0,1,0,210t nylon,none,none,none,none,none,"front panel + inside sleeves + hood + hand pocket bag+ back pannel + hand pockets inner side only
",none,green fizz,candy pink,black,none,none
247,edier,eiv4521,lining,1,0,1,0,cormax,none,none,none,none,none,inside hand pockets+ triangles + back part of inside front flap,none,black,black,black,none,none
248,edier,eiv4521,lining,1,0,1,0,shell,none,none,none,none,none," - cuffs facing
 - front zip facing
 - under triangle facing
 - bottom hem facing
 - hood facing
",none,blue morpho,dark night,dark wine,none,none
249,edier,eiv4521,lining,1,0,1,0,cormax non brushed side,none,none,none,none,none,collar + back of chinflap,none,black,black,black,none,none
250,edier,eiv4521,pockets,1,0,1,0,cormax,none,none,none,none,none,outer side of hand pocket bags,none,black,black,black,none,none
251,edier,eiv4521,pockets,1,0,1,0,210t nylon,none,none,none,none,none,inner pocket bags + side zipped pocket + inner side of hand pocket bags,none,black,black,black,none,none
252,edier,eiv4521,waterproofness,1,0,1,0,"seamtape 2ls
22mms",none,none,none,none,none,critical seams ,none,transparent,transparent,transparent,none,none
253,edier,eiv4521,threads,1,0,1,0,bartacks,none,none,none,none,none,all,none,matching,matching,matching,none,none
254,edier,eiv4521,threads,1,0,1,0,topstitchings,none,none,none,none,none,all,none,matching,matching,matching,none,none
255,edier,eiv4521,fabric 1,0,1,1,0,smu fleece,asia pacific,e3400,100% pes,0,0,main shell inside & outside garment ,none,green fizz,candy pink,saphir,none,none
256,edier,eiv4521,lining,0,1,1,0,cormax,none,none,none,none,none," - hand pockets
 - collar",none,black,black,black,none,none
257,edier,eiv4521,threads,0,1,1,0,topstitchings,none,none,none,none,none,"all
",none,matching ,matching ,matching ,none,none
258,edier,eiv4521,threads,0,1,1,0,bartacks,none,none,none,none,none,"all
",none,matching ,matching ,matching ,none,none
259,edier,eiv4521,zippers,1,0,0,1,vislon zip 5mmzipper dalhopen end - 1 way right insert - autolock,none,none,none,none,none,front opening,1,blue morphoykk 020,dark nightykk 169,candy pinkykk 383,none,none
260,edier,eiv4521,zippers,1,0,0,1,vislon zip ias system5mm ref ykk ,none,none,none,none,none,for ias system,1,blackykk 580,blackykk 580,blackykk 580,none,none
261,edier,eiv4521,zippers,1,0,0,1,coil zip 3mmclose end - 1wayzipper dalh,none,none,none,none,none,side hand pockets ,2,blue morphoykk 020,dark nightykk 169,candy pinkykk 383,none,none
262,edier,eiv4521,zippers,1,0,0,1,coil zip 3mmslider daopen end,none,none,none,none,none,removable hood,1,blue morphoykk 020,dark nightykk 169,candy pinkykk 383,none,none
263,edier,eiv4521,zippers,1,0,0,1,reversed zip 3mmzipper dalhnew trim,none,none,none,none,none,inside left pocket,1,blue morphoykk 020blue morpho,dark nightykk 169candy pink,candy pinkykk 383candy pink,none,none
264,edier,eiv4521,trims,1,0,0,1,new trimbig puller ref: eiw18-03supplier: dragon timesnew trim,none,none,none,none,none,full front opening,1,blue morphoblue morpho,candy pinkcandy pink,candy pinkcandy pink,none,none
265,edier,eiv4521,trims,1,0,0,1,new trimlittle  puller ref: eis19-05supplier: dragon timesnew trim,none,none,none,none,none,hand pockets ,2,"blue morphoblue morpho
dark night
white","candy pinkcandy pink
dark night
white","candy pinkcandy pink
dark night
white",none,none
266,edier,eiv4521,trims,1,0,0,1,new trimtricolordrawstring outdoorref: en-wb001elastic,none,none,none,none,none,back adjustable hood,1,"blue morpho
dark night
whiteblue morpho","candy pink
dark night
whitedark night","candy pink
dark night
whitecandy pink",none,none
267,edier,eiv4521,trims,1,0,0,1,drawcordref: eis15u-xmco01supplier: yf zippernot elastic,none,none,none,none,none,left pocket inside garment,1,blue morpho,dark night,candy pinkcandy pink,none,none
268,edier,eiv4521,trims,1,0,0,1,"colored stopper supplier unitex
ref eis15u-xmstp01colored webbing 
supplier yf
ref eis15u-xmtre01",none,none,none,none,none,back adjustable hood,1,blue morpho,dark night,candy pinkcandy pink,none,none
269,edier,eiv4521,trims,1,0,0,1,"colored webbing 
supplier yf
ref eis15u-xmtre01",none,none,none,none,none,back adjustable hood,1,blue morpho,dark night,candy pinkcandy pink,none,none
270,edier,eiv4521,trims,1,0,0,1,"colored pearlref: eis15u-xmper01supplier: unitexeyelet 9mm 
supplier unitex 
ref eis15u-xmoei01",none,none,none,none,none,back hood,1,blue morpho,dark night,candy pinkcandy pink,none,none
271,edier,eiv4521,trims,1,0,0,1,"eyelet 12mm 
",none,none,none,none,none,back adjustable hood ,1,silver,silver,silver,none,none
272,edier,eiv4521,trims,1,0,0,1,velcro + hook local sourcing,none,none,none,none,none,tab cuff ,2m+2f,matching,matching,matching,none,none
273,edier,eiv4521,labels,1,0,0,1,woven hangloop eiderref: eiw15-07supplier: smlnew labelsize woven label mmg,none,none,none,none,none,inside middle back at top,1,black,black,black,none,none
274,edier,eiv4521,labels,1,0,0,1,new labelsize woven label mmgalpha women topsupplier: smlwith rn + ca numbers,none,none,none,none,none,under shell fabric yoke at back,1,black,black,black,none,none
275,edier,eiv4521,labels,1,0,0,1,satin ribbon,none,none,none,none,none,inner back of jacket with skirt,1,white,white,white,none,none
276,edier,eiv4521,zippers,0,1,0,1,vislon zip ias system5mm ref ykk slider ducoil zip 3mm,none,none,none,none,none,for ias system,1,blue morphoykk 020blue morpho,dark nightykk 169dark night,candy pinkykk 383candy pink,none,none
277,edier,eiv4521,zippers,0,1,0,1,vislon zip ias system5mm ref ykk slider ducoil zip 3mm,none,none,none,none,none,hand pockets ,2,blue morphoykk 020blue morpho,dark nightykk 169dark night,candy pinkykk 383candy pink,none,none
278,edier,eiv4521,zippers,0,1,0,1,coil zip 3mmclose end - 1wayslidder dablh,none,none,none,none,none,hand pockets ,2,blue morphoykk 020,dark nightykk 169,candy pinkykk 383 ,none,none
279,edier,eiv4521,trims,0,1,0,1,drawcordref: eis 15u-xmco01supplier: yz zippernew trim,none,none,none,none,none,front opening,1,"darkblue morphoblue morpho
dark night
white","dark nightcandy pink
dark night
white","candy pinkcandy pink
dark night
white",none,none
280,edier,eiv4521,trims,0,1,0,1,drawcordref: eis 15u-xmco01supplier: yz zippernew trim,none,none,none,none,none,hand pockets ,2,"darkblue morphoblue morpho
dark night
white","dark nightcandy pink
dark night
white","candy pinkcandy pink
dark night
white",none,none
281,edier,eiv4521,trims,0,1,0,1,new trimtricolordrawstring outdoorref: en-wb001elastic,none,none,none,none,none,for loop on bottom sleeves,2,"blue morpho
dark night
white","candy pink
dark night
white","candy pink
dark night
white ",none,none
282,edier,eiv4521,trims,0,1,0,1,new trimtricolordrawstring outdoorref: en-wb001elastic,none,none,none,none,none,collar  ias system,1,"blue morpho
dark night
white","candy pink
dark night
white","candy pink
dark night
white ",none,none
283,edier,eiv4521,labels,0,1,0,1,new labelsize woven label mmgalpha women topsupplier: smlwith rn + ca numbers,none,none,none,none,none,inside collar,1,black,black,black,none,none
284,edier,eiv4521,labels,0,1,0,1,"wash care label 
supplier sml quality satinwoven hangloop eider
supplier sml
ref eiw15-07",none,none,none,none,none,inside left side seam15cm of bottom,1,white,white,white,none,none
285,edier,eiv4521,labels,0,1,0,1,"woven hangloop eider
supplier sml
ref eiw15-07",none,none,none,none,none,inside collar,1,black,black,black,none,none
286,edier,eiv4521,hangtas,0,1,0,1,new hangtagcorporate eider largeref triple star /  eidht01,none,none,none,none,none,check the charter quality for to know the position,1,x,x,x,none,none
287,edier,eiv4521,hangtas,0,1,0,1,new hangtagfur free hang tagref triple star /  eidht023,none,none,none,none,none,inside hangtag corporate eider large position 1,1,x,x,x,none,none
288,edier,eiv4521,hangtas,0,1,0,1,new hangtagdefender  5k / 5k(critical seams sealed)ref triple star / eidht0300,none,none,none,none,none,inside hangtag corporate eider large position 2,1,x,x,x,none,none
289,edier,eiv4521,hangtas,0,1,0,1,fake fur informationlocal sourcingeiv3668,none,none,none,none,none,inside leftsew with care label,1,white,white,white,none,none
