,0,1,2,3,4,5,6,7,8,9
0,brand womens jacket,none,none,none,none,none,none,sample size small / xs-l,none,none
1,season:,none,winter 2018/2019,none,none,contractor:,none,none,none,none
2,style number:,none,w18-105,none,none,date created:,none,2017-03-24 00:00:00,none,none
3,style name:,none,aaran,none,none,date revised:,none,2017-04-19 00:00:00,none,none
4,waterproof/breathability:,none,10k/10k,none,none,block:,none,0,none,none
5,seam sealing:,none,fully seam sealed,none,none,fit:,none,none,none,none
6,insulation:,none,40g all over,none,none,target fob:,none,none,none,none
8,none,none,none,none,colorways,none,none,none,none,none
9,shell fabric ,supplier/ reference number,location ,content,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
10,none,hyperbola / sc764 2l,"""s""",none,none,none,none,none,none,none
11,"1/8"" corded piping",wnp122-bj45r4 2l,"""c1"" hood, center front placket, hem",none,none,none,none,none,none,none
13,insulation,supplier/ reference number,location ,content,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
14,none,pinneco mantle,all over,100% polyester,40g,none,none,none,none,none
18,seam tape,supplier/ reference number,location ,content,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
19,seam tape,tsgs,fully taped,none,fully taped,none,none,none,none,none
21,lining,supplier/ reference number,location ,content,black,chive/chino,merlot,cascade/chino,smkd pink ,coco/ emerald
22,printed 210t,solis / sotp089,hood,none,none,none,none,none,none,none
23,solid 210t ,solis / sonp006-1,main body,100% nylon,none,none,none,none,none,none
24,sherpa (faux fur),please source,center back panel,100% polyester,none,none,none,none,none,none
25,solid 210t ,solis / sonp006-1,sleeves,100% nylon,none,none,none,none,none,none
26,solid 210t ,solis / sonp006-1,secondary pocket bags,100% nylon,none,none,none,none,none,none
27,solid coated 210t,solis / sonp006-pu03,lower body & powder skirt,100% polyester,none,none,none,none,none,none
28,brushed tricot,supplier / ref code,hand pocket bags,100% polyester,none,none,none,none,none,none
29,brushed tricot,supplier / ref code,chin guard,100% polyester,none,none,none,none,none,none
30,power stretch mesh ,supplier / ref code,underarm vents,100% polyester,none,none,none,none,none,none
31,power stretch mesh ,supplier / ref code,goggle pocket,100% polyester,none,none,none,none,none,none
32,lycra,supplier / ref code,sleeve gaiters,content,none,none,none,none,none,none
33,lycra ,supplier / ref code,cord exit kissing welt,content,none,none,none,none,none,none
