MATERIAL_ID,0,1,2,3,4,5,6,7,8,9
10,,,,,FABRICS & LININGS,,,,,
11,A,Shell Fabric,SOTP013-2L32-AE 100% Polyester 80/20 DWR TPU MEMBRANE (supplied by SOLIS),"Main Body, sleeves, pockets, collar",,BLACK,DARK OLIVE,PUDDLE,BONE,AB18MJ2_105
12,B,Lining, SOTO048-P Velvety Tricot -  SMOOTH SIDE USED AS FACE SIDE (supplied by Solis),"Inside lining, pocket bag, sleeves",,DAY JUNGLE,DAY JUNGLE,DAY JUNGLE,DAY JUNGLE,AB18MJ2_105
13,C,Pellon,lightweight interfacing (item# TBD)  (supplied by you),"Collar, placket, cuffs, welts",,WHITE,WHITE,WHITE,WHITE,AB18MJ2_105
16,AA,Hardware,"Snap Buttons ABSNP_01 (sets), 17mm (incl. washers)  (supplied by you)",(5)C.F.,5,DARK ANTI BRASS BI-18,DARK ANTI BRASS BI-18,DARK ANTI BRASS BI-18,PEWTER BI-10,AB18MJ2_105
17,BB,Hardware,"metal eyelets, 12mm (incl. washers)  (supplied by you)", (2) inside bottom hem,2,DARK ANTI BRASS BI-18,DARK ANTI BRASS BI-18,DARK ANTI BRASS BI-18,PEWTER BI-10,AB18MJ2_105
18,CC,Stopper,Leather stopper ABSTPR_134 Leather Pig Nose  Stopper, (2) bottom hem drawcord,2,BLACK,BLACK,BLACK,BLACK,AB18MJ2_105
19,DD, Drawcord,Flat Shoelace drawcord WITH Black Oxidize finish METAL ENDS  w: 1 cm  (supplied by you),Bottom hem,1,BLACK,BLACK,BLACK,BLACK,AB18MJ2_105
20,EE,Elastic , 2.5 cm flat elastic  (supplied by you),(2) Cuffs,2,BLACK,BLACK,BLACK,BLACK,AB18MJ2_105
21,FF,Main Label,ABWV_84 Slayer Main Label,Centered 1.5cm below CB neck,1,CREAM/BLACK,CREAM/BLACK,CREAM/BLACK,CREAM/BLACK,AB18MJ2_105
22,GG,Size Label,ABWV_69V Vietnam Size  Label (supplied by SML),sewn in and centered below main label,1,BLACK/ OFF WHITE,BLACK/ OFF WHITE,BLACK/ OFF WHITE,BLACK/ OFF WHITE,AB18MJ2_105
23,HH,W/C Label,Satin Label with print  (supplied by you),"wearer's left side seam, 10 cm up from bottom edge",1,BLACK,BLACK,BLACK,BLACK,AB18MJ2_105
24,II,ABWVLP_01 Woven loop,ABWVLP_01 (Supplied by SML),inside center back neck seam,1,BLACK/ OFF WHITE,BLACK/ OFF WHITE,BLACK/ OFF WHITE,BLACK/ OFF WHITE,AB18MJ2_105
25,JJ,Branding,ABPA_82 Leather Terry Patch,"LEFT back side seam, see placement page for detail",1,BLACK/WHITE,BLACK/WHITE,BLACK/WHITE,BLACK/WHITE,AB18MJ2_105
28,KK,HANGTAG,TBD,TBD,1,TBD,TBD,TBD,TBD,AB18MJ2_105
29,LL,HANGTAG,TBD,TBD,1,TBD,TBD,TBD,TBD,AB18MJ2_105
30,MM,polybag w/ warning matter,Airpill Logo Print:  16 cm (supplied by you),centered on poly bag,1,CLEAR,CLEAR,CLEAR,CLEAR,AB18MJ2_105
31,NN,Country of Origin sticker (supplied by your side),Made in China sticker  (supplied by you),Centered above UPC sticker,1,TBD,TBD,TBD,TBD,AB18MJ2_105
32,OO,UPC sticker (supplied by your side),Sticker width 3.5 cm  (supplied by you),Lookers right bottom corner,1,TBD,TBD,TBD,TBD,AB18MJ2_105
37,3,ZIPPER DIRECTION:,"CF has right hand slider, pocket zippers close down, vents zips close DOWN",,,,,,,
39,5,HEAT CUT:,"Elastic, webbing, taffeta",,,,,,,
