,Style,amount,colorway/10,colorway/4,colorway/5,colorway/6,colorway/7,colorway/8,colorway/9,content,item,location,ref
28,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,topstitch thread,,matching,none,none,none,none,none,,none,topstitch,tseu
29,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,none,bartacks,tseu
30,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,l1 marketing,supplier/ ref number
31,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,l1 pant hang tag,none,none,none,none,none,,l1 pant hang tag,front left belt loop,supplier // 
32,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,l1 pant fit hang tag  // regular fit,none,none,none,none,none,,l1 pant fit hang tag ,front left belt loop behind main hang tag,supplier // regular fit
33,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,l1 pant size label,none,none,none,none,none,,l1 pant size label,center back waist band facing,l1 pant size label
34,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,regular fit // 20k/20k // fully taped ,none,none,none,none,none,,l1 main label,lining front right,regular fit // 20k/20k // fully taped 
35,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,address label,lining left side seam,sew as loop
36,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,content label,none,none,none,none,none,,content label,lining left side seam,sew as loop
37,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,address label,lining left side seam,sew as loop
38,L1-201-17_GEMINI_2L_PANT_TRIMS.csv.csv,1,,clear zip tie,none,none,none,none,none,,clear zip tie,front left belt loop to attach hang tags,supplier // 
0,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,silder/pull color: pseudo anti silver / teeth and tape color: black,silder/pull color: pseudo anti silver / teeth and tape color: black,silder/pull color: pseudo anti silver / teeth and tape color: black,silder/pull color: pseudo anti silver / teeth and tape color: black,,,,#5 coil,center front,ykk za snap on // 1-way seperating semi auto lock 
1,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1 per side = 2,,silder/pull color: pseudo anti silver / teeth and tape color: black,silder/pull color: pseudo anti silver / teeth and tape color: black,silder/pull color: pseudo anti silver / teeth and tape color: black,silder/pull color: pseudo anti silver / teeth and tape color: black,,,,#5 coil,hand pockets,dadhr diecast wire (non ykk) auto non lock 
2,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,amount,,black,camo,sand / dark slate,harvest / raven,,,,item,zipper pulls,supplier/ ref number
3,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,pseudo anti silver ,pseudo anti silver ,pseudo anti silver ,pseudo anti silver ,,,,l1 snap on metal zipper pull,center front,shenzhen guan hong metal zipper co.  / l1-2016-trim-009 
4,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1 per side = 2,,shell fabric matching,shell fabric matching,shell fabric matching,shell fabric matching,,,, self fabric pull,hand pockets,factory made // 11nt-045 
5,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,shell fabric matching,shell fabric matching,shell fabric matching,shell fabric matching,,,, self fabric pull,inside pocket,factory made // 11nt-045 
6,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,amount,,black,camo,sand / dark slate,harvest / raven,,,,item,l1 branded trims,supplier/ ref number
7,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,dtm,dtm,dtm,dtm,,,,l1 small embroidery,front left sleeve,soluna / l1-2016-026
8,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,dtm,dtm,dtm,dtm,,,,l1 large embroidery,back right ,soluna / l1-2016-027
9,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,2,,pseudo anti silver/black,pseudo anti silver/black,pseudo anti silver/black,pseudo anti silver/black,,,,l1 snap,lower body,luks / l1-2016-trim-002
10,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,black,black,black,black,,,,l1 faux leather triangle patch,left chest,yiqing shoe factory / l1-2017-trim-102
11,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,amount,,black,camo,sand / dark slate,harvest / raven,,,,item,snaps,supplier/ ref number
12,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,"4 male, 2 female",,matte black cap/ pseudo anti silver base,matte black cap/ pseudo anti silver base,matte black cap/ pseudo anti silver base,matte black cap/ pseudo anti silver base,,,,14 mm plastic snap 24l metal snap,cf powder skirt closure,duraflex / 1414
13,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,3 sets,,matte black cap/ pseudo anti silver base,matte black cap/ pseudo anti silver base,matte black cap/ pseudo anti silver base,matte black cap/ pseudo anti silver base,,,,14 mm plastic snap 24l metal snap,pow skirt: jacket to pant connection on powderskirt hem,duraflex / 1414
14,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,"1 male, 1 female",,matte black cap/ pseudo anti silver base,matte black cap/ pseudo anti silver base,matte black cap/ pseudo anti silver base,matte black cap/ pseudo anti silver base,,,,14 mm plastic snap 24l metal snap,"""snap away powder skirt"" snap powder skirt to front facing when not in use",duraflex / 1414
15,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,amount,,black,camo,sand / dark slate,harvest / raven,,,,item,cord locks,supplier/ ref number
16,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1 per side = 2,,black,black,black,black,,,,cord lock,hem hood cord lock,knk / sp-177
17,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1 per side = 2,,black,black,black,black,,,,cord tip bead,hem cord lock tip,knk / cs-074 zp20
18,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,amount,,black,camo,sand / dark slate,harvest / raven,,,,item,grommets,supplier/ ref number
19,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,2 per side = 4,,pseudo anti silver ,pseudo anti silver ,pseudo anti silver ,pseudo anti silver ,,,,small: grommet  8mm diameter,hem adjust cord exit,please sorce
20,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,amount,,black,camo,sand / dark slate,harvest / raven,,,,item,shockcord & drawcord,supplier/ ref number
21,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,none,,black,black,black,black,,,,3mm stretch shockcord,hem ,suppler / ref nuber
22,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,none,,black,19-4006 tpx black,16-0906 tpx sand,18-0950tpx  harvest,,,,8mm round woven drawcord,hood,sunsun / sv160218-1 a
23,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,amount,,black,camo,sand / dark slate,harvest / raven,,,,item,webbing ,supplier/ ref number
24,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,black,black,black,black,,,,"1/4"" flat x 1 3/4"" loop",keyclip loop right hand pocket,suppler / ref nuber
25,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1 per side = 2,,black,black,black,black,,,,"3/8"" flat webbing loop",hem cord lock tie downs,suppler / ref nuber
26,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,black,black,black,black,,,,plastic keyclip ,right hand pocket,suppler / ref nuber
27,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,tab behind each snap = 2,,black,black,black,black,,,,"3/4"" x 1"" 1"" x 1"" finished ",jacket to pant connection center back ,suppler / ref nuber
28,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,black,black,black,black,,,,"3/4"" x  3 1/2"" 3 1/4"" flat webbing (finished length)",jacket to pant connection at side tabs,suppler / ref nuber
29,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,black,black,black,black,,,,"3/4""",inner pocket tab,suppler / ref nuber
30,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,amount,,black,camo,sand / dark slate,harvest / raven,,,,item,elastic,supplier/ ref number
31,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,black/grey,black/grey,black/grey,black/grey,,,,25mm,powder skirt gripper elastic,suppler / ref nuber
32,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,black,black,black,black,,,,"flat elastic tape 3/4"" x 4 1/4"" 1"" x 4""",jacket to pant connection center back tab,suppler / ref nuber
33,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,black,black,black,black,,,,elastine binding,goggle pocket,suppler / ref nuber
34,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,black,black,black,black,,,,"1/4"" flat elastic",lining media pocket cable guide,suppler / ref nuber
35,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,stock,stock,stock,stock,,,,none,encased in back of sleeve hem,suppler / ref nuber
36,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,amount,,black,camo,sand / dark slate,harvest / raven,,,,item,velcro,supplier/ ref number
37,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1 loop tab,,matching,matching,matching,matching,,,,2.5cm x 9cm,cuff ,paiho / loop#1057
38,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1 hook tab,,matching,matching,matching,matching,,,,2.5cm x 6.5cm,cuff tab,paiho / hooketn7
39,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,2 sets,,matching,matching,matching,matching,,,,"1/2"" x 3"" ",cf placket,paiho / hooketn7 / loop#1057
40,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,2 sets  per pocket flap,,matching,matching,matching,matching,,,,"1/2"" x 2"" ",hand & chest pocket flaps,paiho / hooketn7 / loop#1057
41,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,2 pieces,,matching,matching,matching,matching,,,,"1/2"" x 3""",media pocket,paiho / hooketn7 / loop#1057
42,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,amount,,black,camo,sand / dark slate,harvest / raven,,,,spi,thread,ref number
43,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,none,,matching,matching,matching,matching,,,,10-12 spi,seams,#604
44,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,none,,matching,matching,matching,matching,,,,8-10 spi,topstitch,none
45,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,none,,matching,matching,matching,matching,,,,none,bartacks,none
46,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,none,,matching,matching,matching,matching,,,,must be stretch thread,sleeve gaiter cover stitch,none
47,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,amount,,black,camo,sand / dark slate,harvest / raven,,,,description,marketing,ref number
48,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,l1 hang tag,none,none,none,,,,l1 hang tag,left hand pocket zipper head,none
49,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,none,none,none,none,,,,wp breath / size label / rn ca / made in ___,lining cb facing,none
50,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,address label,none,none,none,,,,address label,lining left side seam,sew as loop
51,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,content label,none,none,none,,,,content label,lining left side seam,sew as loop
52,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,washing label,none,none,none,,,,washing label,lining left side seam,sew as loop
53,L1-106-17_HASTING_07_28_16_TRIMS.csv.csv,1,,clear zip tie,none,none,none,,,,clear zip tie,front left belt loop to attach hang tags,supplier // 
0,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#3 coil,back right pocket,non ykk dadr12 fashion drop  // 1-way locking
1,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#5 coil,leg vents,non ykk dadhr diecast wire // 1-way locking
2,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#5 coil,hem,non ykk dadhr diecast wire // 1-way locking
3,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,zipper pulls,supplier/ ref number
4,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1 per side = 2,,shell fabric matching,none,none,none,none,none,, self fabric pull,leg venting,factory made // 11nt-045 
5,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,l1 branded trims,slider ref number
6,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,7,,matte black,none,none,none,none,none,,17mm donut post shank,"bib chest pocket, shoulders, side entry",l1-2016-trim-005
7,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,3,,matte black,none,none,none,none,none,,10mm denim rivet ,"top edge of left hand hand pocket, both edges of right hand pocket",14-l1sp-089
8,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,2,,matte black,none,none,none,none,none,,"10mm 
square rivet ","bottom left hand pocket,  top left back pocket",l1-2016-trim-004
9,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,dtm shell,none,none,none,none,none,,l1 embroidery large,front left hem,factory sorced // l1-2016-trim-027
10,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,snaps,supplier/ ref number
11,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1 per side = 2,,psudo anti silver/ black cap,none,none,none,none,none,,24l metal snap,"""finger snap hem adjust"" back leg hem",none
12,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,other trims,slider ref number
13,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1 per side = 2 sets,,matte black,none,none,none,none,none,,metal strap adjust ,strap adjusts,please sorce as sample / ref number
14,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,black,none,none,none,none,none,,key clip,right hand pocket,j&k // hk-001
15,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,metal boot hook,front of leg gaiter,supplier / ref number
16,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,webbing & elastic,supplier/ ref number
17,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,black,none,none,none,none,none,,"1/4"" flat x 1 3/4"" loop",keyclip loop right hand pocket,none
18,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,"1"" tab",boot hook reinforcement,none
19,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,"1"" tab","""finger snap hem adjust"" reinforcement",none
20,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,velcro,supplier/ ref number
21,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,dtm,none,none,none,none,none,,"1/2"" x 2 1/2""",lining chest pocket,none
22,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,spi,thread,supplier/ ref number
23,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,regular thread,,matching,we have had ripping problems in the past,none,none,none,none,,12 spi (special allowance to avoid seam slip on shell  fabric),"shell seams 1/4"" allowance ",# 604 tseu
24,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,8-10 spi,seams,# 604 tseu
25,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,heavy weight topstitch thread,,matching,none,none,none,none,none,,8-10 spi,denim weight topstitch,#606 tseu
26,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,none,bartacks,# 604 tseu
27,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,l1 marketing,supplier/ ref number
28,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,l1 pant hang tag,none,none,none,none,none,,l1 pant hang tag,front left belt loop,supplier //
29,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,l1 pant fit hang tag  // slim fit,none,none,none,none,none,,l1 pant fit hang tag ,front left belt loop behind l1 pant hang tag,supplier // slim fit
30,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,l1 wmns pant size label,none,none,none,none,none,,l1 wmns pant size label,center back waist band facing,l1 wmns pant size label
31,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,slim fit // 10k/10k // critically taped,none,none,none,none,none,,l1 wmns main label,lining front right,slim fit // 10k/10k // critically taped
32,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,address label,lining left side seam,sew as loop
33,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,content label,none,none,none,none,none,,content label,lining left side seam,sew as loop
34,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,address label,lining left side seam,sew as loop
35,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv.csv,1,,clear zip tie,none,none,none,none,none,,clear zip tie,front left belt loop to attach hang tags,supplier //
0,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #5 coil zipper,fly ,ykk / 1-way semi auto locking dalh
1,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #3 coil zipper,leg pocket vertical ,non ykk / 1-way non locking dadr4 l-type drop
2,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #5 coil zipper,back right pocket,non ykk / 1-way non locking / dadhr diecast wire
3,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #5 coil zipper,hem gusset ,non ykk / 1-way non locking / dadhr diecast wire
4,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,amount,,black,walnut,military,dark slate,gunmetal,,,additional zipper pulls,location,supplier/ reference number
5,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,1,,match to shell,match to shell,match to shell,match to shell,match to shell,,, 11nt-045 / self fabric pull ,back right pocket,factory made
6,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,amount,,black,walnut,military,dark slate,gunmetal,,,branded trims,location,supplier/ reference number
7,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,1,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,"l1-2018-trim-022
l1 19mm shank
black alloy
al023",front waist band,luks
8,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,1,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,"l1-2018-trim-020
l1 10mm square rivet
black alloy
al023",front left hand pocket bottom edge,luks
9,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,1,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,"l1-2018-trim-011
half deboss snap 
black alloy
al023",back left pocket flap,luks
10,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,1,,l1-2018-trim-007 black,l1-2018-trim-007 black,l1-2018-trim-007 black,l1-2018-trim-007 black,l1-2018-trim-007 black,,,"l1-2018-trim-007
large black faux leather hem wrap / artwork debossed 1mm and then painted gold. 3.8 cm x 2 cm",back right pocket welt,please source
11,L1-210-18_THUNDER_03-30-17_TRIMS.csv.csv,1,,"l1-2018-trim-027
l1 faux leather patch
black ","l1-2018-trim-027
l1 faux leather patch
black ","l1-2018-trim-027
l1 faux leather patch
black ","l1-2018-trim-027
l1 faux leather patch
black ","l1-2018-trim-027
l1 faux leather patch
black ",,,"l1-2018-trim-027
l1 faux leather patch
black ",back left knee,please source
