index,brand,style,non material rows,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,supplier,ref,qty,price/unit,unit,material_garment,cutting_materials,fabric,rib,insulation,interfacing,down,zipper,binding,seam tape,webbing,cord,screen print,embroidery,heat transfer,patch,label,thread,velcro,button,ring,buckle,stopper,puller,snap,hook,eyelet,packing,bag,box,desiccant,hangtag,tape,upc,papper,sticker,swift tack,outer,inner
13978,Nitro,Nitro,SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13979,Nitro,Nitro,STYLE NUMBER:  N18-106   DATE CREATED:  42815       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13980,Nitro,Nitro,STYLE NAME:  SUMMIT PACKABLE   DATE REVISED:         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13981,Nitro,Nitro,WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  Based on POWELL fit (N17-107 MTN fit)        ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13982,Nitro,Nitro,SEAM SEALING:  FULLY SEAM TAPED   FIT:  REGULAR       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13983,Nitro,Nitro,INSULATION:  NO INSULATION   TARGET FOB:         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13984,Nitro,Nitro,    COLORWAYS          ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13985,Nitro,Nitro,SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13986,Nitro,Nitro,INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13987,Nitro,Nitro,SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13988,Nitro,Nitro,LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13989,Nitro,Nitro,NITRO MENS JACKET     SAMPLE SIZE LARGE / XS-XXL         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13990,Nitro,Nitro,SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13991,Nitro,Nitro,STYLE NUMBER:  N18-106   DATE CREATED:  42815       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13992,Nitro,Nitro,STYLE NAME:  SUMMIT PACKABLE   DATE REVISED:         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13993,Nitro,Nitro,WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  Based on POWELL fit (N17-107 MTN fit)        ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13994,Nitro,Nitro,SEAM SEALING:  FULLY SEAM TAPED   FIT:  REGULAR       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13995,Nitro,Nitro,INSULATION:  NO INSULATION   TARGET FOB:  0       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13996,Nitro,Nitro,ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13997,Nitro,Nitro,ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13998,Nitro,Nitro,BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
13999,Nitro,Nitro,TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14000,Nitro,Nitro,NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14001,Nitro,Nitro,BONDING FILM SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14002,Nitro,Nitro,VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14003,Nitro,Nitro,THREAD SPI SUPPLIER/ REF NUMBER AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14004,Nitro,Nitro,LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14005,Nitro,Nitro,HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14006,Nitro,Nitro,CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14007,Nitro,Nitro,NITRO MENS JACKET       SAMPLE SIZE LARGE / XS-XXL       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14008,Nitro,Nitro,SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14009,Nitro,Nitro,STYLE NUMBER:  N18-106   DATE CREATED:  42815       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14010,Nitro,Nitro,STYLE NAME:  SUMMIT PACKABLE   DATE REVISED:         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14011,Nitro,Nitro,WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  Based on POWELL fit (N17-107 MTN fit)        ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14012,Nitro,Nitro,SEAM SEALING:  FULLY SEAM TAPED   FIT:  REGULAR       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14013,Nitro,Nitro,INSULATION:  NO INSULATION   TARGET FOB:         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14014,Nitro,Nitro,    COLORWAYS          ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14015,Nitro,Nitro,SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14016,Nitro,Nitro,INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14017,Nitro,Nitro,SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14018,Nitro,Nitro,LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14019,Nitro,Nitro,NITRO MENS JACKET     SAMPLE SIZE LARGE / XS-XXL         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14020,Nitro,Nitro,SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14021,Nitro,Nitro,STYLE NUMBER:  N18-106   DATE CREATED:  42815       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14022,Nitro,Nitro,STYLE NAME:  SUMMIT PACKABLE   DATE REVISED:         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14023,Nitro,Nitro,WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  Based on POWELL fit (N17-107 MTN fit)        ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14024,Nitro,Nitro,SEAM SEALING:  FULLY SEAM TAPED   FIT:  REGULAR       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14025,Nitro,Nitro,INSULATION:  NO INSULATION   TARGET FOB:  0       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14026,Nitro,Nitro,ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14027,Nitro,Nitro,ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14028,Nitro,Nitro,BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14029,Nitro,Nitro,TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14030,Nitro,Nitro,NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14031,Nitro,Nitro,BONDING FILM SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14032,Nitro,Nitro,VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14033,Nitro,Nitro,THREAD SPI SUPPLIER/ REF NUMBER AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14034,Nitro,Nitro,LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14035,Nitro,Nitro,HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14036,Nitro,Nitro,CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14037,Nitro,Nitro,NITRO MENS JACKET       SAMPLE SIZE LARGE / XS-XXL       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14038,Nitro,Nitro,SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14039,Nitro,Nitro,STYLE NUMBER:  N18-106   DATE CREATED:  42815       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14040,Nitro,Nitro,STYLE NAME:  SUMMIT PACKABLE   DATE REVISED:         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14041,Nitro,Nitro,WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  Based on POWELL fit (N17-107 MTN fit)        ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14042,Nitro,Nitro,SEAM SEALING:  FULLY SEAM TAPED   FIT:  REGULAR       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14043,Nitro,Nitro,INSULATION:  NO INSULATION   TARGET FOB:         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14044,Nitro,Nitro,    COLORWAYS          ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14045,Nitro,Nitro,SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14046,Nitro,Nitro,INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14047,Nitro,Nitro,SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14048,Nitro,Nitro,LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14049,Nitro,Nitro,NITRO MENS JACKET     SAMPLE SIZE LARGE / XS-XXL         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14050,Nitro,Nitro,SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14051,Nitro,Nitro,STYLE NUMBER:  N18-106   DATE CREATED:  42815       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14052,Nitro,Nitro,STYLE NAME:  SUMMIT PACKABLE   DATE REVISED:         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14053,Nitro,Nitro,WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  Based on POWELL fit (N17-107 MTN fit)        ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14054,Nitro,Nitro,SEAM SEALING:  FULLY SEAM TAPED   FIT:  REGULAR       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14055,Nitro,Nitro,INSULATION:  NO INSULATION   TARGET FOB:  0       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14056,Nitro,Nitro,ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14057,Nitro,Nitro,ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14058,Nitro,Nitro,BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14059,Nitro,Nitro,TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14060,Nitro,Nitro,NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14061,Nitro,Nitro,BONDING FILM SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14062,Nitro,Nitro,VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14063,Nitro,Nitro,THREAD SPI SUPPLIER/ REF NUMBER AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14064,Nitro,Nitro,LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14065,Nitro,Nitro,HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14066,Nitro,Nitro,CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14067,Nitro,Nitro,NITRO MENS JACKET       SAMPLE SIZE LARGE / XS-XXL       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14068,Nitro,Nitro,SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14069,Nitro,Nitro,STYLE NUMBER:  N18-106   DATE CREATED:  42815       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14070,Nitro,Nitro,STYLE NAME:  SUMMIT PACKABLE   DATE REVISED:         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14071,Nitro,Nitro,WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  Based on POWELL fit (N17-107 MTN fit)        ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14072,Nitro,Nitro,SEAM SEALING:  FULLY SEAM TAPED   FIT:  REGULAR       ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14073,Nitro,Nitro,INSULATION:  NO INSULATION   TARGET FOB:         ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
14074,Nitro,Nitro,    COLORWAYS          ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,0
