,0,1,2,3,4,5,6,7,8,9
8,zippers,item,supplier/ ref number,amount,raw blue denim,brown overdye denim,colorway 3,colorway 4,colorway 5,colorway 6
9,fly ,#5 metal, gs 5 yf semi-auto lock for jeans press (ykk),1,silder/pull color: x6 black oxides/ tape color: black,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none
11,l1 branded trims,item,supplier/ ref number,amount,raw blue denim,brown overdye denim,colorway 3,colorway 4,colorway 5,colorway 6
12,cf fly,17mm donut post shank,l1-2016-trim-005,1,matte black,matte black,none,none,none,none
13,front left hand pocket,10mm square rivet ,l1-2016-trim-004,1,matte black,matte black,none,none,none,none
14,pocket edges,10mm denim rivet ,14-l1sp-089,3,matte black,matte black,none,none,none,none
15,back right waist band,deboss patch,l1-2017-trim-104,1,black,black,none,none,none,none
16,left hem,l1 embroidery large,factory sorced // l1-2016-trim-027,1,dtm shell,dtm shell,none,none,none,none
17,front right coin pocket,l1 embroidery15mm wide ,factory sorced // l1-2017-trim-105,1,dtm shell,dtm shell,none,none,none,none
19,other trims,item,supplier/ ref number,amount,raw blue denim,brown overdye denim,colorway 3,colorway 4,colorway 5,colorway 6
20,right hand pocket,key clip,j&k // hk-001,1,black,black,none,none,none,none
22,webbing & elastic,item,supplier/ ref number,amount,raw blue denim,brown overdye denim,colorway 3,colorway 4,colorway 5,colorway 6
23,keyclip loop right hand pocket,"1/4"" flat x 1 3/4"" loop",none,1,black,black,none,none,none,none
25,thread,spi,supplier/ ref number,amount,raw blue denim,brown overdye denim,colorway 3,colorway 4,colorway 5,colorway 6
26,seams,8-10 spi,# 604 tseu,regular thread,matching,matching,none,none,none,none
27,denim weight topstitch,8-10 spi,#606 tseu,heavy weight topstitch thread,tseyu thread 321,tseyu thread 321,none,none,none,none
28,bartacks,none,# 604 tseu,regular thread,matching,matching,none,none,none,none
29,zig zag attach cb label,none,# 604 tseu,regular thread,18-1763 tpx red,18-1763 tpx red,none,none,none,none
30,tacks on back right pocket jocker label,none,# 604 tseu,regular thread,yellow as jocker tag on back pocket,yellow as jocker tag on back pocket,none,none,none,none
32,l1 marketing,item,supplier/ ref number,amount,raw blue denim,brown overdye denim,colorway 3,colorway 4,colorway 5,colorway 6
33,front left belt loop,l1 pant hang tag,supplier // ,1,l1 pant hang tag,l1 pant hang tag,none,none,none,none
34,front left belt loop behind main hang tag,denim warning hang tag,supplier // ,1,denim warning hang tag,denim warning hang tag,none,none,none,none
35,front left belt loop behind denim dye warning hang tag,l1 pant fit hang tag ,supplier // regular fit,1,l1 pant fit hang tag  // regular fit,l1 pant fit hang tag  // regular fit,none,none,none,none
36,center back waist band facing,l1 pant size label,l1 pant size label,1,l1 pant size label,l1 pant size label,none,none,none,none
37,lining back right,l1 main label,skinny fit // 10k/10k // fully taped ,1,skinny fit // 10k/10k // fully taped ,skinny fit // 10k/10k // fully taped ,none,none,none,none
38,lining left side seam,address label,sew as loop,1,address label,address label,none,none,none,none
39,lining left side seam,content label,sew as loop,1,content label,content label,none,none,none,none
40,lining left side seam,address label,sew as loop,1,address label,address label,none,none,none,none
41,front left belt loop to attach hang tags,clear zip tie,supplier // ,1,clear zip tie,clear zip tie,none,none,none,none
42,back right pocket,joker tag  // 10k/10k // fully taped ,theonepant-joker-outlined_feb_23_bulk,1,joker tag,joker tag,none,none,none,none
