,0,1,2,3,4,5,6,7,8,9
11,shell fabric,item,supplier/ ref number,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6
12,all shell is same fabric,oxford 10k/10k coating + c6 dwr 80/10 $4.00,solis oxford l2-581,100% poly,black,none,none,none,none,none
14,insulation,item,supplier/ ref number,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6
15,non insulated,none,none,none,no,none,none,none,none,none
17,seam tape,item,supplier/ ref number,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6
18,fully taped,width...seam tape,sealon,none,fully,none,none,none,none,none
20,lining,item,supplier/ ref number,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6
21,body,solid 210t,please sorce,100% nylon,black,none,none,none,none,none
22,lower leg & gaiter,coated 210t,please sorce,100% nylon,black,none,none,none,none,none
23,waistband & fly,120g brushed tricot,please sorce,100% poly,black,none,none,none,none,none
24,hand pocket lining,120g brushed tricot,please sorce,100% poly,black,none,none,none,none,none
25,"""balls out"" venting",mesh,please sorce,100% poly,black,none,none,none,none,none
