,0,1,2,3,4,5,6,7,8,9
0,l1ta womens jacket,none,none,none,none,none,none,sample size small / xs-l,none,none
1,season:,none,winter 2018/2019,none,none,contractor:,none,soluna,none,none
2,style number:,none,l1ta-104-18,none,none,date created:,none,2017-03-01 00:00:00,none,none
3,style name:,none,anwen,none,none,date revised:,none,2017-04-12 00:00:00,none,none
4,waterproof/breathability:,none,10k/10k,none,none,block:,none,l1ta-104 anwen,none,none
5,seam sealing:,none,critically seam sealed,none,none,fit:,none,regular,none,none
6,insulation:,none,"60g ""pinneco mantle"" all over",none,none,target fob:,none,none,none,none
8,none,none,none,none,colorways,none,none,none,none,none
9,shell fabric ,supplier/ reference number,location ,content,port,military,bone/floral print,black,vintage camo broken twill,none
10,oxford,"solis /  oxford l2-581, 10k/10k, c6+ dwr",a,none,port,military,bone,black,vintage camo broken twill,none
11,broken twill,"solis / wl248 broken twill / 10k/10k, c6+ dwr",b,none,port,military,floral print broken twill,black,vintage camo broken twill,none
13,insulation,supplier/ reference number,location ,content,port,military,bone/floral print,black,vintage camo broken twill,0
14,polyfill insulation ,pinneco mantle 40g,all over,100% polyester,pinneco mantle 40g,pinneco mantle 40g,pinneco mantle 40g,pinneco mantle 40g,pinneco mantle 40g,none
16,seam tape,supplier/ reference number,location ,content,port,military,bone/floral print,black,vintage camo broken twill,0
17,seam tape,tsgs ,critically seam taped,none,critically seam taped,critically seam taped,critically seam taped,critically seam taped,critically seam taped,none
19,lining,supplier/ reference number,location ,content,port,military,bone/floral print,black,vintage camo broken twill,0
20,printed satin,solis/ pr258 womens print,hood,100% polyester,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,x,none
21,printed satin,solis/ pr258 womens print,center back ,100% polyester,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,x,none
22,solid satin,solis/ pr258 solid black satin,hood,100% polyester,x,x,x,x,solis/ pr258 solid black satin,none
23,solid satin,solis/ pr258 solid black satin,center back ,100% polyester,x,x,x,x,solis/ pr258 solid black satin,none
24,solid satin,solis/ pr258 solid black satin,main body,100% polyester,black,black,black,black,black,none
25,solid 210t ,solis/ sonp006-1 ,sleeves,100% nylon,black,black,black,black,black,none
26,solid 210t ,solis/ sonp006-1 ,secondary pocket bags,100% nylon,black,black,black,black,black,none
27,solid coated 210t,solis / sonp006-pu03,lower body & powder skirt,100% polyester,black,black,black,black,black,none
28,brushed tricot,supplier / ref code,hand pocket bags,100% polyester,black,black,black,black,black,none
29,brushed tricot,supplier / ref code,chin guard,100% polyester,black,black,black,black,black,none
30,regular mesh,1606b02 (als-16038),underarm vents,100% polyester,black,black,black,black,black,none
31,regular mesh ,1606b02 (als-16038),goggle pocket,100% polyester,black,black,black,black,black,none
32,stretch lycra,supplier / ref code,sleeve gaiters,content,black,black,black,black,black,none
