26,15mm metal snap ,luk's / 404,snap away powder skirt - lining facing ,1 male 1 female,cp016 copper,cp016 copper,cp016 copper,cp016 copper,none,none
27,15mm metal snap ,luk's / 404,powder skirt - jacket to pant connection,3 sets,cp016 copper,cp016 copper,cp016 copper,cp016 copper,none,none
28,metal eyelets 8mm ,luk's / et04,hood cord exit front,2 per side = 4 ,cp016 copper,cp016 copper,cp016 copper,cp016 copper,none,none
29,cord lock: small cord lock with tie down,sun sun/ sv160824-2a,front hood adjust,1 per side = 2,16-5807 tcx silt,19-4010 tcx ink,19-0515 tcx military,19-4006 tcx black,none,none
30,bead,sv160725-1a,front hood adjust,1 per side = 2,16-5807 tcx silt,19-4010 tcx ink,19-0515 tcx military,19-4006 tcx black,none,none
31,keyclip,as production ,right hand pocket,1 per side = 2,black,black,black,black,none,none
32,notions,supplier/ reference number,location,amount,silt,ink,military,black,0,0
33,"grosgrain 1/4""",none,attach front hood cord lock,1 per side = 2,black,black,black,black,none,none
34,"grosgrain 1/4""",none,attach keyclip right hand pocket ,1,black,black,black,black,none,none
35,grosgrain,none,powder skirt - side tabs jacket to pant connection ,1,black,black,black,black,none,none
36,"grosgrain 3/4"" x  3 1/2"" flat webbing (finished length)",none,powder skirt - side tabs jacket to pant connection ,2,black,black,black,black,none,none
37,"shell fabric tab  1"" x 1"" wrap around ",none,jacket to pant connection center back on tab,1,silt shell fabric,ink shell fabric,military shell fabric,black shell fabric,none,none
38,"shell fabric tab  1"" x 1"" wrap around ",none,jacket to pant connection center back under snap on gripper elastic,1,silt shell fabric,ink shell fabric,military shell fabric,black shell fabric,none,none
39,"shell fabric tab 3/4"" x  1"" ",none,jacket to pant connection at side tabs under snaps,1 per side = 2,silt shell fabric,ink shell fabric,military shell fabric,black shell fabric,none,none
40,"elastic 1"" x 4""",none,powder skirt middle tab - jacket to pant connection ,1,black,black,black,black,none,none
41,l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) ,"example: cw17-062
chun wo ho (please source)",hood,1,"colorway: 3 = 12-0105 tcx bone/
16-5807 tcx silt","colorway: 6
19-4010 tcx ink /
18-0403 tcx gunmetal","colorway: 4
19-0515 tcx military/
17-0620 tcx dusty green","colorway: 1 = 19-4006 tcx black/
18-0403 tcx gunmetal",none,none
42,gripper elastic 25mm non logo,mtt0022,powder skirt hem,1,black,black,black,black,none,none
43,velcro,supplier/ reference number,location,amount,silt,ink,military,black,0,0
44,"3/4"" x 3 3/4"" velcro with rounded corners",paiho / loop#1057,cuff on body,1 per side = 2,match to shell,match to shell,match to shell,match to shell,none,none
45,"3/4"" x 2 1/2"" velcro with rounded corners",paiho / hooketn7,cuff on tab,1 per side = 2,match to shell,match to shell,match to shell,match to shell,none,none
46,thread,spi,supplier/ ref number,amount,silt,ink,military,black,0,0
47,seams,10-12 spi,30/2,none,match to shell,match to shell,match to shell,match to shell,none,none
48,topstitch,8-10 spi,heavy weight topstitch,none,match to shell,match to shell,match to shell,match to shell,none,none
49,bartacks,none,100/2,none,match to shell,match to shell,match to shell,match to shell,none,none
50,labels ,supplier/ reference number,location,amount,silt,ink,military,black,0,0
51,10k/10k critically seam sealed,soluna/ main label,center back below neck seam,1,10k/10k critically seam sealed,none,none,none,none,none
52,size label (sample size s),soluna/ size label,center back below main label,1,"xs, s, m, l",none,none,none,none,none
53,hang tags,supplier/ reference number,location,amount,silt,ink,military,black,0,0
54,womens jacket hang tag,soluna/ womens jacket hang tag,left side hand pocket zipper,1,womens jacket hang tag,none,none,none,none,none
55,care and content labels,supplier/ reference number,location,amount,silt,ink,military,black,0,0
56,address label,factory sourced,lining left side seam,1,address label,none,none,none,none,none
57,content label,factory sourced,lining left side seam,1,content label,none,none,none,none,none
58,washing label,factory sourced,lining left side seam,1,washing label,none,none,none,none,none
