MATERIAL_ID,0,1,2,3,4,5,6,7
29,15MM METAL SNAP,LUK'S / 404,FRONT PLACKET (HIDDEN AT HEM),1,DOXCP OXIDIZED COPPER,DOXCP OXIDIZED COPPER,DOXCP OXIDIZED COPPER,
30,15MM METAL SNAP,LUK'S / 404,POWDER SKIRT - FRONT CLOSURE,"2 FEMALE, 4 MALE",AL023 ALLOY (D) CAP / DOXCP OXIDIZED COPPER,AL023 ALLOY (D) CAP / DOXCP OXIDIZED COPPER,AL023 ALLOY (D) CAP / DOXCP OXIDIZED COPPER,
31,15MM METAL SNAP,LUK'S / 404,SNAP AWAY POWDER SKIRT - LINING FACING ,1 MALE 1 FEMALE,AL023 ALLOY (D) CAP / DOXCP OXIDIZED COPPER,AL023 ALLOY (D) CAP / DOXCP OXIDIZED COPPER,AL023 ALLOY (D) CAP / DOXCP OXIDIZED COPPER,
32,15MM METAL SNAP,LUK'S / 404,POWDER SKIRT - JACKET TO PANT CONNECTION,3 SETS,AL023 ALLOY (D) CAP / DOXCP OXIDIZED COPPER,AL023 ALLOY (D) CAP / DOXCP OXIDIZED COPPER,AL023 ALLOY (D) CAP / DOXCP OXIDIZED COPPER,
33,METAL EYELETS 8MM,LUK'S / ET04,HOOD CORD EXIT FRONT,2 PER SIDE = 4,DOXCP OXIDIZED COPPER,DOXCP OXIDIZED COPPER,DOXCP OXIDIZED COPPER,
34,METAL EYELETS 8MM,LUK'S / ET04,HEM CORD EXIT,2 PER SIDE = 4,OXCP OXIDIZED COPPER,OXCP OXIDIZED COPPER,OXCP OXIDIZED COPPER,
35,CORD LOCK: SMALL CORD LOCK WITH TIE DOWN,SUN SUN/ SV160824-2A,FRONT HOOD ADJUST,1 PER SIDE = 2,19-4006 TCX BLACK, 19-0515 TCX MILITARY,18-0513 TCX WALNUT,
36,METAL SHOCKCORD TIP,SEE PHOTO,FRONT HOOD SHOCKCORD ENDS,1 PER SIDE = 2,DOXCP OXIDIZED COPPER,DOXCP OXIDIZED COPPER,DOXCP OXIDIZED COPPER,
37,KEYCLIP,AS LAST YEAR PRODUCTION,RIGHT HAND POCKET,1,BLACK,BLACK,BLACK,
40,"GROSGRAIN 1/4""",PLEASE SOURCE,HOOD CORD LOCKS,1 PER SIDE = 2,BLACK,BLACK,BLACK,
41,"GROSGRAIN 1/4""",XXX,ATTACH KEYCLIP RIGHT HAND POCKET ,1,BLACK,BLACK,BLACK,
42,GROSGRAIN,XXX,POWDER SKIRT - SIDE TABS JACKET TO PANT CONNECTION ,1,BLACK,BLACK,BLACK,
43,"GROSGRAIN 3/4"" X  3 1/2"" FLAT WEBBING (FINISHED LENGTH)",,POWDER SKIRT - SIDE TABS JACKET TO PANT CONNECTION ,2,BLACK,BLACK,BLACK,
44,"SHELL FABRIC TAB  1"" X 1"" WRAP AROUND ",,JACKET TO PANT CONNECTION CENTER BACK ON TAB,1,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
45,"SHELL FABRIC TAB  1"" X 1"" WRAP AROUND ",,JACKET TO PANT CONNECTION CENTER BACK UNDER SNAP ON GRIPPER ELASTIC,1,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
46,"SHELL FABRIC TAB 3/4"" X  1"" ",,JACKET TO PANT CONNECTION AT SIDE TABS UNDER SNAPS,1 PER SIDE = 2,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
47,"ELASTIC 1"" X 4""",,POWDER SKIRT MIDDLE TAB - JACKET TO PANT CONNECTION ,1,BLACK,BLACK,BLACK,
48,"ELASTIC 1/4"" ",,CABLE GUIDE,1,BLACK,BLACK,BLACK,
49,ELASTINE BINDING,XXX,GOGGLE POCKET BINDING,1,BLACK,BLACK,BLACK,
50,GRIPPER ELASTIC 25mm NON LOGO,MTT0022,POWDER SKIRT HEM,1,BLACK,BLACK,BLACK,
54," 1/2"" X 1 1/2"" VELCRO WITH ROUNDED CORNERS",PAIHO / Loop#1057 / HookETN7,CHIN,1,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
55," 1/2"" X 3 VELCRO WITH ROUNDED CORNERS",PAIHO / Loop#1057 / HookETN7,CENTER FRONT PLACKET,4,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
56,"1"" X 3 3/4"" VELCRO WITH ROUNDED CORNERS",PAIHO / Loop#1057,CUFF ON BODY,1 PER SIDE = 2,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
57,"1"" X 2 1/2"" VELCRO WITH ROUNDED CORNERS",PAIHO / HookETN7,CUFF ON TAB,1 PER SIDE = 2,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
61,TOPSTITCH,8-10 SPI,30/2,,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
62,BARTACKS,,100/2,,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
63,SLEEVE GAITER COVER STITCH,MUST BE STRETCH THREAD,,,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
66,10K/10K CRITICALLY TAPED,SOLUNA/ MAIN LABEL,CENTER BACK BELOW NECK SEAM,1,10K/10K CRITICALLY TAPED,10K/10K CRITICALLY TAPED,10K/10K CRITICALLY TAPED,
70,MENS JACKET HANG TAG,SOLUNA/ MENS JACKET HANG TAG,LEFT SIDE HAND POCKET ZIPPER,1,MENS JACKET HANG TAG,MENS JACKET HANG TAG,MENS JACKET HANG TAG,
74,ADDRESS LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,ADDRESS LABEL,ADDRESS LABEL,ADDRESS LABEL,
75,CONTENT LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,CONTENT LABEL,CONTENT LABEL,CONTENT LABEL,
76,WASHING LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,WASHING LABEL,WASHING LABEL,WASHING LABEL,
