MATERIAL_ID,0,1,2,3,4
10,,"Solis / SOTE108-B4
100% poly, 248gsm, windstop,
C6 80/20 dwr, 4way stretch",S,100% POLYESTER,COLOR
14,NON INSULATED,,,,
17,NON TAPED,,,,
20,BRUSHED TECH MESH,SUPPLIER / REF CODE,CHIN FACING,100% POLYESTER,COLOR
21,SHELL FABRIC,SUPPLIER / REF CODE,HAND POCKET BAGS,,COLOR
22,SOLID 210T,SOLIS / SONP006-1,MEDIA POCKET,100% NYLON,COLOR
23,LYCRA,SUPPLIER / REF CODE,SLEEVE GAITERS,,COLOR
