MATERIAL_ID,0,1,2,3,4,5,6,7
46,25MM GRIPPER ELASTIC,MTT0022,POWDER SKIRT,1,BLACK,BLACK,BLACK,BLACK
47,ELASTINE BINDING,SOLUNA,GOGGLE POCKET BINDING,1,BLACK,BLACK,BLACK,BLACK
52,"1/2"" X 1 1/2"" VELCRO WITH ROUNDED CORNERS",XXX,CHIN,1,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL
53,"1/2"" X 3 VELCRO WITH ROUNDED CORNERS",XXX,CENTER FRONT PLACKET,4,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL
54,"3/4"" X 3 3/4"" VELCRO WITH ROUNDED CORNERS",XXX,CUFF ON BODY,1 PER SIDE = 2,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL
55,"3/4"" X 2 1/2"" VELCRO WITH ROUNDED CORNERS",XXX,CUFF ON TAB,1 PER SIDE = 2,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL
58,SEAMS,10-12 SPI,30/2,,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL
59,DENIM (HEAVY) WEIGHT TOPSTITCH THREAD - CAN YOU SUGGEST THICKNESS,8-10 SPI,30/2,,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL
60,BARTACKS,,100/2,,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL
63,10K/10K CRITICALLY TAPED,SOLUNA/ MAIN LABEL,CENTER BACK BELOW NECK SEAM,1,10K/10K CRITICALLY TAPED,10K/10K CRITICALLY TAPED,10K/10K CRITICALLY TAPED,10K/10K CRITICALLY TAPED
71,ADDRESS LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,ADDRESS LABEL,ADDRESS LABEL,ADDRESS LABEL,ADDRESS LABEL
72,CONTENT LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,CONTENT LABEL,CONTENT LABEL,CONTENT LABEL,CONTENT LABEL
73,WASHING LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,WASHING LABEL,WASHING LABEL,WASHING LABEL,WASHING LABEL
