MATERIAL_ID,0,1,2,3,4,5,6,7
6,INSULATION:,,NON INSULATED,,,TARGET FOB:,,
10,"20K/20K 3Layer
printable tricot on inside
",LUCKY / 20K/20K LTC32509-R5-H474 3L /  C6 DWR 80/10,A,100% POLYESTER,BLACK,SILT,WALNUT,DUSTY GREEN
13,NON INSULATED,,,,,,,
19,,3 LAYER NOT LINED,CHEST POCKET BAGS,,,,,
20,SOLID COATED 210T,SOLIS / SONP006-PU03,POWDER SKIRT,100% POLYESTER,BLACK,BLACK,BLACK,BLACK
21,BRUSHED TRICOT,3 LAYER NOT LINED, HAND POCKET BAGS,,,,,
22,BRUSHED TRICOT,SUPPLIER / REF CODE,CHIN GUARD,100% POLYESTER,BLACK,BLACK,BLACK,BLACK
23,"20K/20K 3Layer
printabel at inside, waiting for price with print

",LUCKY / LTC32509-R5-H474 3L ,MEDIA POCKET,,BLACK,SILT,WALNUT,DUSTY GREEN
24,POWER STRETCH MESH ,SUPPLIER / REF CODE,"UNDERARM VENTS, BREATHING VENTS",100% POLYESTER,BLACK,BLACK,BLACK,BLACK
25,POWER STRETCH MESH ,SUPPLIER / REF CODE,GOGGLE POCKET,100% POLYESTER,BLACK,BLACK,BLACK,BLACK
26,STRETCH LYCRA,SUPPLIER / REF CODE,SLEEVE GAITERS,CONTENT,BLACK,BLACK,BLACK,BLACK
