,MATERIAL_ID,CATEGORY,0,1,2,3,4,5,7
0,6,insulation,,INSULATION: ,,"40g ""CS"" POLYFILL ALL OVER",,TARGET FOB: ,37.0
1,11,fabric,A,BROKEN TWILL 5K/5K HYDROPHILIC COATING C6 DWR 80/10,SOLIS WL248,,,,
2,15,interfacing,"40G ""CS"" POLYFILL ALL OVER",,POLYFILL,,"40G ""CS"" POLYFILL ALL OVER",,
3,21,fabric,"CHIN, HOOD,  SLEEVES, BODY, POCKET BAGS",SOLID 210D,SOLIS / REF NUMBER,,,,
4,22,fabric,LOWER BODY & POWDER SKIRT ,SOLID COATED 210D,SOLIS / REF NUMBER,,,,
5,23,fabric,GOGGLE POCKET,REGULAR MESH,SOLIS / REF NUMBER,,,,
6,24,fabric,SLEEVE GAITER,STRETCH LYCRA,SOLIS / REF NUMBER,,,,
