,MATERIAL_ID,CATEGORY,0,1,2,3,4,5,7
0,6,insulation,,INSULATION: ,,"40G ""CS"" POLYFILL",,TARGET FOB: ,36.0
1,11,fabric,SHELL,COTTON TOUCH SONP020-CC01-M $3.95,,,SOIL,BLACK,
2,14,insulation,"40G ""CS"" POLYFILL BODY AND SLEEVES",,,,"40G ""CS"" POLYFILL BODY AND SLEEVES","40G ""CS"" POLYFILL BODY AND SLEEVES",
3,15,insulation,LIGHTLY INSULATE COLLAR,,,,LIGHTLY INSULATE COLLAR,LIGHTLY INSULATE COLLAR,
4,21,fabric,BODY,SOTY003 WITH BRUSH DWR ,,,SOIL / BLACK,SOIL / BLACK,
5,22,fabric,SLEEVES & HAND POCKET BAGS,SOLID 210T,SOLIS / REF NUMBER,,BLACK,BLACK,
