,MATERIAL_ID,CATEGORY,0,5,8,16,27,28,30,34,37
0,10,fabric,SHELL FABRICS,,,,,,,,
1,11,fabric,SCK-2265 ICE CAFÃ,SINGTEX,"shell fabric on full body, legs and gusset",,1.0,,TBA,black,ebony
2,14,interfacing,tonal flatlock stitching,NS THREAD,NS THREAD  ,"rise, gusset, inseam, rolled hem",,,,black,ebony
3,17,other,five12-elastic-01,PLEASE SOURCE    ,"logo elastic 1.5""",waistband,,,TBA,EBONY,ocean
4,19,other,ART,,,,,,,,
5,20,other,HT - 14,,Reflective logo heat transfer,"6"" up from bottom on back calf",,,,reflective grey,reflective grey
6,23,label,FIVE12-W-INT-HT-L,TBA,main interior heat transfer label,interior cb waistband   ,,1.0,TBA,x,x
7,24,label,TBA,PLEASE SOURCE,perforated care content label ,left waistband seam  ,,1.0,TBA,white,white
