,MATERIAL_ID,CATEGORY,0,1,2,3,4,5,7
0,4,other,WATERPROOF/BREATHABILITY:,,DWR,,,BLOCK:,NEW
1,6,insulation,INSULATION:,,100G PINNECO MANTLE ALL OVER,,,TARGET FOB:,
2,10,fabric,MICRO RIPSTOP,SOLIS / SOTL120 MICRO RIPSTOP C6 DWR,A,,GUNMETAL,BLACK,
3,13,insulation,POLYFILL INSULATION ,PINNECO MANTLE 100G,ALL OVER,100% POLYESTER,PINNECO MANTLE 100G,PINNECO MANTLE 100G,
4,19,fabric,SOLID 210T ,SOLIS / SONP006-1,MAIN BODY,100% NYLON,BOMBAY 18-1250 TCX ,OXBLOOD 19-1725 TCX ,
5,20,fabric,SOLID 210T ,SOLIS / SONP006-1,SLEEVES,100% NYLON,BOMBAY 18-1250 TCX ,OXBLOOD 19-1725 TCX ,
6,21,fabric,SOLID 210T ,SOLIS / SONP006-1,CHEST POCKET BAG,100% NYLON,BOMBAY 18-1250 TCX ,OXBLOOD 19-1725 TCX ,
7,22,fabric,SOLID 210T ,SOLIS / SONP006-1,HAND POCKET BAGS,100% POLYESTER,BOMBAY 18-1250 TCX ,OXBLOOD 19-1725 TCX ,
8,23,fabric,SOLID 210T ,SOLIS / SONP006-1,CHIN GUARD LINING,100% POLYESTER,BOMBAY 18-1250 TCX ,OXBLOOD 19-1725 TCX ,
