,MATERIAL_ID,CATEGORY,0,1,2,3,4,5,7
0,6,insulation,,INSULATION: ,,"60G ""CS"" POLYFILL ALL OVER",,TARGET FOB: ,50.0
1,15,interfacing,"60G ""CS"" POLYFILL ALL OVER",,POLYFILL,,"60G ""CS"" POLYFILL ALL OVER",,
2,21,fabric,"HOOD,  SLEEVES, WAIST AND TOP ENTRY POCKET BAG",SOLID 210D,SOLIS / REF NUMBER,,,,
3,22,fabric,FRONT AND BACK PANELS,PRINTED 210T,SOLIS / REF NUMBER,,,,
4,23,fabric,LOWER BODY & POWDER SKIRT ,SOLID COATED 210D,SOLIS / REF NUMBER,,,,
5,24,fabric,CHIN,BRUSHED TRICOT,SOLIS / REF NUMBER,,,,
6,25,fabric,GOGGLE POCKET & UNDERAM VENTS,REGULAR MESH,SOLIS / REF NUMBER,,,,
7,26,fabric,SLEEVE GAITER,STRETCH LYCRA,SOLIS / REF NUMBER,,,,
