,Style,amount,colorway/10,colorway/4,colorway/5,colorway/6,colorway/7,colorway/8,colorway/9,content,description,item,location,ref
5,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,l1 branded trims,item,,slider ref number
6,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,7,,matte black,none,none,none,none,none,,"bib chest pocket, shoulders, side entry",17mm donut post shank,,l1-2016-trim-005
7,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,3,,matte black,none,none,none,none,none,,"top edge of left hand hand pocket, both edges of right hand pocket",10mm denim rivet ,,14-l1sp-089
8,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,2,,matte black,none,none,none,none,none,,"bottom left hand pocket,  top left back pocket","10mm 
square rivet ",,l1-2016-trim-004
9,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,dtm shell,none,none,none,none,none,,front left hem,l1 embroidery large,,factory sorced // l1-2016-trim-027
10,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,snaps,item,,supplier/ ref number
11,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1 per side = 2,,psudo anti silver/ black cap,none,none,none,none,none,,"""finger snap hem adjust"" back leg hem",24l metal snap,,none
12,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,other trims,item,,slider ref number
13,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1 per side = 2 sets,,matte black,none,none,none,none,none,,strap adjusts,metal strap adjust ,,please sorce as sample / ref number
14,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,black,none,none,none,none,none,,right hand pocket,key clip,,j&k // hk-001
15,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,front of leg gaiter,metal boot hook,,supplier / ref number
16,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,webbing & elastic,item,,supplier/ ref number
17,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,black,none,none,none,none,none,,keyclip loop right hand pocket,"1/4"" flat x 1 3/4"" loop",,none
18,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,boot hook reinforcement,"1"" tab",,none
19,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,"""finger snap hem adjust"" reinforcement","1"" tab",,none
20,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,velcro,item,,supplier/ ref number
21,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,dtm,none,none,none,none,none,,lining chest pocket,"1/2"" x 2 1/2""",,none
22,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,thread,spi,,supplier/ ref number
23,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,regular thread,,matching,we have had ripping problems in the past,none,none,none,none,,"shell seams 1/4"" allowance ",12 spi (special allowance to avoid seam slip on shell  fabric),,# 604 tseu
24,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,seams,8-10 spi,,# 604 tseu
25,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,heavy weight topstitch thread,,matching,none,none,none,none,none,,denim weight topstitch,8-10 spi,,#606 tseu
26,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,bartacks,none,,# 604 tseu
27,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,l1 marketing,item,,supplier/ ref number
28,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,l1 pant hang tag,none,none,none,none,none,,front left belt loop,l1 pant hang tag,,supplier //
29,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,denim warning hang tag,none,none,none,none,none,,front left belt loop behind main hang tag,denim warning hang tag,,supplier // 
30,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,l1 pant fit hang tag  // slim fit,none,none,none,none,none,,front left belt loop behind denim dye warning hang tag,l1 pant fit hang tag ,,supplier // slim fit
31,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,l1 wmns pant size label,none,none,none,none,none,,center back waist band facing,l1 wmns pant size label,,l1 wmns pant size label
32,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,slim fit // 10k/10k // critically taped,none,none,none,none,none,,lining front right,l1 wmns main label,,slim fit // 10k/10k // critically taped
33,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,lining left side seam,address label,,sew as loop
34,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,content label,none,none,none,none,none,,lining left side seam,content label,,sew as loop
35,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,lining left side seam,address label,,sew as loop
36,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv.csv,1,,clear zip tie,none,none,none,none,none,,front left belt loop to attach hang tags,clear zip tie,,supplier //
0,L1-105-17_LAWTON_TRIMS.csv.csv,1,,pseudo anti silver slider  and dtm teeth / dtm tape,none,none,,,,,center front,#5 vislon,,ykk za snap on // 1-way seperating auto lock 
1,L1-105-17_LAWTON_TRIMS.csv.csv,1 per side = 2,,pseudo anti silver slider  and dtm teeth / dtm tape,none,none,,,,,underarms,#5 coil,,dadhr diecast wire (non ykk) auto lock (zip up to close) 
2,L1-105-17_LAWTON_TRIMS.csv.csv,1 per side = 2,,pseudo anti silver slider  and dtm teeth / dtm tape,none,none,,,,, hand pockets,#5 coil,,dadhr diecast wire (non ykk) auto lock 
3,L1-105-17_LAWTON_TRIMS.csv.csv,amount,,colorway 1 ,colorway 2,colorway 3,,,,,zipper pulls,item,,supplier/ ref number
4,L1-105-17_LAWTON_TRIMS.csv.csv,1,,pseudo anti silver ,none,none,,,,,center front,l1 snap on metal zipper pull,,luks / l1-2016-trim-009 
5,L1-105-17_LAWTON_TRIMS.csv.csv,1 per side = 2,,shell fabric matching,none,none,,,,,underarms, self fabric pull,,factory made // 11nt-045 
6,L1-105-17_LAWTON_TRIMS.csv.csv,1 per side = 2,,brown,none,none,,,,, hand pockets,special pull,,factory made ??
7,L1-105-17_LAWTON_TRIMS.csv.csv,amount,,colorway 1 ,colorway 2,colorway 3,,,,,l1 branded trims,item,,supplier/ ref number
8,L1-105-17_LAWTON_TRIMS.csv.csv,1,,dtm,none,none,,,,,front left sleeve,l1 small embroidery,,soluna / l1-2016-026
9,L1-105-17_LAWTON_TRIMS.csv.csv,1,,dtm,none,none,,,,,back right ,l1 large embroidery,,soluna / l1-2016-027
10,L1-105-17_LAWTON_TRIMS.csv.csv,4,,pseudo anti silver/ brown,none,none,,,,,front placket and pocket flap,l1 snap,,luks / l1-2016-trim-002
11,L1-105-17_LAWTON_TRIMS.csv.csv,1,,tbd,none,none,,,,,right hand pocket,l1 new patch,,luks / new trim 
12,L1-105-17_LAWTON_TRIMS.csv.csv,amount,,colorway 1 ,colorway 2,colorway 3,,,,,snaps,item,,supplier/ ref number
13,L1-105-17_LAWTON_TRIMS.csv.csv,"4 male, 2 female",,black,none,none,,,,,cf powder skirt closure,14 mm plastic snap,,duraflex / 1414
14,L1-105-17_LAWTON_TRIMS.csv.csv,3 sets,,black,none,none,,,,,pow skirt: jacket to pant connection on powderskirt hem,14 mm plastic snap,,duraflex / 1414
15,L1-105-17_LAWTON_TRIMS.csv.csv,"1 male, 1 female",,black,none,none,,,,,"""snap away powder skirt"" snap powder skirt to front facing when not in use",14 mm plastic snap,,duraflex / 1414
16,L1-105-17_LAWTON_TRIMS.csv.csv,amount,,colorway 1 ,colorway 2,colorway 3,,,,,cord locks,item,,supplier/ ref number
17,L1-105-17_LAWTON_TRIMS.csv.csv,1 per side = 2,,tbd,none,none,,,,,front hood cord locks,cord lock,,knk / sp-204
18,L1-105-17_LAWTON_TRIMS.csv.csv,1 per side = 2,,tbd,none,none,,,,,front hood shockcord tips,shockcord tip,,please sorce
19,L1-105-17_LAWTON_TRIMS.csv.csv,1 per side = 2,,tbd,none,none,,,,,hem cord locks,cord lock,,knk / sp-177
20,L1-105-17_LAWTON_TRIMS.csv.csv,1 per side = 2,,tbd,none,none,,,,,hem cord pull,cord tip,,knk / cs-074
21,L1-105-17_LAWTON_TRIMS.csv.csv,amount,,colorway 1 ,colorway 2,colorway 3,,,,,grommets,item,,supplier/ ref number
22,L1-105-17_LAWTON_TRIMS.csv.csv,2 per side = 4,,pseudo anti silver ,none,none,,,,,front hood adjust cord exit,grommet  8mm diameter,,please sorce
23,L1-105-17_LAWTON_TRIMS.csv.csv,2 per side = 4,,pseudo anti silver ,none,none,,,,,hem adjust cord exit,grommet  8mm diameter,,please sorce
24,L1-105-17_LAWTON_TRIMS.csv.csv,1 per side = 2,,pseudo anti silver ,none,none,,,,,hem adjust cord exit in lining pocket,grommet  8mm diameter,,please sorce
25,L1-105-17_LAWTON_TRIMS.csv.csv,amount,,colorway 1 ,colorway 2,colorway 3,,,,,shockcord,item,,supplier/ ref number
26,L1-105-17_LAWTON_TRIMS.csv.csv,none,,none,none,none,,,,,hood & hem,3mm stretch shockcord,,suppler / ref nuber
27,L1-105-17_LAWTON_TRIMS.csv.csv,amount,,colorway 1 ,colorway 2,colorway 3,,,,,webbing ,item,,supplier/ ref number
28,L1-105-17_LAWTON_TRIMS.csv.csv,1,,black,none,none,,,,,keyclip loop right hand pocket,"1/4"" flat x 1 3/4"" loop",,suppler / ref nuber
29,L1-105-17_LAWTON_TRIMS.csv.csv,5,,black,none,none,,,,,hem & hood cord lock tie downs,"1/4"" flat webbing loop",,suppler / ref nuber
30,L1-105-17_LAWTON_TRIMS.csv.csv,1,,black,none,none,,,,,right hand pocket,plastic keyclip ,,suppler / ref nuber
31,L1-105-17_LAWTON_TRIMS.csv.csv,1,,black,none,none,,,,,inner pocket tab,"3/4""",,suppler / ref nuber
32,L1-105-17_LAWTON_TRIMS.csv.csv,tab behind each snap = 2,,black,none,none,,,,,jacket to pant connection center back ,"3/4"" x 1"" finished ",,suppler / ref nuber
33,L1-105-17_LAWTON_TRIMS.csv.csv,1,,black,none,none,,,,,jacket to pant connection at side tabs,"3/4"" x 3 1/4"" flat webbing",,suppler / ref nuber
34,L1-105-17_LAWTON_TRIMS.csv.csv,amount,,colorway 1 ,colorway 2,colorway 3,,,,,elastic,item,,supplier/ ref number
35,L1-105-17_LAWTON_TRIMS.csv.csv,1,,stock,none,none,,,,,powder skirt gripper elastic,25mm,,suppler / ref nuber
36,L1-105-17_LAWTON_TRIMS.csv.csv,1,,black,none,none,,,,,goggle pocket,elastine binding,,suppler / ref nuber
37,L1-105-17_LAWTON_TRIMS.csv.csv,1,,black,none,none,,,,,lining media pocket cable guide,"1/4"" flat elastic",,suppler / ref nuber
38,L1-105-17_LAWTON_TRIMS.csv.csv,1,,black,none,none,,,,,encased in back of sleeve hem,none,,suppler / ref nuber
39,L1-105-17_LAWTON_TRIMS.csv.csv,1,,black,none,none,,,,,jacket to pant connection center back tab,"flat elastic tape 3/4"" x 4 1/4""",,suppler / ref nuber
40,L1-105-17_LAWTON_TRIMS.csv.csv,amount,,colorway 1 ,colorway 2,colorway 3,,,,,velcro,item,,supplier/ ref number
41,L1-105-17_LAWTON_TRIMS.csv.csv,1 loop tab,,matching,none,none,,,,,cuff ,2.5cm x 9cm,,paiho / loop#1057
42,L1-105-17_LAWTON_TRIMS.csv.csv,1 hook tab,,matching,none,none,,,,,cuff tab,2.5cm x 6.5cm,,paiho / hooketn7
43,L1-105-17_LAWTON_TRIMS.csv.csv,4 sets,,matching,none,none,,,,,cf placket,1.3 cm x 7.5cm,,paiho / hooketn7 / loop#1057
44,L1-105-17_LAWTON_TRIMS.csv.csv,1 set,,matching,none,none,,,,,media pocket,none,,paiho / hooketn7 / loop#1057
45,L1-105-17_LAWTON_TRIMS.csv.csv,amount,,colorway 1 ,colorway 2,colorway 3,,,,,thread,spi,,ref number
46,L1-105-17_LAWTON_TRIMS.csv.csv,none,,matching,none,none,,,,,seams,none,,#604
47,L1-105-17_LAWTON_TRIMS.csv.csv,none,,matching,none,none,,,,,topstitch,none,,none
48,L1-105-17_LAWTON_TRIMS.csv.csv,none,,matching,none,none,,,,,bartacks,none,,none
49,L1-105-17_LAWTON_TRIMS.csv.csv,none,,matching,none,none,,,,,sleeve gaiter cover stitch,none,,none
50,L1-105-17_LAWTON_TRIMS.csv.csv,amount,,colorway 1 ,colorway 2,colorway 3,,,,,marketing,description,,ref number
51,L1-105-17_LAWTON_TRIMS.csv.csv,1,,l1 hang tag,none,none,,,,,left hand pocket zipper head,l1 hang tag,,none
52,L1-105-17_LAWTON_TRIMS.csv.csv,1,,none,none,none,,,,,lining cb facing,wp breath / size label / rn ca / made in ___,,none
53,L1-105-17_LAWTON_TRIMS.csv.csv,1,,address label,none,none,,,,,lining left side seam,address label,,sew as loop
54,L1-105-17_LAWTON_TRIMS.csv.csv,1,,content label,none,none,,,,,lining left side seam,content label,,sew as loop
55,L1-105-17_LAWTON_TRIMS.csv.csv,1,,washing label,none,none,,,,,lining left side seam,washing label,,sew as loop
56,L1-105-17_LAWTON_TRIMS.csv.csv,1,,clear zip tie,none,none,,,,,front left belt loop to attach hang tags,clear zip tie,,supplier // 
0,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,black,gunmetal,ink,rust,soil,,100% polyester,calvary stretch twill,,a,raco / calvary stretch twill 950703-b / 10k/10k / c6 + dwr
1,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,black  faux leather,black  faux leather,black  faux leather,black  faux leather,black  faux leather,,none,leather,,back right belt loop,suppler? can you source same quality as other faux  leather trims
2,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,black,gunmetal,ink,rust,soil,,content,insulation,,location ,supplier/ reference number
3,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,none,none,none,none,none,,none,non insulated,,none,none
4,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,black,gunmetal,ink,rust,soil,,content,seam tape,,location ,supplier/ reference number
5,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,critically taped,critically taped,critically taped,critically taped,critically taped,,none,seam tape,,critically taped,tsgs
6,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,black,gunmetal,ink,rust,soil,,content,lining,,location ,supplier/ reference number
7,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,black,black,black,black,black,,100% polyester,regular mesh,,main body,1606b02 (als-16038)
8,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,black,black,black,black,black,,100% nylon,solid 210t ,,secondary pocket bags,solis / sonp006-1
9,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,black,black,black,black,black,,100% nylon,solid coated 210t,,lower leg ,solis / sonp006-pu03
10,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,black,black,black,black,black,,100% polyester,brushed tricot,,"waistband, fly, hand pocket bags",supplier / ref code
11,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,black,gunmetal,ink,rust,soil,,content,lower leg lining print (see pdf),,location ,supplier/ reference number
12,L1-208-18_SKINNY_TWILL_04-04-17_SHELL.csv.csv,,,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,pantone 18-0403 tcx gunmetal,pantone 18-0950 tcx harvest screen print,,none,on coated 210t,,lower leg front and back,please source 
0,L1-202-17_OVERALL_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,fly ,#5 coil ,,ykk dalh // 1-way locking
1,L1-202-17_OVERALL_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,hand pockets,#5 coil ,,non ykk dadhr diecast wire // 1-way locking
2,L1-202-17_OVERALL_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,back right pocket,#5 coil ,,non ykk dadr4 l-type drop// 1-way locking
3,L1-202-17_OVERALL_TRIMS.csv.csv,1,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,"""balls out"" venting",#5 coil,,"non ykk dadhr diecast wire // 2 sliders on closed ends tape, zip down each side to close (locking)"
4,L1-202-17_OVERALL_TRIMS.csv.csv,1 per side = 2,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,hem,#5 coil,,non ykk dadhr diecast wire // 1-way locking
5,L1-202-17_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,zipper pulls,item,,supplier/ ref number
6,L1-202-17_OVERALL_TRIMS.csv.csv,1 per side = 2,,shell fabric matching,none,none,none,none,none,,hand pockets, self fabric pull,,factory made // 11nt-045 
7,L1-202-17_OVERALL_TRIMS.csv.csv,1 per side = 2,,shell fabric matching,none,none,none,none,none,,"""balls out"" venting", self fabric pull,,factory made // 11nt-045 
8,L1-202-17_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,l1 branded trims,item,,supplier/ ref number
9,L1-202-17_OVERALL_TRIMS.csv.csv,2,,matte black,none,none,none,none,none,,"bib chest pocket, right leg pocket",l1 17mm metal snap ,,supplier / l1-2016-trim-003
10,L1-202-17_OVERALL_TRIMS.csv.csv,6,,matte black,none,none,none,none,none,,"shoulders, side entry",17mm donut post shank,,l1-2016-trim-005
11,L1-202-17_OVERALL_TRIMS.csv.csv,8,,matte black,none,none,none,none,none,,"chest, hand & back pocket edges",10mm denim rivet ,,14-l1sp-089
12,L1-202-17_OVERALL_TRIMS.csv.csv,1,,black,none,none,none,none,none,,back right waist band,"l1  patch 
with deboss 2",,l1-2017-trim-104
13,L1-202-17_OVERALL_TRIMS.csv.csv,1,,dtm shell,none,none,none,none,none,,front left hem,l1 embroidery large,,factory sorced // l1-2016-trim-027
14,L1-202-17_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,snaps,item,,supplier/ ref number
15,L1-202-17_OVERALL_TRIMS.csv.csv,1 per side = 2,,psudo anti silver/ black cap,none,none,none,none,none,,"""finger snap hem adjust"" back leg hem",24l metal snap,,none
16,L1-202-17_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,other trims,item,,supplier/ ref number
17,L1-202-17_OVERALL_TRIMS.csv.csv,1 per side = 2 sets,,matte black,none,none,none,none,none,,strap adjusts,metal strap adjust ,,please sorce as sample / ref number
18,L1-202-17_OVERALL_TRIMS.csv.csv,1,,black,none,none,none,none,none,,right hand pocket,key clip,,j&k // hk-001
19,L1-202-17_OVERALL_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,front of leg gaiter,metal boot hook,,supplier / ref number
20,L1-202-17_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,webbing & elastic,item,,supplier/ ref number
21,L1-202-17_OVERALL_TRIMS.csv.csv,1,,black,none,none,none,none,none,,keyclip loop right hand pocket,"1/4"" flat x 1 3/4"" loop",,none
22,L1-202-17_OVERALL_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,boot hook reinforcement,"1"" tab",,none
23,L1-202-17_OVERALL_TRIMS.csv.csv,1 per side = 2,,black,none,none,none,none,none,,"""finger snap hem adjust"" reinforcement","1"" tab",,none
24,L1-202-17_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,velcro,item,,supplier/ ref number
25,L1-202-17_OVERALL_TRIMS.csv.csv,2,,dtm,none,none,none,none,none,,chest pockets,"1/2"" x 3"" ",,none
26,L1-202-17_OVERALL_TRIMS.csv.csv,1,,dtm,none,none,none,none,none,,back left pocket,"1/2"" x 5"" ",,none
27,L1-202-17_OVERALL_TRIMS.csv.csv,1,,dtm,none,none,none,none,none,,tool pocket top opening,"1/2"" x full length",,none
28,L1-202-17_OVERALL_TRIMS.csv.csv,1,,dtm,none,none,none,none,none,,tool pocket lower opening,"1/2"" x full length",,none
29,L1-202-17_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,thread,spi,,supplier/ ref number
30,L1-202-17_OVERALL_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,seams,8-10 spi,,# 604 tseu
31,L1-202-17_OVERALL_TRIMS.csv.csv,heavy weight topstitch thread,,matching,none,none,none,none,none,,heavy weight topstitch,8-10 spi,,#606 tseu
32,L1-202-17_OVERALL_TRIMS.csv.csv,regular thread,,matching,none,none,none,none,none,,bartacks,none,,# 604 tseu
33,L1-202-17_OVERALL_TRIMS.csv.csv,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,l1 marketing,item,,supplier/ ref number
34,L1-202-17_OVERALL_TRIMS.csv.csv,1,,l1 pant hang tag,none,none,none,none,none,,front left belt loop,l1 pant hang tag,,supplier // 
35,L1-202-17_OVERALL_TRIMS.csv.csv,1,,l1 pant fit hang tag  // regular fit,none,none,none,none,none,,front left belt loop behind pant hang tag,l1 pant fit hang tag ,,supplier // regular fit
36,L1-202-17_OVERALL_TRIMS.csv.csv,1,,l1 pant size label,none,none,none,none,none,,center back waist band facing,l1 pant size label,,l1 pant size label
37,L1-202-17_OVERALL_TRIMS.csv.csv,1,,regular fit // 10k/10k // critically taped ,none,none,none,none,none,,lining front right,l1 main label,,regular fit // 10k/10k // critically taped 
38,L1-202-17_OVERALL_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,lining left side seam,address label,,sew as loop
39,L1-202-17_OVERALL_TRIMS.csv.csv,1,,content label,none,none,none,none,none,,lining left side seam,content label,,sew as loop
40,L1-202-17_OVERALL_TRIMS.csv.csv,1,,address label,none,none,none,none,none,,lining left side seam,address label,,sew as loop
41,L1-202-17_OVERALL_TRIMS.csv.csv,1,,clear zip tie,none,none,none,none,none,,front left belt loop to attach hang tags,clear zip tie,,supplier // 
0,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,none,none,none,,,,100% poly,a,oxford no washout 5k/5k coating + c6 dwr 80/10 $4.00,,solis l2-584
1,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,none,none,none,,,,100% poly,b,broken twill 5k/5k hydrophilic coating c6 dwr 80/10,,solis wl248
2,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,colorway 1 ,colorway 2,colorway 3,,,,content,insulation,item,,supplier/ ref number
3,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,"40g ""cs"" polyfill hood and sleeves",none,none,,,,none,"40g ""cs"" polyfill hood and sleeves",none,,polyfill
4,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,"60g ""cs"" polyfill body",none,none,,,,none,"60g ""cs"" polyfill body",none,,polyfill
5,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,colorway 1 ,colorway 2,colorway 3,,,,content,seam tape,item,,supplier/ ref number
6,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,critically taped,none,none,,,,none,critically taped,width...seam tape,,sealon
7,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,colorway 1 ,colorway 2,colorway 3,,,,content,lining,item,,supplier/ ref number
8,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,none,none,none,,,,none,"hood,  sleeves, front panels, pocket bags",solid 210d,,solis / ref number
9,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,none,none,none,,,,none,back panel,printed 210t,,solis / ref number
10,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,none,none,none,,,,none,lower body & powder skirt ,solid coated 210d,,solis / ref number
11,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,none,none,none,,,,none,chin,brushed tricot,,solis / ref number
12,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,none,none,none,,,,none,goggle pocket & underam vents,regular mesh,,solis / ref number
13,L1-104-17_LEGACY_MARCH17_SHELL.csv.csv,,,none,none,none,,,,none,sleeve gaiter,stretch lycra,,solis / ref number
0,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,black,silt,walnut,dusty green,,,100% polyester,"20k/20k 3layer
printable tricot on inside
",,a,lucky / 20k/20k ltc32509-r5-h474 3l /  c6 dwr 80/10
1,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,black,silt,walnut,dusty green,,,content,insulation,,location ,supplier/ reference number
2,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,none,none,none,none,,,none,non insulated,,none,none
3,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,black,silt,walnut,dusty green,,,content,seam tape,,location ,supplier/ reference number
4,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,fully seam sealed,fully seam sealed,fully seam sealed,fully seam sealed,,,100% polyester,seam tape (possibly printed),,fully seam sealed,lucky / 15mm ltc32509-r5-h474 3l - seam tape 
5,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,black,silt,walnut,dusty green,,,content,lining,,location ,supplier/ reference number
6,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,none,none,none,none,,,none,none,,chest pocket bags,3 layer not lined
7,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,solid coated 210t,,powder skirt,solis / sonp006-pu03
8,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,none,none,none,none,,,none,brushed tricot,, hand pocket bags,3 layer not lined
9,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,brushed tricot,,chin guard,supplier / ref code
10,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,black,silt,walnut,dusty green,,,none,"20k/20k 3layer
printabel at inside, waiting for price with print

",,media pocket,lucky / ltc32509-r5-h474 3l 
11,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,power stretch mesh ,,"underarm vents, breathing vents",supplier / ref code
12,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,black,black,black,black,,,100% polyester,power stretch mesh ,,goggle pocket,supplier / ref code
13,L1-101-18_ALPHA_4-7-17_SHELL.csv.csv,,,black,black,black,black,,,content,stretch lycra,,sleeve gaiters,supplier / ref code
0,L1TA-108-18_STRANGELOVE FLANNEL_32917_TRIMS.csv.csv,amount,,silt / gunmetal,walnut / ink,,,,,,additional zipper pulls,,location,supplier/ reference number
