,0,1,2,3,4,5,6,7,8,9
0,nitro womens pant,none,none,none,none,none,none,sample size small / xs-l,none,none
1,season:,none,winter 2018/2019,none,none,contractor:,none,soluna,none,none
2,style number:,none,w18-202,none,none,date created:,none,2017-03-28 00:00:00,none,none
3,style name:,none,elbrus pant 2l,none,none,date revised:,none,none,none,none
4,waterproof/breathability:,none,15k/15k,none,none,block:,none,based on n17-203 cypress pant fit,none,none
5,seam sealing:,none,critically seam sealed,none,none,fit:,none,regular fit,none,none
6,insulation:,none,40g pinneco mantle upper body,none,none,target fob:,none,none,none,none
8,none,none,none,none,colorways,none,none,none,none,none
9,shell fabric ,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,none
10,none,"wide + / 
wnp122-bj4sr4  *2l",s,none,color,none,none,none,none,none
13,insulation,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
14,polyfill,"pinneco
mantle-b-040-152",upper body,100% polyester,40g,none,none,none,none,none
17,seam tape,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
18,critically seam sealed,tsgs,critically seam sealed,none,critically seam sealed,none,none,none,none,none
20,lining,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
21,solid 210t ,solis / sonp006-1,main body,100% nylon,color,none,none,none,none,none
22,solid 210t ,solis / sonp006-1,back pocket bag,100% nylon,color,none,none,none,none,none
23,solid coated 210t,solis / sonp006-pu03,lower leg facing & gaiter,100% nylon,color,none,none,none,none,none
24,brushed tricot,supplier / ref code,"waistband, fly, hand pocket bags",100% polyester,color,none,none,none,none,none
25,power stretch mesh,supplier / ref code,leg vents,100% polyester,color,none,none,none,none,none
