,0,1,2,3,4,5,6,7,8,9
0,nitro mens jacket,none,none,none,none,none,none,sample size large / xs-xxl,none,none
1,season:,none,winter 2018/2019,none,none,contractor:,none,soluna,none,none
2,style number:,none,n18-103,none,none,date created:,none,2017-03-21 00:00:00,none,none
3,style name:,none,jarvis,none,none,date revised:,none,none,none,none
4,waterproof/breathability:,none,10k/10k,none,none,block:,none,based on n17-105 shapers fit,none,none
5,seam sealing:,none,critically seam sealed,none,none,fit:,none,regular,none,none
6,insulation:,none,non insulated,none,none,target fob:,none,none,none,none
8,none,none,none,none,colorways,none,none,none,none,none
9,shell fabric ,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,none
10,none,lucky / ltl32523-r5-h473*2l,s,none,none,none,none,none,none,none
11,none,"hyperbola / sc390-7 *2l 
*(printable)",c1,none,none,none,none,none,none,none
14,insulation,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
15,non insulated,none,none,none,40g,none,none,none,none,none
17,seam tape,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
18,seam tape,tsgs ,critically taped,none,critically taped,none,none,none,none,none
20,lining,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
21,solid 210t ,solis / sonp006-1,hood,100% nylon,color,none,none,none,none,none
22,solid 210t ,solis / sonp006-1,main body,100% nylon,color,none,none,none,none,none
23,solid 210t ,solis / sonp006-1,sleeves,100% nylon,color,none,none,none,none,none
24,solid 210t ,solis / sonp006-1,secondary pocket bags,100% nylon,color,none,none,none,none,none
25,solid coated 210t,solis / sonp006-pu03,lower body & powder skirt,100% nylon,color,none,none,none,none,none
26,brushed tricot,supplier / ref code,hand pocket bags,100% polyester,color,none,none,none,none,none
27,brushed tricot,supplier / ref code,chin guard,100% polyester,color,none,none,none,none,none
28,brushed tech mesh,supplier / ref code,neck facing,100% polyester,color,none,none,none,none,none
29,power stretch mesh,supplier / ref code,underarm vents,100% polyester,color,none,none,none,none,none
30,power stretch mesh,supplier / ref code,goggle pocket,100% polyester,color,none,none,none,none,none
31,power stretch mesh,supplier / ref code,back vent,100% polyester,color,none,none,none,none,none
32,lycra,supplier / ref code,sleeve gaiters,content,color,none,none,none,none,none
