,0,1,2,3,4,5,6,7,8,9
0,nitro womens jacket,none,none,none,none,none,none,sample size small / xs-l,none,none
1,season:,none,winter 2018/2019,none,none,contractor:,none,soluna,none,none
2,style number:,none,n18-107,none,none,date created:,none,2017-03-16 00:00:00,none,none
3,style name:,none,crush packable,none,none,date revised:,none,none,none,none
4,waterproof/breathability:,none,10k/10k,none,none,block:,none,0,none,none
5,seam sealing:,none,fully seam sealed,none,none,fit:,none,none,none,none
6,insulation:,none,non insulated,none,none,target fob:,none,none,none,none
8,none,none,none,none,colorways,none,none,none,none,none
9,shell fabric ,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,none
10,none,solis / sohm023-c1-k 2.5l,s,none,color,none,none,none,none,none
12,insulation,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
13,non insulated,none,none,none,none,none,none,none,none,none
15,seam tape,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
16,fully seam sealed,tsgs,none,none,fully seam sealed,none,none,none,none,none
18,lining,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
19,brushed tech mesh,supplier / ref code,chin facing,100% polyester,color,none,none,none,none,none
20,solid 210t ,solis / sonp006-1,pocket bags (top hand),100% nylon,color,none,none,none,none,none
21,mesh,supplier / ref code,pocket bags (palm side),100% polyester,color,none,none,none,none,none
