WORD_ID,VOCAB_WORD,prob_ctg_1,prob_ctg_0,prob_in_all_doc
0,black,0.00089126559714795,0.02467395553239123,0.024861779492017243
1,pocket,0.00089126559714795,0.024283057533078262,0.024467716704679794
2,tape,0.00089126559714795,0.020930811054121604,0.021088329770846518
3,zipper,0.00089126559714795,0.02010163347982137,0.020252439009827688
4,color,0.00089126559714795,0.020705748569668683,0.020861445135712836
5,label,0.00089126559714795,0.019710735480508404,0.01985837622249024
6,side,0.00089126559714795,0.017993153362315065,0.01812688821752266
7,number,0.00089126559714795,0.017175821181933407,0.01730293875308981
8,shell,0.00089126559714795,0.016702005425190413,0.016825286889650477
9,seam,0.00089126559714795,0.011347887373994623,0.011427820832786024
10,slider,0.00089126559714795,0.011110979495623128,0.011188994901066358
11,per,0.00089126559714795,0.0112649696165646,0.01134423175668414
12,oxid,0.00089126559714795,0.01101621634427453,0.011093464528378491
13,refer,0.00089126559714795,0.010791153859821608,0.01086657989324481
14,fabric,0.00089126559714795,0.00997382167943995,0.01004263042881196
15,teeth,0.00089126559714795,0.009393397377429787,0.009457506896098778
16,ref,0.00089126559714795,0.00897880859027967,0.009039561515589363
17,tcx,0.00089126559714795,0.00852868362137383,0.008585792245321997
18,back,0.00089126559714795,0.008125940228142286,0.008179788161398565
19,coil,0.00089126559714795,0.0073441442295163525,0.007391662586723666
20,left,0.00089126559714795,0.007379680411272077,0.007427486476481616
21,x,0.00089126559714795,0.007427061986946376,0.007475251662825549
22,tag,0.00089126559714795,0.0072493810781677544,0.0072961322140358
23,loop,0.00089126559714795,0.007000627805877685,0.00704536498573015
24,front,0.00089126559714795,0.006692647563994741,0.006734891274494585
25,ykk,0.00089126559714795,0.006574193624808993,0.006615478308634752
26,hood,0.00089126559714795,0.006349131140356072,0.006388593673501069
27,lock,0.00089126559714795,0.006455739685623245,0.006496065342774918
28,locat,0.00089126559714795,0.006597884412646142,0.006639360901806718
29,silver,0.00089126559714795,0.005922696959287381,0.00595870699640567
30,pull,0.00089126559714795,0.00597007853496168,0.006006472182749603
31,leather,0.00089126559714795,0.005780552232264484,0.00581541143737387
32,hand,0.00089126559714795,0.005804243020101634,0.005839294030545837
33,snap,0.00089126559714795,0.005579180535648713,0.005612409395412154
34,right,0.00089126559714795,0.00574501605050876,0.00577958754761592
35,suppli,0.00089126559714795,0.005129055566742872,0.0051586401251447886
36,copper,0.00089126559714795,0.005863469989694507,0.005899000513475753
37,faux,0.00089126559714795,0.005413345020788667,0.0054452312432083875
38,adjust,0.00089126559714795,0.005401499626870091,0.005433289946622405
39,jacket,0.00089126559714795,0.005152746354580021,0.005182522718316755
40,hem,0.00089126559714795,0.0050461378093128485,0.005075051049042905
41,hang,0.00089126559714795,0.004832920718778503,0.004860107710495206
42,bodi,0.00089126559714795,0.005010601627557124,0.005039227159284955
