WORD_ID,VOCAB_WORD,prob_ctg_1,prob_ctg_0,prob_in_all_doc
0,black,0.09507381665060119,0.0010969889544560447,0.0272664340307701
1,pocket,0.000253665465983461,0.03646542593433197,0.027280561716796405
2,tape,0.055552737050377964,0.009021788470267817,0.02218046706130003
3,zipper,0.028664197656131093,0.018743380239067936,0.02195442408487914
4,label,0.012074476180812744,0.025835981237706158,0.022632553014141812
5,color,0.07457764699913753,0.0011348161597821154,0.02158710424819519
6,side,5.07330931966922e-05,0.02670600696020578,0.019934164983117415
7,shell,0.055096139211607734,0.003631411711302769,0.01802692736956614
8,slider,0.016538988382121658,0.008473293993039794,0.01090657361230804
9,oxid,0.040434275277763686,0.0006241488878801634,0.011697724029781162
10,per,0.004616711480898991,0.014412165229232865,0.012022660808386194
11,seam,0.003703515803358531,0.014336510818580723,0.011711851715807468
12,number,5.07330931966922e-05,0.014714782871841428,0.01097721204243957
13,teeth,0.035766830703668005,3.782720532607051e-05,0.009960018648545555
14,tcx,0.034701435746537466,5.6740807989105766e-05,0.00967746492801944
15,fabric,0.009943686266551672,0.008246330761083371,0.008900442196572624
16,ref,5.07330931966922e-05,0.012256014525646845,0.009140612859019822
17,coil,5.07330931966922e-05,0.01104554395521259,0.008236440953336253
18,back,0.0011668611435239206,0.01119685277651687,0.008660271534125425
19,left,0.0001014661863933844,0.011461643213799364,0.008561377731941286
20,x,0.008929024402617827,0.008908306854289606,0.00911235748696721
21,loop,0.0001014661863933844,0.01072401270994099,0.008010397976915362
22,front,5.07330931966922e-05,0.010421395067332426,0.0077702273144681635
23,tag,0.005580640251636142,0.008246330761083371,0.007685461198310328
24,ykk,0.010907615037288824,0.006279316084127705,0.007699588884336635
25,lock,5.07330931966922e-05,0.009683764563474051,0.007219247559442239
26,silver,0.024453350920805642,0.00011348161597821153,0.006866055408784595
27,hood,0.00030439855918015324,0.009059615675593886,0.006823672350705678
28,leather,0.016741920754908428,0.002818126796792253,0.006738906234547843
29,snap,5.07330931966922e-05,0.008662430019670146,0.006456352514021728
30,suppli,5.07330931966922e-05,0.008265244363746406,0.006159671107469308
31,copper,0.023134290497691643,0.00013239521864124679,0.006512863258126951
32,pull,0.0043630460149155295,0.006733242548040551,0.006216181851574531
33,faux,0.016386789102531583,0.00223180511423816,0.006202054165548225
34,hand,5.07330931966922e-05,0.007849145105159631,0.005848862014890581
35,adjust,5.07330931966922e-05,0.008076108337116054,0.00601839424720625
36,right,5.07330931966922e-05,0.007754577091844454,0.005778223584759053
37,hem,0.000253665465983461,0.007622181873203208,0.005735840526680135
38,nylon,5.07330931966922e-05,0.00737630503858375,0.005495669864232938
39,sourc,5.07330931966922e-05,0.007508700257224997,0.005594563666417077
40,anti,0.01978590634670996,3.782720532607051e-05,0.005509797550259243
41,hang,0.005377707878849373,0.00522015433499773,0.005368520689996186
42,cm,0.001775658261884227,0.006430624905431987,0.005269626887812046
43,print,0.007508497793110446,0.00410425177787865,0.005128350027548988
