WORD_ID,VOCAB_WORD,prob_ctg_1,prob_ctg_0,prob_in_all_doc
0,pocket,0.00804953560371517,0.025652431791221827,0.02584744188350693
1,zipper,0.0030959752321981426,0.02141409648082246,0.021500315816850996
2,label,0.0006191950464396285,0.02106810992487149,0.021103996631286922
3,seam,0.0006191950464396285,0.018683274021352312,0.018713696543353604
4,number,0.0006191950464396285,0.01773181099248715,0.01776005350309005
5,locat,0.0006191950464396285,0.017670027678924477,0.017698128630345665
6,refer,0.0006191950464396285,0.014383155397390273,0.014403725400344302
7,front,0.0030959752321981426,0.013752965599051009,0.01382163159654707
8,back,0.0037151702786377707,0.012455516014234875,0.01253359424346383
9,left,0.0006191950464396285,0.01230723606168446,0.012323049676132916
10,hood,0.018575851393188854,0.011726472914195334,0.012100120134253125
11,line,0.0006191950464396285,0.011775899565045473,0.01179049577053119
12,side,0.0018575851393188853,0.011244563068406484,0.011282711814027221
13,amount,0.0006191950464396285,0.009613483590351917,0.009623125224477664
14,fabric,0.002476780185758514,0.009094503756425464,0.009140111217071449
15,hand,0.002476780185758514,0.00894622380387505,0.00899149152248492
16,content,0.0006191950464396285,0.008810300514037169,0.008818101878800638
17,trim,0.0006191950464396285,0.008513740608936338,0.008520862489627584
18,coil,0.0006191950464396285,0.008291320680110716,0.008297932947747793
19,sleev,0.0018575851393188853,0.008118327402135231,0.008149313253161265
20,right,0.0006191950464396285,0.008254250691973112,0.00826077802410116
21,size,0.0006191950464396285,0.007932977461447213,0.007938768685830351
22,center,0.0006191950464396285,0.007784697508896797,0.007790148991243823
23,hem,0.0037151702786377707,0.007599347568208778,0.00766629924575505
24,slider,0.0006191950464396285,0.007562277580071174,0.007567219449364031
25,tape,0.0018575851393188853,0.007525207591933571,0.007554834474815154
26,shell,0.0043343653250774,0.007068011071569791,0.007146130314702203
27,insid,0.0006191950464396285,0.007018584420719652,0.00702228056921343
28,bodi,0.0006191950464396285,0.00709272439699486,0.007096590416506694
29,snap,0.0006191950464396285,0.006833234480031633,0.006836505950980271
30,hang,0.0006191950464396285,0.006820877817319098,0.0068241209764313936
31,cord,0.0006191950464396285,0.006660241202056149,0.006663116307295988
32,adjust,0.002476780185758514,0.006400751285092922,0.006440186765416197
33,tag,0.0006191950464396285,0.006388394622380387,0.0063906468672206874
34,main,0.0006191950464396285,0.006326611308817715,0.0063287219944763015
35,insul,0.0006191950464396285,0.006042408066429418,0.006043867579852123
36,metal,0.0006191950464396285,0.0059064847765915385,0.005907632859814473
37,ykk,0.0006191950464396285,0.005894128113879004,0.005895247885265595
38,style,0.0006191950464396285,0.005795274812178727,0.005796168088874577
39,suppli,0.0030959752321981426,0.00583234480031633,0.005882862910716718
40,bottom,0.0006191950464396285,0.005659351522340846,0.005659933368836927
41,x,0.0006191950464396285,0.005770561486753658,0.0057713981397768226
42,velcro,0.0006191950464396285,0.0055852115460656385,0.005585623521543663
43,loop,0.0018575851393188853,0.005449288256227758,0.005474158750603767
44,nylon,0.0006191950464396285,0.00556049822064057,0.0055608535724459085
45,date,0.0006191950464396285,0.005424574930802689,0.0054246188524082585
46,jacket,0.0006191950464396285,0.005276294978252273,0.0052759991578217305
47,elast,0.0006191950464396285,0.005325721629102412,0.00532553905601724
48,pull,0.0006191950464396285,0.005016805061289047,0.005015914692295308
49,polyest,0.002476780185758514,0.004670818505338078,0.004706290328573374
50,flap,0.03591331269349845,0.004065342032423883,0.004768215201317761
51,thread,0.0006191950464396285,0.0046213918544879395,0.004619595506731234
52,woven,0.001238390092879257,0.004497825227362594,0.0045081307357913375
53,skirt,0.013622291021671827,0.0042877619612495055,0.00454528565943797
54,inner,0.01609907120743034,0.00416419533412416,0.004470975812144706
55,cm,0.0006191950464396285,0.0042754052985369715,0.004272816219362669
56,seal,0.0006191950464396285,0.004349545274812179,0.004347126066655933
57,powder,0.013622291021671827,0.004040628706998814,0.0042975861684604235
58,bag,0.0006191950464396285,0.004102412020561487,0.004099426575678387
59,web,0.0006191950464396285,0.004225978647686833,0.00422327632116716
60,regular,0.0006191950464396285,0.004114768683274021,0.004111811550227264
61,jkt,0.0006191950464396285,0.004114768683274021,0.004111811550227264
62,sticker,0.0006191950464396285,0.004139482008699091,0.004136581499325019
63,cuff,0.006811145510835914,0.004065342032423883,0.004186121397520528
64,fit,0.0006191950464396285,0.003966488730723606,0.003963191855640737
65,sampl,0.0006191950464396285,0.0037440688018979835,0.003740262313760945
66,face,0.0037151702786377707,0.0035957888493475683,0.0036535674919188042
67,vent,0.0006191950464396285,0.0036575721629102413,0.0036535674919188042
68,zip,0.0006191950464396285,0.0036452155001977064,0.0036411825173699266
69,item,0.03591331269349845,0.0029408857255832344,0.0036411825173699266
70,print,0.0006191950464396285,0.0035587188612099642,0.003554487695527786
71,tab,0.0030959752321981426,0.0036205021747726376,0.0036659524664676814
72,leg,0.0006191950464396285,0.0034351522340846184,0.0034306379500390126
73,ref,0.0006191950464396285,0.003509292210359826,0.0035049477973322766
74,hangtag,0.0006191950464396285,0.003509292210359826,0.0035049477973322766
75,larg,0.0006191950464396285,0.003361012257809411,0.003356328102745749
76,chest,0.0006191950464396285,0.0031509489916963225,0.0031457835354148345
77,corner,0.0006191950464396285,0.003286872281534203,0.003282018255452485
78,men,0.0006191950464396285,0.0031756623171213917,0.0031705534845125893
79,puller,0.0006191950464396285,0.0031262356662712537,0.00312101358631708
80,brand,0.0006191950464396285,0.0030397390272835115,0.003034318764474939
81,close,0.0006191950464396285,0.003138592328983788,0.0031333985608659573
