,0,1,2,3,4,5,6,7,8,9
0,airblaster,none,none,none,none,style number: ab18mp2_054,none,none,none,none
1,none,none,none,none,none,designer: jg,none,none,none,none
2,none,none,none,none,none,season: winter 2017/18,none,none,none,none
3,none,none,insulation,none,none,collection: freedom series,none,none,none,none
4,style name: ,none,seams,critically seam sealed,none,vendor: soluna,none,none,none,none
5,cargo pant,none,mm rating,none,none,none,none,none,none,none
7,none,none,highlighted = changes,none,none,none,none,none,none,none
8,none,updated 6.27.16,none,none,none,color #1,color #2,color #3,color #4,none
9,none,material/trim,description,location,qty,black,khaki,kombu green,dark navy,none
10,none,none,none,none,fabrics & linings,none,none,none,none,ab18mp2_054
11,a,shell fabric,sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),"main body, back yoke, back pocket flaps",none,black,khaki,kombu green,dark navy,ab18mp2_054
12,b,shell fabric,sotp069-c1-h 100% polyester 15k/10k+2-layer +breathable coating+dwr (supplied by solis),cargo pockets,none,black,black,camel,oxblood,ab18mp2_054
13,c,lining,210t-e emb07 terry emboss taffeta 100% nylon (supplied by ecoya),inside lining,none,black,black,black,black,ab18mp2_054
14,d,lining, velvety tricot - soto048-1 (supplied by solis),"inside wiastband, inner front pockets, inside fly panel",none,black,black,black,black,ab18mp2_054
15,e,other ,100% poly mesh - sotc025-1 (supplied by solis),vents,none,black,black,black,black,ab18mp2_054
16,f,other,nylon/elastic lycra - sono029-1 (supplied by solis),inside lower leg gaiters,none,black,black,black,black,ab18mp2_054
17,none,none,none,none,none,none,none,none,none,ab18mp2_054
18,none,none,none,none,zippers,none,none,none,none,ab18mp2_054
19,aa,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh",fly,1,black,khaki 886,duffel 237,oxblood 097,ab18mp2_054
20,bb,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close down)",(2) hand pockets pockets ,2,black,khaki 886,duffel 237,oxblood 097,ab18mp2_054
21,cc,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1(zippers close from c.b. to side seam)",(1) back pockets ,1,black,khaki 886,duffel 237,oxblood 097,ab18mp2_054
22,dd,zipper,"ykk no.5 nylon coil zippers,hidden chain, auto-lock slider da8lh1 (zipper close down)", vents,2,black,khaki 886,duffel 237,oxblood 097,ab18mp2_054
23,ee,zipper pull,abzp_01 utility cord zipper pullers with tied end ,"(2) vents, (3) pockets,  ",5,black,black,black,black,ab18mp2_054
24,none,none,none,none,none,none,none,none,none,ab18mp2_054
25,none,none,none,none,trims,none,none,none,none,ab18mp2_054
26,ff,hardware,jean button17mm  (incl. washers),(1) fly opening,1,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,ab18mp2_054
27,gg,hardware,"snap buttons absnp_01 (sets), 17mm  (incl. washers)"," (4) pocket flaps, (2) bang snaps, (2) back pocket flaps",8,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,ab18mp2_054
28,hh,hardware,12mm metal eyelet  (incl. washers),(2)waistband (1) left belt loop,3,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,ab18mp2_054
29,ii,hardware,lace hooks,c.f. of lower leg gaiters at gripper elastic,2,black oxidized,black oxidized,black oxidized,black oxidized,ab18mp2_054
