,brand,style,description,ref,position,spec,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,qty,inner,outer,fabric,trims
187,Nitro,N18-106 SUMMIT PACKABLE,#5 coil zipper,non ykk / dfw short 1-way non locking,hand pockets vertical,,silder/pull color: matte black/ zipper tape &teeth color: matte black,,,,,1 per side = 2,0,1,0,1
188,Nitro,N18-106 SUMMIT PACKABLE,nitro custom pull / n14-trim-139,knk / 3738,center front,,color,,,,,1,0,1,0,1
189,Nitro,N18-106 SUMMIT PACKABLE,nitro custom pull / n14-trim-139,knk / 3738,chest pocket,,color,,,,,1,0,1,0,1
190,Nitro,N18-106 SUMMIT PACKABLE,nitro custom pull / n14-trim-139,knk / 3738,hand pockets vertical,,color,,,,,1 per side = 2,0,1,0,1
191,Nitro,N18-106 SUMMIT PACKABLE,"nitro trim number: n18-trim-009
nitro speech bubble 
heat transfer 3cm x 3cm",sealon,"left sleeve hem, 3"" up from cuff, centered over sleeve fold",,color,,,,,1,0,1,0,1
192,Nitro,N18-106 SUMMIT PACKABLE,"nitro trim number: n18-trim-010
nitro text
reflective heat transfer",sealon,"back right: 4 1/2 to the right 
of cb, inline with 
underarm.",,color,,,,,1,0,1,0,1
193,Nitro,N18-106 SUMMIT PACKABLE,8mm metal eyelet,luk's / et04,hood adjust,,color,,,,,2 per side = 4,0,1,0,1
194,Nitro,N18-106 SUMMIT PACKABLE,8mm metal eyelet,luk's / et04,hem adjust (right side),,color,,,,,2,0,1,0,1
195,Nitro,N18-106 SUMMIT PACKABLE,"1"" x 3 1/2"" velcro with rounded corners",paiho / loop#1057,cuff on body,,match to shell,,,,,1 per side = 2,0,1,0,1
196,Nitro,N18-106 SUMMIT PACKABLE,"1"" x 1 1/2"" velcro with rounded corners",paiho / hooketn7,cuff on tab,,match to shell,,,,,1 per side = 2,0,1,0,1
197,Nitro,N18-106 SUMMIT PACKABLE,thread,spi,supplier/ ref number,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,amount,0,1,0,1
198,Nitro,N18-108 ACCESS softshell,brushed tech mesh,supplier / ref code,chin facing,100% polyester,color,,,,,,0,1,1,0
199,Nitro,N18-108 ACCESS softshell,solid 210t,solis / sonp006-1,media pocket,100% nylon,color,,,,,,0,1,1,0
200,Nitro,N18-108 ACCESS softshell, #5 vislon aquaguard matte film (5vt9),ykk / dalh/dag 2-way semi auto locking,center front,,silder/pull color: matte black/ zipper tape &teeth color: matte black,,,,,1,0,1,0,1
201,Nitro,N18-108 ACCESS softshell, #5 vislon aquaguard matte film (5vt9),ykk /  dfw short 1-way non locking,hand pockets vertical,,silder/pull color: matte black/ zipper tape &teeth color: matte black,,,,,1 per side = 2,0,1,0,1
202,Nitro,N18-108 ACCESS softshell, #5 coil zipper,non ykk / dfw short 1-way non locking,lining pocket vertical,,silder/pull color: matte black/ zipper tape &teeth color: matte black,,,,,1,0,1,0,1
203,Nitro,N18-108 ACCESS softshell,nitro custom pull / n14-trim-139,knk / 3738,center front,,color,,,,,1,0,1,0,1
204,Nitro,N18-108 ACCESS softshell,nitro custom pull / n14-trim-139,knk / 3738,hand pockets vertical,,color,,,,,1 per side = 2,0,1,0,1
205,Nitro,N18-108 ACCESS softshell,8mm metal eyelet,luk's / et04,hem adjust,,color,,,,,2 per side = 4,0,1,0,1
206,Nitro,N18-108 ACCESS softshell,bead,luk's / et04,hem adjust,,color,,,,,1 per side = 2,0,1,0,1
207,Nitro,N18-108 ACCESS softshell,"1"" x 3 1/2"" velcro with rounded corners",paiho / loop#1057,cuff on body,,match to shell,,,,,1 per side = 2,0,1,0,1
208,Nitro,N18-108 ACCESS softshell,"1"" x 1 1/2"" velcro with rounded corners",paiho / hooketn7,cuff on tab,,match to shell,,,,,1 per side = 2,0,1,0,1
209,Nitro,N18-108 ACCESS softshell,thread,spi,supplier/ ref number,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,amount,0,1,0,1
210,Nitro,N18-109 REGULATOR Fleece,solid 210t,solis / sonp006-1,pocket bags?,100% nylon,color,,,,,,0,1,1,0
211,Nitro,N18-109 REGULATOR Fleece,#5 vislon zipper,ykk / dalh 1-way semi auto locking,center front,,silder/pull color: matte black/ zipper tape &teeth color: matte black,,,,,1,0,1,0,1
212,Nitro,N18-109 REGULATOR Fleece,#5 vislon zipper,ykk / dfw short non lock,hand pockets vertical,,silder/pull color: matte black/ zipper tape &teeth color: matte black,,,,,1 per side = 2,0,1,0,1
213,Nitro,N18-109 REGULATOR Fleece,#5 coil zipper,non ykk / dfw short non lock,chest pocket,,silder/pull color: matte black/ zipper tape &teeth color: matte black,,,,,1,0,1,0,1
214,Nitro,N18-109 REGULATOR Fleece, #5 coil zipper,non ykk / dfw short non lock,lining pocket vertical,,silder/pull color: matte black/ zipper tape &teeth color: matte black,,,,,1,0,1,0,1
215,Nitro,N18-109 REGULATOR Fleece,nitro custom pull / n14-trim-139,knk / 3738,center front,,color,,,,,1,0,1,0,1
216,Nitro,N18-109 REGULATOR Fleece,nitro custom pull / n14-trim-139,knk / 3738,hand pockets vertical,,color,,,,,1 per side = 2,0,1,0,1
217,Nitro,N18-109 REGULATOR Fleece,nitro custom pull / n14-trim-139,knk / 3738,chest pocket,,color,,,,,1,0,1,0,1
218,Nitro,N18-109 REGULATOR Fleece,nitro faux suede patch/ n19-trim002,chun wo ho/ m1494817,front left hem,,color,,,,,1,0,1,0,1
219,Nitro,N18-109 REGULATOR Fleece,"nitro embossed 
petersham logo binding tape","chun wo ho
e1342816 20mm",sleeve and bottom hems,,color,,,,,3,0,1,0,1
220,Nitro,N18-109 REGULATOR Fleece,thread,spi,supplier/ ref number,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,amount,0,1,0,1
221,Nitro,N18-112_ATACAMA_PONCHO,solid 210t ,solis / sonp006-1,hood,100% nylon,color,,,,,,0,1,1,0
222,Nitro,N18-112_ATACAMA_PONCHO,solid 210t ,solis / sonp006-1,main body,100% nylon,color,,,,,,0,1,1,0
223,Nitro,N18-112_ATACAMA_PONCHO, #5 coil zipper,ykk / 5 dalh 1-way semi auto locking,center front,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1,0,1,0,1
224,Nitro,N18-112_ATACAMA_PONCHO,nitro custom pull / n14-trim-139,knk / 3738,center front,,color,,,,,1,0,1,0,1
225,Nitro,N18-112_ATACAMA_PONCHO,8mm metal eyelet,luk's / et04,hood adjust,,color,,,,,2,0,1,0,1
226,Nitro,N18-112_ATACAMA_PONCHO,15mm snap ,luk's / 404,side entry,,color,,,,,8,0,1,0,1
227,Nitro,N18-112_ATACAMA_PONCHO,shockcord,xxx,hood,,color,,,,,1,0,1,0,1
228,Nitro,N18-112_ATACAMA_PONCHO,thread,spi,supplier/ ref number,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,amount,0,1,0,1
229,Nitro,N18-201-KITAMI BIB 3L_032917, #5 coil zipper,ykk / dalh 1-way semi auto locking,fly,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1,0,1,0,1
230,Nitro,N18-201-KITAMI BIB 3L_032917,#5 aquaguard coil zipper with matte transparent film (5cnt10),ykk /  1-way dfw short non locking,hand pockets,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
231,Nitro,N18-201-KITAMI BIB 3L_032917, #5 coil zipper,ykk /  1-way dfw short non locking,back pockets horizontal ,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
232,Nitro,N18-201-KITAMI BIB 3L_032917, #5 coil zipper,ykk /  1-way dfw short non locking,chest pocket,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1,0,1,0,1
233,Nitro,N18-201-KITAMI BIB 3L_032917,#5 aquaguard coil zipper with matte transparent film (5cnt10),"ykk dfw/dfw non lock // 2-way  closed end separating,  sliders close up and down, top is open end, bottom is closed",side entry,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
234,Nitro,N18-201-KITAMI BIB 3L_032917, #5 coil zipper,ykk / dalh 1-way semi auto locking,hem gusset ,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
235,Nitro,N18-201-KITAMI BIB 3L_032917,nitro custom pull / n14-trim-139,knk / 3738,hand pocket zippers,,color,,,,,1 per side = 2,0,1,0,1
236,Nitro,N18-201-KITAMI BIB 3L_032917,nitro custom pull / n14-trim-139,knk / 3738,back pockets horizontal ,,color,,,,,1 per side = 2,0,1,0,1
237,Nitro,N18-201-KITAMI BIB 3L_032917,nitro custom pull / n14-trim-139,knk / 3738,chest pocket,,color,,,,,1,0,1,0,1
238,Nitro,N18-201-KITAMI BIB 3L_032917,nitro custom pull / n14-trim-139,knk / 3738,side entry zippers,,color,,,,,2 per side = 4,0,1,0,1
239,Nitro,N18-201-KITAMI BIB 3L_032917,nitro trim number 11nt-033 / logo metal grommet,luks/ et07-n0711,front left belt loop,,color,,,,,1,0,1,0,1
240,Nitro,N18-201-KITAMI BIB 3L_032917,nitro trim number (?)/ nitro embossed suspender elastic,chun wo ho / e1343016 38mm,shoulder straps,,color,,,,,1 per side= 2,0,1,0,1
241,Nitro,N18-201-KITAMI BIB 3L_032917,heat transfer,sealon/,back left leg,,color,,,,,1,0,1,0,1
242,Nitro,N18-201-KITAMI BIB 3L_032917,nitro trim number n18-trim-020 / nitro gripper elastic,chun wo ho/ e1337216 25mm,gaiter hems,,color,,,,,2,0,1,0,1
243,Nitro,N18-201-KITAMI BIB 3L_032917,15mm metal snap,xxx,"""village hem"" leg snaps",,cap and base color,,,,,1 per side = 2,0,1,0,1
244,Nitro,N18-201-KITAMI BIB 3L_032917,boot hook,xxx,front gaiter,,metal color,,,,,1 per side = 2,0,1,0,1
245,Nitro,N18-201-KITAMI BIB 3L_032917,keyclip,xxx,right hand pocket,,black,,,,,1,0,1,0,1
246,Nitro,N18-201-KITAMI BIB 3L_032917,clip,"duraflex/
simplex buckle (38mm) 11-90298-000000
11-90299-000000",buckle on suspender elastic straps,,black,,,,,1 per side = 2,0,1,0,1
247,Nitro,N18-201-KITAMI BIB 3L_032917,tpr sliplok,"duraflex/
(38mm) tpr sliplok #2-04428",adjust on suspender elastic straps,,black,,,,,1 per side = 2,0,1,0,1
248,Nitro,N18-201-KITAMI BIB 3L_032917,grosgrain,xxx,"under ""village hem"" leg snaps",,color,,,,,1 per side = 2,0,1,0,1
249,Nitro,N18-201-KITAMI BIB 3L_032917,grosgrain,xxx,under boot hook,,color,,,,,1 per side = 2,0,1,0,1
250,Nitro,N18-201-KITAMI BIB 3L_032917,"grosgrain 1/4""",xxx,right hand pocket attach keyclip,,color,,,,,1,0,1,0,1
251,Nitro,N18-201-KITAMI BIB 3L_032917,bonding film,xxx,waist adjust tabs,,color,,,,,1 per side = 2,0,1,0,1
252,Nitro,N18-201-KITAMI BIB 3L_032917,bonding film,xxx,fly opening,,color,,,,,1,0,1,0,1
253,Nitro,N18-201-KITAMI BIB 3L_032917,bonding film,xxx,hand pocket zipper garages / welts,,color,,,,,1 per side = 2,0,1,0,1
254,Nitro,N18-201-KITAMI BIB 3L_032917,bonding film,xxx,back pocket flaps,,color,,,,,1 per side = 2,0,1,0,1
255,Nitro,N18-201-KITAMI BIB 3L_032917,bonding film,xxx,hem gusset welts,,color,,,,,1 per side = 2,0,1,0,1
256,Nitro,N18-201-KITAMI BIB 3L_032917,"1"" x 1 1/4"" velcro with rounded corners",paiho loop #1057 on top / paiho hook etn7 on bottom,waist band,,match to shell,,,,,2 tabs,0,1,0,1
257,Nitro,N18-201-KITAMI BIB 3L_032917,"1/2"" x 1 1/2"" velcro with rounded corners",paiho loop #1057 on bag / paiho hook etn7 on flap,back pocket flaps (hidden),,match to shell,,,,,2 per side,0,1,0,1
258,Nitro,N18-201-KITAMI BIB 3L_032917,"1 1/4"" x 4 1/2"" velcro with rounded corners",paiho loop #1057 ,waist adjust - on body,,match to shell,,,,,1 per side = 2,0,1,0,1
259,Nitro,N18-201-KITAMI BIB 3L_032917,"1 1/4"" x 2"" velcro with rounded corners",paiho hook etn7 on flap,waist adjust - on tabs,,match to shell,,,,,1 per side = 2,0,1,0,1
260,Nitro,N18-201-KITAMI BIB 3L_032917,thread,spi,supplier/ ref number,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,amount,0,1,0,1
261,Nitro,N18-202 ALTAI,solid 210t ,solis / sonp006-1,main body,100% nylon,color,,,,,,0,1,1,0
262,Nitro,N18-202 ALTAI,solid 210t ,solis / sonp006-1,secondary pocket bags,100% nylon,color,,,,,,0,1,1,0
263,Nitro,N18-202 ALTAI,solid coated 210t,solis / sonp006-pu03,lower leg & gaiter,100% nylon,color,,,,,,0,1,1,0
264,Nitro,N18-202 ALTAI,brushed tricot,supplier / ref code,"waistband, fly, hand pocket bags",100% polyester,color,,,,,,0,1,1,0
265,Nitro,N18-202 ALTAI,power stretch mesh,supplier / ref code,leg vents,100% polyester,color,,,,,,0,1,1,0
266,Nitro,N18-202 ALTAI, #5 coil zipper,ykk / dalh 1-way semi auto locking,fly,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1,0,1,0,1
267,Nitro,N18-202 ALTAI,#5 aquaguard coil zipper with matte transparent film (5cnt10),non ykk /  1-way dfw short non locking,hand pockets,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
268,Nitro,N18-202 ALTAI, #5 coil zipper,non ykk /  1-way dfw short non locking,back pockets horizontal ,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
269,Nitro,N18-202 ALTAI, #5 coil zipper,non ykk /  1-way dfw short non locking,cargo pocket horizontal ,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1,0,1,0,1
270,Nitro,N18-202 ALTAI,#5 aquaguard coil zipper with matte transparent film (5cnt10),non ykk /  1-way dfw short non locking,thigh vent ,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
271,Nitro,N18-202 ALTAI, #5 coil zipper,ykk / dalh 1-way semi auto locking,hem gusset ,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
272,Nitro,N18-202 ALTAI,nitro custom pull / n14-trim-139,knk / 3738,hand pocket zippers,,color,,,,,1 per side = 2,0,1,0,1
273,Nitro,N18-202 ALTAI,nitro custom pull / n14-trim-139,knk / 3738,back pockets horizontal ,,color,,,,,1 per side = 2,0,1,0,1
274,Nitro,N18-202 ALTAI,nitro custom pull / n14-trim-139,knk / 3738,cargo pocket horizontal ,,color,,,,,1,0,1,0,1
275,Nitro,N18-202 ALTAI,nitro custom pull / n14-trim-139,knk / 3738,thigh vent zippers,,color,,,,,1 per side = 2,0,1,0,1
276,Nitro,N18-202 ALTAI,nitro trim number //  metal shank,xxx,waist band closure,,color,,,,,1,0,1,0,1
277,Nitro,N18-202 ALTAI,nitro trim number 11nt-033 / logo metal grommet,luks/ et07-n0711,front left belt loop,,color,,,,,1,0,1,0,1
278,Nitro,N18-202 ALTAI,gripper elastic/ n18-trim-001,chun wo ho/ (jt1343116-bb 25mm),gaiter hems,,color,,,,,2,0,1,0,1
279,Nitro,N18-202 ALTAI,15mm metal snap,xxx,village hem snaps,,cap and base color,,,,,1 per side = 2,0,1,0,1
280,Nitro,N18-202 ALTAI,boot hook,xxx,front gaiter,,metal color,,,,,1 per side = 2,0,1,0,1
281,Nitro,N18-202 ALTAI,keyclip,xxx,right hand pocket,,black,,,,,1,0,1,0,1
282,Nitro,N18-202 ALTAI,grosgrain,xxx,under leg snaps,,color,,,,,1 per side = 2,0,1,0,1
283,Nitro,N18-202 ALTAI,grosgrain,xxx,under boot hook,,color,,,,,1 per side = 2,0,1,0,1
284,Nitro,N18-202 ALTAI,"grosgrain 1/4""",xxx,right hand pocket attach keyclip,,color,,,,,1,0,1,0,1
285,Nitro,N18-202 ALTAI,bonding film,xxx,waist adjust tabs,,color,,,,,1 per side = 2,0,1,0,1
286,Nitro,N18-202 ALTAI,bonding film,xxx,fly opening,,color,,,,,1,0,1,0,1
287,Nitro,N18-202 ALTAI,bonding film,xxx,hand pocket zipper garages,,color,,,,,1 per side = 2,0,1,0,1
288,Nitro,N18-202 ALTAI,bonding film,xxx,cargo pocket flaps,,color,,,,,1,0,1,0,1
289,Nitro,N18-202 ALTAI,bonding film,xxx,back pocket flaps,,color,,,,,1 per side = 2,0,1,0,1
290,Nitro,N18-202 ALTAI,"1"" x 1 1/4"" velcro with rounded corners",paiho loop #1057 on top / paiho hook etn7 on bottom,waist band,,match to shell,,,,,2 tabs,0,1,0,1
291,Nitro,N18-202 ALTAI," 1/2"" x 1 1/2"" velcro with rounded corners",paiho loop #1057 on bag / paiho hook etn7 on flap,back pocket flaps (hidden),,match to shell,,,,,2 per side,0,1,0,1
292,Nitro,N18-202 ALTAI,"1 1/4"" x  4 1/2"" velcro with rounded corners",paiho loop #1057 ,waist adjust - on body,,match to shell,,,,,1 per side = 2,0,1,0,1
293,Nitro,N18-202 ALTAI,"1 1/4"" x 2"" velcro with rounded corners",paiho hook etn7 on flap,waist adjust - on tabs,,match to shell,,,,,1 per side = 2,0,1,0,1
294,Nitro,N18-202 ALTAI,thread,spi,supplier/ ref number,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,amount,0,1,0,1
295,Nitro,N18-203 INCLINE,solid 210t ,solis / sonp006-1,main body,100% nylon,color,,,,,,0,1,1,0
296,Nitro,N18-203 INCLINE,solid 210t ,solis / sonp006-1,secondary pocket bags,100% nylon,color,,,,,,0,1,1,0
297,Nitro,N18-203 INCLINE,solid coated 210t,solis / sonp006-pu03,lower leg & gaiter,100% nylon,color,,,,,,0,1,1,0
298,Nitro,N18-203 INCLINE,brushed tricot,supplier / ref code,"waistband, fly, hand pocket bags",100% polyester,color,,,,,,0,1,1,0
299,Nitro,N18-203 INCLINE,power stretch mesh,supplier / ref code,leg vents,100% polyester,color,,,,,,0,1,1,0
300,Nitro,N18-203 INCLINE, #5 coil zipper,ykk / dalh 1-way semi auto locking,fly,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1,0,1,0,1
301,Nitro,N18-203 INCLINE,#5 aquaguard coil zipper with matte transparent film (5cnt10),non ykk /  1-way dfw short non locking,front hand pocket,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1,0,1,0,1
302,Nitro,N18-203 INCLINE,#5 aquaguard coil zipper with matte transparent film (5cnt10),non ykk /  1-way dfw short non locking,back pocket horizontal ,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1,0,1,0,1
303,Nitro,N18-203 INCLINE, #5 coil zipper,non ykk /  1-way dfw short non locking,thigh vents,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
304,Nitro,N18-203 INCLINE, #5 coil zipper,ykk / dalh 1-way semi auto locking,hem gussets ,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
305,Nitro,N18-203 INCLINE,nitro custom pull / n14-trim-139,knk / 3738,front hand pocket zipper,,color,,,,,1,0,1,0,1
306,Nitro,N18-203 INCLINE,nitro custom pull / n14-trim-139,knk / 3738,back pocket horizontal zipper ,,color,,,,,1,0,1,0,1
307,Nitro,N18-203 INCLINE,nitro custom pull / n14-trim-139,knk / 3738,thigh vent zippers,,color,,,,,1 per side = 2,0,1,0,1
308,Nitro,N18-203 INCLINE,nitro trim number //  metal shank,xxx,waist band closure,,color,,,,,1,0,1,0,1
309,Nitro,N18-203 INCLINE,nitro trim number 11nt-033 / logo metal grommet,luks/ et07-n0711,front left belt loop,,color,,,,,1,0,1,0,1
310,Nitro,N18-203 INCLINE,gripper elastic/ n18-trim-001,chun wo ho/ (jt1343116-bb 25mm),gaiter hems,,color,,,,,2,0,1,0,1
311,Nitro,N18-203 INCLINE,15mm metal snap,xxx,village hem snaps,,cap and base color,,,,,1 per side = 2,0,1,0,1
312,Nitro,N18-203 INCLINE,boot hook,xxx,front gaiter,,metal color,,,,,1 per side = 2,0,1,0,1
313,Nitro,N18-203 INCLINE,keyclip,xxx,front hand pocket,,black,,,,,1,0,1,0,1
314,Nitro,N18-203 INCLINE,grosgrain,xxx,under leg snaps,,color,,,,,1 per side = 2,0,1,0,1
315,Nitro,N18-203 INCLINE,grosgrain,xxx,under boot hook,,color,,,,,1 per side = 2,0,1,0,1
316,Nitro,N18-203 INCLINE,"grosgrain 1/4""",xxx,right hand pocket attach keyclip,,color,,,,,1,0,1,0,1
317,Nitro,N18-203 INCLINE,"1"" x 1 1/4"" velcro with rounded corners",paiho loop #1057 on top / paiho hook etn7 on bottom,waist band,,match to shell,,,,,2 tabs,0,1,0,1
318,Nitro,N18-203 INCLINE,"1/2"" x 1 1/2"" velcro with rounded corners",paiho loop #1057 on bag / paiho hook etn7 on flap,cargo pocket flaps (hidden),,match to shell,,,,,2 per side,0,1,0,1
319,Nitro,N18-203 INCLINE,"1 1/4"" x 4 1/2"" velcro with rounded corners",paiho loop #1057 ,waist adjust - on body,,match to shell,,,,,1 per side = 2,0,1,0,1
320,Nitro,N18-203 INCLINE,"1 1/4"" x 2"" velcro with rounded corners",paiho hook etn7 on flap,waist adjust - on tabs,,match to shell,,,,,1 per side = 2,0,1,0,1
321,Nitro,N18-203 INCLINE,thread,spi,supplier/ ref number,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,amount,0,1,0,1
322,Nitro,N18-204 TRAVERSE,polyfill,"pinneco
mantle-b-040-152",upper body,100% polyester,40g,,,,,,0,1,1,0
323,Nitro,N18-204 TRAVERSE,solid 210t ,solis / sonp006-1,main body,100% nylon,color,,,,,,0,1,1,0
324,Nitro,N18-204 TRAVERSE,solid 210t ,solis / sonp006-1,secondary pocket bags,100% nylon,color,,,,,,0,1,1,0
325,Nitro,N18-204 TRAVERSE,solid coated 210t,solis / sonp006-pu03,lower leg & gaiter,100% nylon,color,,,,,,0,1,1,0
326,Nitro,N18-204 TRAVERSE,brushed tricot,supplier / ref code,"waistband, fly, hand pocket bags",100% polyester,color,,,,,,0,1,1,0
327,Nitro,N18-204 TRAVERSE,regular mesh,supplier / ref code,leg vents,100% polyester,color,,,,,,0,1,1,0
328,Nitro,N18-204 TRAVERSE, #5 coil zipper,ykk / dalh 1-way semi auto locking,fly,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1,0,1,0,1
329,Nitro,N18-204 TRAVERSE, #5 coil zipper,non ykk /  1-way dfw short non locking,hand pockets,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
330,Nitro,N18-204 TRAVERSE, #5 coil zipper,non ykk /  1-way dfw short non locking,back pockets horizontal ,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
331,Nitro,N18-204 TRAVERSE, #5 coil zipper,non ykk /  1-way dfw short non locking,thigh vents ,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
332,Nitro,N18-204 TRAVERSE, #5 coil zipper,ykk / dalh 1-way semi auto locking,hem gusset ,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
333,Nitro,N18-204 TRAVERSE,nitro custom pull / n14-trim-139,knk / 3738,hand pocket zippers,,color,,,,,1 per side = 2,0,1,0,1
334,Nitro,N18-204 TRAVERSE,nitro custom pull / n14-trim-139,knk / 3738,back pockets horizontal ,,color,,,,,1 per side = 2,0,1,0,1
335,Nitro,N18-204 TRAVERSE,nitro custom pull / n14-trim-139,knk / 3738,thigh vent zippers,,color,,,,,1 per side = 2,0,1,0,1
336,Nitro,N18-204 TRAVERSE,nitro trim number //  metal shank (nitro logo),xxx,"waist band closure 
(upper snap)",,color,,,,,1,0,1,0,1
337,Nitro,N18-204 TRAVERSE,nitro trim number // ?? (non logo),xxx,waist band closure (lower snap),,color,,,,,1,0,1,0,1
338,Nitro,N18-204 TRAVERSE,nitro trim number 11nt-033 / logo metal grommet,luks/ et07-n0711,front left belt loop,,color,,,,,1,0,1,0,1
339,Nitro,N18-204 TRAVERSE,gripper elastic/ n18-trim-001,chun wo ho/ (jt1343116-bb 25mm),gaiter hems,,color,,,,,2,0,1,0,1
340,Nitro,N18-204 TRAVERSE,15mm metal snap,xxx,village hem snaps,,cap and base color,,,,,1 per side = 2,0,1,0,1
341,Nitro,N18-204 TRAVERSE,boot hook,xxx,front gaiter,,metal color,,,,,1 per side = 2,0,1,0,1
342,Nitro,N18-204 TRAVERSE,keyclip,xxx,right hand pocket,,black,,,,,1,0,1,0,1
343,Nitro,N18-204 TRAVERSE,metal eyelets 11mm,luks/ et89,waist band cord exit,,black,,,,,1 per side = 2,0,1,0,1
344,Nitro,N18-204 TRAVERSE,grosgrain,xxx,under leg snaps,,color,,,,,1 per side = 2,0,1,0,1
345,Nitro,N18-204 TRAVERSE,grosgrain,xxx,under boot hook,,color,,,,,1 per side = 2,0,1,0,1
346,Nitro,N18-204 TRAVERSE,"grosgrain 1/4""",xxx,right hand pocket attach keyclip,,color,,,,,1,0,1,0,1
347,Nitro,N18-204 TRAVERSE,"1"" x 1 1/4"" velcro with rounded corners",paiho loop #1057 on top / paiho hook etn7 on bottom,waist band,,match to shell,,,,,1,0,1,0,1
348,Nitro,N18-204 TRAVERSE," 1/2"" x 1 1/2"" velcro with rounded corners",paiho loop #1057 on bag / paiho hook etn7 on flap,back pocket flaps (hidden),,match to shell,,,,,2 per side,0,1,0,1
349,Nitro,N18-204 TRAVERSE,thread,spi,supplier/ ref number,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,amount,0,1,0,1
350,Nitro,W18-101 PALISADES,solid coated 210t,solis / sonp006-pu03,powder skirt,100% nylon,color,,,,,,0,1,1,0
351,Nitro,W18-101 PALISADES,shell,supplier / ref code,hand pocket bags,100% polyester,color,,,,,,0,1,1,0
352,Nitro,W18-101 PALISADES,brushed tricot,supplier / ref code,chin guard,100% polyester,color,,,,,,0,1,1,0
353,Nitro,W18-101 PALISADES,brushed tech mesh,supplier / ref code,neck facing,100% polyester,color,,,,,,0,1,1,0
354,Nitro,W18-101 PALISADES,power stretch mesh,supplier / ref code,underarm vents,100% polyester,color,,,,,,0,1,1,0
355,Nitro,W18-101 PALISADES,power stretch mesh,supplier / ref code,goggle pocket,100% polyester,color,,,,,,0,1,1,0
356,Nitro,W18-101 PALISADES,lycra,supplier / ref code,sleeve gaiters,content,color,,,,,,0,1,1,0
357,Nitro,W18-101 PALISADES,solid 210t ,solis / sonp006-1,upper of sleeve gaiter,content,color,,,,,,0,1,1,0
358,Nitro,W18-101 PALISADES, #5 coil zipper,ykk / dalh/dag 2-way semi auto locking,center front,,silder/pull color: tbd zipper tape color: black,,,,,1,0,1,0,1
359,Nitro,W18-101 PALISADES,#3 vislon aquaguard matte film (5vt9),non ykk /  1-way dfw short non locking,sleeve pocket,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1,0,1,0,1
360,Nitro,W18-101 PALISADES,#3 aquaguard coil zipper with matte transparent film (5cnt10),non ykk /  1-way dfw short non locking,underarm vents,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
361,Nitro,W18-101 PALISADES,#5 aquaguard coil zipper with matte transparent film (5cnt10),non ykk /  1-way dfw short non locking,hand pockets vertical,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1 per side = 2,0,1,0,1
362,Nitro,W18-101 PALISADES, #3 coil zipper,non ykk /  1-way dfw short non locking,lining pocket vertical,,silder/pull color: pseudo anti silver/ zipper tape color: black,,,,,1,0,1,0,1
