,brand,style,qty,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,spec,item,position,ref,fabric,trims,outer,inner
534,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,back right,non ykk / 1-way non locking / dadhr diecast wire,0,1,1,0
535,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,balls out venting,non ykk / 2-way non locking / dadhr diecast wire (zip down to close),0,1,1,0
536,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,, #5 coil zipper,hem gusset ,non ykk / 1-way non locking / dadhr diecast wire,0,1,1,0
537,L1,L1-201-18_GEMINI_04-05-17_TRIMS,amount,,black,dusty green,silt,walnut,,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
538,L1,L1-201-18_GEMINI_04-05-17_TRIMS,6,,black faux leather,black faux leather,black faux leather,black faux leather,,,,"l1-2018-trim-018
non branded zipper pull. ","hand pocket zippers (2), leg pocket zippers (2), back pocket zippers (2)","please source, same faux leather quality as other trims",0,1,1,0
539,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,, 11nt-045 / self fabric pull ,balls out venting,factory made,0,1,1,0
540,L1,L1-201-18_GEMINI_04-05-17_TRIMS,amount,,black,dusty green,silt,walnut,,,,branded trims,location,supplier/ reference number,0,1,1,0
541,L1,L1-201-18_GEMINI_04-05-17_TRIMS,2,,sas54 pseudo anti silver / black faux leather,sas54 pseudo anti silver / black faux leather,sas54 pseudo anti silver / black faux leather,sas54 pseudo anti silver / black faux leather,,,,"l1-2018-trim-010
faux leather backed snap",front waist band,luks,0,1,1,0
542,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,black/gold,black/gold,black/gold,black/gold,,,,"l1-2018-trim-012
heat transfer label  ",back right pocket bag,please source,0,1,1,0
543,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,,,,"l1-2018-trim-015 
l1 injection mold logo",front left hem,please source,0,1,1,0
544,L1,L1-201-18_GEMINI_04-05-17_TRIMS,amount,,black,dusty green,silt,walnut,,,,trims,location,supplier/ reference number,0,1,1,0
545,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1 per side = 2,,al023 alloy (d),al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,15mm metal snap,back gaiter/ pant hem,luk's / 404,0,1,1,0
546,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1 per side = 2,,al023 alloy (d),al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,boot hook,front gaiter,xxx,0,1,1,0
547,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,black,black,black,black,,,,keyclip,right leg pocket,as last year production,0,1,1,0
548,L1,L1-201-18_GEMINI_04-05-17_TRIMS,amount,,black,dusty green,silt,walnut,,,,notions,location,supplier/ reference number,0,1,1,0
549,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,self fabric tab 1x1,front gaiter under boot hook,factory,0,1,1,0
550,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,self fabric tab 1x1,back gaiter under finger snap hem adjust,factory,0,1,1,0
551,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,black,black,black,black,,,,"grossgrain 1/4""",attach key clip in right leg pocket,factory,0,1,1,0
552,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,black,black,black,black,,,,"grossgrain 1/4""",balls out venting mesh guard,factory,0,1,1,0
553,L1,L1-201-18_GEMINI_04-05-17_TRIMS,2,,black,black,black,black,,,,gripper elastic 25mm non logo,leg gaiters,mtt0022,0,1,1,0
554,L1,L1-201-18_GEMINI_04-05-17_TRIMS,amount,,black,dusty green,silt,walnut,,,,bonding film,location,supplier/ reference number,0,1,1,0
555,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,bonding film,bonding film,bonding film,bonding film,,,,bonding film,fly opening,none,0,1,1,0
556,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1 per side = 2,,bonding film,bonding film,bonding film,bonding film,,,,bonding film,hand pocket openings,none,0,1,1,0
557,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1 per side = 2,,bonding film,bonding film,bonding film,bonding film,,,,bonding film,back right pocket welt,none,0,1,1,0
558,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1 per side = 2,,bonding film,bonding film,bonding film,bonding film,,,,bonding film,zipper garages,none,0,1,1,0
559,L1,L1-201-18_GEMINI_04-05-17_TRIMS,amount,,black,dusty green,silt,walnut,,,,velcro,location,supplier/ reference number,0,1,1,0
560,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,match to shell,match to shell,match to shell,match to shell,,,,"1"" x 1"" velcro with rounded corners",waist band,"paiho / loop#1057, paiho / hooketn7",0,1,1,0
561,L1,L1-201-18_GEMINI_04-05-17_TRIMS,amount,,black,dusty green,silt,walnut,,,,thread,supplier/ ref number,spi,0,1,1,0
562,L1,L1-201-18_GEMINI_04-05-17_TRIMS,regular thread,,matching,matching,matching,matching,,,,seams,Feb-30,10-12 spi,0,1,1,0
563,L1,L1-201-18_GEMINI_04-05-17_TRIMS,regular topstitch,,matching,matching,matching,matching,,,,regular topstitch,Feb-30,8-10 spi,0,1,1,0
564,L1,L1-201-18_GEMINI_04-05-17_TRIMS,regular thread,,matching,matching,matching,matching,,,,bartacks,100/2,none,0,1,1,0
565,L1,L1-201-18_GEMINI_04-05-17_TRIMS,amount,,black,dusty green,silt,walnut,,,,labels ,location,supplier/ reference number,0,1,1,0
566,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,20k/20k fully taped,none,none,none,,,,20k/20k fully taped,inner front right,soluna/ main label,0,1,1,0
567,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,"xs, s, m, l, xl",none,none,none,,,,size label (sample size l),center back ,soluna/ size label,0,1,1,0
568,L1,L1-201-18_GEMINI_04-05-17_TRIMS,amount,,black,dusty green,silt,walnut,,,,hang tags,location,supplier/ reference number,0,1,1,0
569,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,mens jacket hang tag,none,none,none,,,,mens jacket hang tag,left side hand pocket zipper,soluna/ mens jacket hang tag,0,1,1,0
570,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,pant regular fit hang tag,none,none,none,,,,pant regular fit hang tag,left side hand pocket zipper,soluna/ pant fit hang tag,0,1,1,0
571,L1,L1-201-18_GEMINI_04-05-17_TRIMS,amount,,black,dusty green,silt,walnut,,,,care and content labels,location,supplier/ reference number,0,1,1,0
572,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,none,none,none,none,,,,address label,lining left side seam,factory sourced,0,1,1,0
573,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,none,none,none,none,,,,content label,lining left side seam,factory sourced,0,1,1,0
574,L1,L1-201-18_GEMINI_04-05-17_TRIMS,1,,none,none,none,none,,,,washing label,lining left side seam,factory sourced,0,1,1,0
575,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,, #5 coil zipper,fly ,ykk / 5c dalh 1-way semi auto locking,0,1,1,0
576,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1 per side = 2,,silder/pull/teeth color: x6 black oxides zipper tape color: black,,,,,,, #5 metal zipper,hand pockets,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
577,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,, #5 coil zipper,leg vent ,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
578,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,, #5 coil zipper,hem gusset ,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
579,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,amount,,vintage camo broken twill,,,,,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
580,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1 per side = 2,,match to shell,,,,,,, 11nt-045 / self fabric pull ,hand pocket zippers,factory made,0,1,1,0
581,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1 per side = 2,,match to shell,,,,,,, 11nt-045 / self fabric pull ,leg vent zippers,factory made,0,1,1,0
582,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,,,none,,,,,,,none,none,none,0,1,1,0
583,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,amount,,vintage camo broken twill,,,,,,,branded trims,location,supplier/ reference number,0,1,1,0
584,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,al023 alloy (d) ,,,,,,,"l1-2018-trim-022
l1 19mm shank
black alloy
al023",front waist band closure,luks,0,1,1,0
585,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,al023 alloy (d) ,,,,,,,"l1-2018-trim-019
l1 10mm denim rivet
black alloy
al023","front right hand pocket, bottom edge of opening",luks,0,1,1,0
586,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,al023 alloy (d) ,,,,,,,"l1-2018-trim-020
l1 10mm square rivet
black alloy
al023","front left hand pocket, bottom edge of opening",luks,0,1,1,0
587,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,brown faux leather,,,,,,,"l1-2018-trim-004
brown faux leather hem wrap",back right hand pocket flap,please source,0,1,1,0
588,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,brown faux leather,,,,,,,"l1-2018-trim-027
l1 faux leather patch
brown ",back left knee,please source,0,1,1,0
589,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,match to shell,,,,,,,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",hem front left leg,please source,0,1,1,0
590,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,amount,,vintage camo broken twill,,,,,,,trims,location,supplier/ reference number,0,1,1,0
591,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1 per side = 2,,al023 alloy (d) ,,,,,,,15mm metal snap,back pocket flaps (hidden),luk's / 404,0,1,1,0
592,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,"1 female, 2 male",,al023 alloy (d) ,,,,,,,15mm metal snap,sleeve hems,luk's / 404,0,1,1,0
593,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1 per side = 2,,al023 alloy (d) ,,,,,,,15mm metal snap,finger snap hem adjust,luk's / 404,0,1,1,0
594,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1 per side = 2,,al023 alloy (d) ,,,,,,,boot hook,front gaiter,none,0,1,1,0
595,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1 per side = 2,,black,,,,,,,keyclip,right hand pocket,as last year production,0,1,1,0
596,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,amount,,vintage camo broken twill,,,,,,,notions,location,supplier/ reference number,0,1,1,0
597,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,black,,,,,,,grosgrain,attach keyclip right hand pocket ,xxx,0,1,1,0
598,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1 per side = 2,,match to shell,,,,,,,"shell tab 1""",under leg snaps,soluna,0,1,1,0
599,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1 per side = 2,,match to shell,,,,,,,"shell tab 1""",under boot hook,soluna,0,1,1,0
600,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,black,,,,,,,gripper elastic 25mm non logo,powder skirt hem,mtt0022,0,1,1,0
601,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,amount,,vintage camo broken twill,,,,,,,velcro,location,supplier/ reference number,0,1,1,0
602,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,amount,,vintage camo broken twill,,,,,,,thread,supplier/ ref number,spi,0,1,1,0
603,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,regular thread,,match to shell,,,,,,,"shell seams 1/4"" allowance ",none,12 spi (special allowance to avoid seam slip on shell  fabric),0,1,1,0
604,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,none,,match to shell,,,,,,,seams,Feb-30,10-12 spi,0,1,1,0
605,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,none,,match to shell,,,,,,,topstitch,heavy weight topstitch,8-10 spi,0,1,1,0
606,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,none,,match to shell,,,,,,,bartacks,100/2,none,0,1,1,0
607,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,amount,,vintage camo broken twill,,,,,,,labels ,location,supplier/ reference number,0,1,1,0
608,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,10k/10k fully seam sealed,,,,,,,10k/10k fully seam sealed,front left leg,soluna/ main label,0,1,1,0
609,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,"xs, s, m, l",,,,,,,size label (sample size s),center back waist band,soluna/ size label,0,1,1,0
610,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,amount,,vintage camo broken twill,,,,,,,hang tags,location,supplier/ reference number,0,1,1,0
611,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,womens pant hang tag,,,,,,,womens pant hang tag,left side belt loop,soluna/ womens pant hang tag,0,1,1,0
612,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,boyfriend fit,,,,,,,pant fit hang tag,none,boyfriend fit,0,1,1,0
613,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,amount,,vintage camo broken twill,,,,,,,care and content labels,location,supplier/ reference number,0,1,1,0
614,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,none,,,,,,,address label,lining left side seam,factory sourced,0,1,1,0
615,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,none,,,,,,,content label,lining left side seam,factory sourced,0,1,1,0
616,L1,L1TA-203-18-B_SIREN_04_05_17_TRIMS,1,,none,,,,,,,washing label,lining left side seam,factory sourced,0,1,1,0
617,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,slider/pull color: x6 black oxides zipper tape color: matte black,slider/pull color: x6 black oxides zipper tape color: matte black,slider/pull color: x6 black oxides zipper tape color: matte black,,,,, #5 reverse coil matte water resistant,center front,ykk / 2-way semi auto locking with 2 l1 custom pulls,0,1,1,0
618,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,slider/pull color: x6 black oxides zipper teeth/ tape color: black,slider/pull color: x6 black oxides zipper teeth/ tape color: black,slider/pull color: x6 black oxides zipper teeth/ tape color: black,,,,, #5 coil zipper,hand pockets vertical,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
619,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,slider/pull color: x6 black oxides zipper teeth/ tape color: black,slider/pull color: x6 black oxides zipper teeth/ tape color: black,slider/pull color: x6 black oxides zipper teeth/ tape color: black,,,,, #5 coil zipper,lining pocket vertical,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
620,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,amount,,silt,walnut,black,,,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
621,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,top and bottom pull = 2,,x6 black oxides ,x6 black oxides ,x6 black oxides ,,,,,"l1-2018-trim-017
l1 zipper pull",non insulated,ykk,0,1,1,0
622,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,2,,black faux leather,black faux leather,black faux leather,,,,,l1-2018-trim-018 / non branded zipper pull faux leather ,hand pockets,please source: same supplier as other faux leather trims,0,1,1,0
623,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,,,,, 11nt-045 / self fabric pull ,under arm vents,factory made,0,1,1,0
624,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,amount,,silt,walnut,black,,,,,branded trims,location,supplier/ reference number,0,1,1,0
625,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,pantone 16-5807 tcx silt tonal silicon ,pantone 18-0513 tcx walnut  tonal silicon ,pantone 19-4006 tcx black tonal silicon ,,,,,"l1-2018-trim-016
silicon chest print",front left chest,soluna,0,1,1,0
626,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,black/gold,black/gold,black/gold,,,,,"l1-2018-trim-012
heat transfer label ",front right hem,please source: same supplier as other faux leather trims,0,1,1,0
627,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,,,,,"l1-2018-trim-014
l1 sleeve injection mold logo.
2mm embossed effect. 2.62 cm x 2.6 cm",front left sleeve hem,soluna,0,1,1,0
628,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,,,,,"l1-2018-trim-015
l1 shoulder injection mold logo.
2mm embossed effect. 3.3 cm x 3.3 cm",back right,soluna,0,1,1,0
629,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,amount,,silt,walnut,black,,,,,trims,location,supplier/ reference number,0,1,1,0
630,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,2 per side = 4,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,,,metal eyelets 8mm,hood cord exit front,luk's / et04,0,1,1,0
631,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,2 per side = 4,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,,,metal eyelets 8mm,hem cord exit,luk's / et04,0,1,1,0
632,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,,,metal eyelets 11mm,hood cord exit back,luk's / et89,0,1,1,0
633,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,matte black,matte black,matte black,,,,,cord lock: small cord lock with tie down,front hood adjust,sun sun/ sv160824-2a,0,1,1,0
634,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,matte black,matte black,matte black,,,,,cord lock,back hood adjust exposed at lining,sv160819-4a,0,1,1,0
635,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,matte black,matte black,matte black,,,,,cord lock,hem adjust exposed at lining,sv160819-4a,0,1,1,0
636,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,matte black,matte black,matte black,,,,,bead,back hood adjust,sunsun/ sv160725-1a,0,1,1,0
637,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,matte black,matte black,matte black,,,,,bead,hem adjust,sunsun/ sv160725-1a,0,1,1,0
638,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,black,black,black,,,,,keyclip,right hand pocket,as production,0,1,1,0
639,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,amount,,silt,walnut,black,,,,,notions,location,supplier/ reference number,0,1,1,0
640,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,black,black,black,,,,,"grosgrain 1/4""",attach front hood cord lock,none,0,1,1,0
641,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,black,black,black,,,,,"grosgrain 3/8""",attach back hood cord lock,none,0,1,1,0
642,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,black,black,black,,,,,"grosgrain 3/8""",attach hem cord lock,none,0,1,1,0
643,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,black,black,black,,,,,"grosgrain 1/4""",attach keyclip right hand pocket ,none,0,1,1,0
644,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,available,available,available,,,,,elastic ,back of sleeve cuffs,none,0,1,1,0
645,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,black,black,black,,,,,"elastic 1/4""",lining cable gulide,none,0,1,1,0
646,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,none,,black,black,black,,,,,elastine,lining cord exit - welts,none,0,1,1,0
647,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,2,,"colorway 1
pantone 19-4006 tcx black
pantone 18-0403 tcx gunmetal ","colorway 1
pantone 19-4006 tcx black
pantone 18-0403 tcx gunmetal ","colorway 1
pantone 19-4006 tcx black
pantone 18-0403 tcx gunmetal ",,,,,l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) ,hood & hem,"example: cw15-065
chun wo ho (please source)",0,1,1,0
648,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,amount,,black,forest ,walnut,,,,,bonding film,location,supplier/ reference number,0,1,1,0
649,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,bonding film,bonding film,bonding film,,,,,bonding film,hood brim,none,0,1,1,0
650,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,bonding film,bonding film,bonding film,,,,,bonding film,back hood adjust welt,none,0,1,1,0
651,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,bonding film,bonding film,bonding film,,,,,bonding film,hand pocket welts,none,0,1,1,0
652,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,bonding film,bonding film,bonding film,,,,,bonding film,cuff tabs,none,0,1,1,0
653,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,amount,,silt,walnut,black,,,,,velcro,location,supplier/ reference number,0,1,1,0
654,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,,,,,"1"" x 3 3/4"" velcro with rounded corners",cuff on body,paiho / loop#1057,0,1,1,0
655,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,,,,,"1"" x 2 1/2"" velcro with rounded corners",cuff on tab,paiho / hooketn7,0,1,1,0
656,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,amount,,silt,walnut,black,,,,,thread,supplier/ ref number,spi,0,1,1,0
657,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,none,,match to shell,match to shell,match to shell,,,,,seams,Feb-30,10-12 spi,0,1,1,0
658,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,none,,match to shell,match to shell,match to shell,,,,,topstitch,Feb-30,8-10 spi,0,1,1,0
659,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,none,,match to shell,match to shell,match to shell,,,,,bartacks,100/2,none,0,1,1,0
660,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,none,,match to shell,match to shell,match to shell,,,,,sleeve gaiter cover stitch,none,must be stretch thread,0,1,1,0
661,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,amount,,silt,walnut,black,,,,,labels ,location,supplier/ reference number,0,1,1,0
662,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,20k/20k fully taped,20k/20k fully taped,20k/20k fully taped,,,,,20k/20k fully taped,center back below neck seam,soluna/ main label,0,1,1,0
663,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,"xs, s, m, l, xl","xs, s, m, l, xl","xs, s, m, l, xl",,,,,size label (sample size l),center back below main label,soluna/ size label,0,1,1,0
664,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,amount,,silt,walnut,black,,,,,hang tags,location,supplier/ reference number,0,1,1,0
665,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,mens jacket hang tag,mens jacket hang tag,mens jacket hang tag,,,,,mens jacket hang tag,left side hand pocket zipper,soluna/ mens jacket hang tag,0,1,1,0
666,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,amount,,silt,walnut,black,,,,,care and content labels,location,supplier/ reference number,0,1,1,0
667,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,address label,address label,address label,,,,,address label,lining left side seam,factory sourced,0,1,1,0
668,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,content label,content label,content label,,,,,content label,lining left side seam,factory sourced,0,1,1,0
669,L1,L1-108-18_TAXWOOD_JACKET_4-7-17_TRIMS,1,,washing label,washing label,washing label,,,,,washing label,lining left side seam,factory sourced,0,1,1,0
670,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#5 coil ,fly ,ykk dalh // 1-way locking,0,1,1,0
671,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#3 coil,leg pocket,non ykk dadr4 l-type drop // 1-way locking,0,1,1,0
672,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,none,none,,#5 coil,hem,non ykk dadhr diecast wire // 1-way locking,0,1,1,0
673,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,l1 branded trims,supplier/ ref number,0,1,1,0
674,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,matte black,none,none,none,none,none,,17mm donut post shank,cf fly,supplier / l1-2016-trim-005,0,1,1,0
675,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,matte black,none,none,none,none,none,,10mm square rivet,front left hand pocket,l1-2016-trim-004,0,1,1,0
676,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,3,,matte black,none,none,none,none,none,,10mm denim rivet ,front pocket edges,14-l1sp-089,0,1,1,0
677,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,black,none,none,none,none,none,,"l1  patch 
with deboss 2",back right waist band,l1-2017-trim-104,0,1,1,0
678,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,black,none,none,none,none,none,,l1 small faux suede patch,back left pocket ,l1-2017-trim-106,0,1,1,0
679,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,dtm shell,none,none,none,none,none,,l1 embroidery large,front left hem,factory sorced // l1-2016-trim-027,0,1,1,0
