,brand,style,qty,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,spec,item,position,ref,fabric,trims,outer,inner
3077,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,"3/4"" x 3 3/4"" velcro with rounded corners",cuff on body,paiho / loop#1057,0,1,1,0
3078,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,"3/4"" x 2 1/2"" velcro with rounded corners",cuff on tab,paiho / hooketn7,0,1,1,0
3079,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,amount,,military,walnut,port,black,,,,thread,supplier/ ref number,spi,0,1,1,0
3080,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,seams,Feb-30,10-12 spi,0,1,1,0
3081,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,topstitch,heavy weight topstitch,8-10 spi,0,1,1,0
3082,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,bartacks,100/2,none,0,1,1,0
3083,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,sleeve gaiter cover stitch,none,must be stretch thread,0,1,1,0
3084,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,amount,,military,walnut,port,black,,,,labels ,location,supplier/ reference number,0,1,1,0
3085,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,1,,15k/15k critically seam sealed,none,none,none,,,,15k/15k critically seam sealed,center back below neck seam,soluna/ main label,0,1,1,0
3086,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,1,,"xs, s, m, l",none,none,none,,,,size label (sample size s),center back below main label,soluna/ size label,0,1,1,0
3087,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,amount,,military,walnut,port,black,,,,hang tags,location,supplier/ reference number,0,1,1,0
3088,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,1,,womens jacket hang tag,none,none,none,,,,womens jacket hang tag,left side hand pocket zipper,soluna/ womens jacket hang tag,0,1,1,0
3089,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,amount,,military,walnut,port,black,,,,care and content labels,location,supplier/ reference number,0,1,1,0
3090,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,1,,address label,none,none,none,,,,address label,lining left side seam,factory sourced,0,1,1,0
3091,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,1,,content label,none,none,none,,,,content label,lining left side seam,factory sourced,0,1,1,0
3092,L1,L1TA-101-18_EMMA_04-05-17_TRIMS,1,,washing label,none,none,none,,,,washing label,lining left side seam,factory sourced,0,1,1,0
3093,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,slider/pull color: x6 black oxides zipper tape/teeth color: matte black,slider/pull color: x6 black oxides zipper tape/teeth color: matte black,slider/pull color: x6 black oxides zipper tape/teeth color: matte black,,,,, #5 matte water resistant reverse coil,center front,ykk / 1-way semi auto locking with 1 l1 custom pull,0,1,1,0
3094,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape/teeth color: black,silder/pull color: x6 black oxides zipper tape/teeth color: black,silder/pull color: x6 black oxides zipper tape/teeth color: black,,,,, #5 coil zipper,chest pocket horizontal,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
3095,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape/teeth color: black,silder/pull color: x6 black oxides zipper tape/teeth color: black,silder/pull color: x6 black oxides zipper tape/teeth color: black,,,,, #5 coil zipper,right side entry,"non ykk / 2-way closed end top, open end bottom zip out to close. dadhr die cast wire non locking",0,1,1,0
3096,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape/teeth color: black,silder/pull color: x6 black oxides zipper tape/teeth color: black,silder/pull color: x6 black oxides zipper tape/teeth color: black,,,,, #5 coil zipper,left underarm vent,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
3097,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape/teeth color: black,silder/pull color: x6 black oxides zipper tape/teeth color: black,silder/pull color: x6 black oxides zipper tape/teeth color: black,,,,, #5 coil zipper,hand pockets vertical,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
3098,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,amount,,silt,walnut,black,,,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
3099,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,x6 black oxides,x6 black oxides,x6 black oxides,,,,,"l1-2018-trim-017
l1 zipper pull",center front,ykk,0,1,1,0
3100,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,3,,black faux leather,black faux leather,black faux leather,,,,,l1-2018-trim-018 / non branded zipper pull faux leather,chest pocket (1) hand pockets (2),please source: same supplier as other faux leather trims,0,1,1,0
3101,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,2,,match to shell,match to shell,match to shell,,,,, 11nt-045 / self fabric pull ,right side entry,factory made,0,1,1,0
3102,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,match to shell,match to shell,match to shell,,,,, 11nt-045 / self fabric pull ,left underarm vent,factory made,0,1,1,0
3103,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,amount,,silt,walnut,black,,,,,branded trims,location,supplier/ reference number,0,1,1,0
3104,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,black faux leather,black faux leather,black faux leather,,,,,"l1-2018-trim-007/ 
large black faux leather hem wrap",chest pocket horizontal,please source: same supplier as other faux leather trims,0,1,1,0
3105,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,black faux leather,black faux leather,black faux leather,,,,,"l1-2018-trim-002
black faux leather patch",front left,please source: same supplier as other faux leather trims,0,1,1,0
3106,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,match to shell,match to shell,match to shell,,,,,"l1-2018-trim-024/  l1 embroidery small
3cm x 2.77cm  ",front left sleeve hem,soluna,0,1,1,0
3107,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,match to shell,match to shell,match to shell,,,,,"l1-2018-trim-025 /
l1 embroidery large
3.7cm x 3.4cm  ",back right,soluna,0,1,1,0
3108,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,amount,,silt,walnut,black,,,,,trims,location,supplier/ reference number,0,1,1,0
3109,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,"2 female, 4 male",,al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,,15mm metal snap ,powder skirt - side closure,luk's / 404,0,1,1,0
3110,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1 male 1 female,,al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,,15mm metal snap ,snap away powder skirt - lining facing ,luk's / 404,0,1,1,0
3111,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,3 sets,,al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,,15mm metal snap ,powder skirt - jacket to pant connection,luk's / 404,0,1,1,0
3112,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,2 per side = 4 ,,al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,,metal eyelets 8mm ,hood cord exit front,luk's / et04,0,1,1,0
3113,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1 per side = 2,,matte black,matte black,matte black,,,,,cord lock: small cord lock with tie down,front hood adjust,sun sun/ sv160824-2a,0,1,1,0
3114,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1 per side = 2,,matte black,matte black,matte black,,,,,shockcord tip,front hood shockcord ends,as  bulk production,0,1,1,0
3115,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,black,black,black,,,,,keyclip,right hand pocket,as  bulk production,0,1,1,0
3116,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,amount,,silt,walnut,black,,,,,notions,location,supplier/ reference number,0,1,1,0
3117,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1 per side = 2,,black,black,black,,,,,"1/4"" grosgrain",attach front hood cord lock,soluna,0,1,1,0
3118,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,black,black,black,,,,,"1/4"" grosgrain",attach keyclip right hand pocket ,soluna,0,1,1,0
3119,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,black,black,black,,,,,grosgrain,powder skirt - side tabs jacket to pant connection ,xxx,0,1,1,0
3120,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,2,,black,black,black,,,,,"grosgrain 3/4"" x  3 1/2"" flat webbing (finished length)",powder skirt - side tabs jacket to pant connection ,none,0,1,1,0
3121,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,match to shell,match to shell,match to shell,,,,,"shell fabric tab  1"" x 1"" wrap around ",jacket to pant connection center back on tab,none,0,1,1,0
3122,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,match to shell,match to shell,match to shell,,,,,"shell fabric tab  1"" x 1"" wrap around ",jacket to pant connection center back under snap on gripper elastic,none,0,1,1,0
3123,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,,,,,"shell fabric tab 3/4"" x  1"" ",jacket to pant connection at side tabs under snaps,none,0,1,1,0
3124,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,black,black,black,,,,,"elastic 1"" x 4""",powder skirt middle tab - jacket to pant connection ,none,0,1,1,0
3125,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,black,black,black,,,,,elastic ,back of sleeve cuffs,xxx,0,1,1,0
3126,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,"two-color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal","two-color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal","two-color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal",,,,,"l1-2018-trim-030
two-color shock cord
see color ups for 
colors",hood,chun wo ho /,0,1,1,0
3127,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,black,black,black,,,,,shockcord,hem,xxx,0,1,1,0
3128,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,black,black,black,,,,,gripper elastic 25mm non logo,powder skirt hem,mtt0022,0,1,1,0
3129,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,amount,,silt,walnut,black,,,,,velcro,location,supplier/ reference number,0,1,1,0
3130,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,,,,,"3/4"" x 3 3/4"" velcro with rounded corners",cuff on body,xxx,0,1,1,0
3131,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,,,,,"3/4"" x 2 1/2"" velcro with rounded corners",cuff on tab,xxx,0,1,1,0
3132,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,amount,,silt,walnut,black,,,,,thread,supplier/ ref number,spi,0,1,1,0
3133,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,none,,match to shell,match to shell,match to shell,,,,,seams,Feb-30,10-12 spi,0,1,1,0
3134,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,heavy weight topstitch thread,,match to shell,match to shell,match to shell,,,,,denim weight topstitch,none,8-10 spi,0,1,1,0
3135,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,none,,match to shell,match to shell,match to shell,,,,,bartacks,100 / 2,none,0,1,1,0
3136,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,amount,,silt,walnut,black,,,,,labels ,location,supplier/ reference number,0,1,1,0
3137,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,10k/10k critically taped,10k/10k critically taped,10k/10k critically taped,,,,,10k/10k critically taped,center back below neck seam,soluna/ main label,0,1,1,0
3138,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,"xs, s, m, l, xl","xs, s, m, l, xl","xs, s, m, l, xl",,,,,size label (sample size l),center back below main label,soluna/ size label,0,1,1,0
3139,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,amount,,silt,walnut,black,,,,,hang tags,location,supplier/ reference number,0,1,1,0
3140,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,mens jacket hang tag,mens jacket hang tag,mens jacket hang tag,,,,,mens jacket hang tag,left side hand pocket zipper,soluna/ mens jacket hang tag,0,1,1,0
3141,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,amount,,silt,walnut,black,,,,,care and content labels,location,supplier/ reference number,0,1,1,0
3142,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,address label,address label,address label,,,,,address label,lining left side seam,factory sourced,0,1,1,0
3143,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,content label,content label,content label,,,,,content label,lining left side seam,factory sourced,0,1,1,0
3144,L1,L1-105-18_AFTERSHOCK_4-07-17_TRIMS,1,,washing label,washing label,washing label,,,,,washing label,lining left side seam,factory sourced,0,1,1,0
3145,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,black,none,none,none,none,none,100% polyestr, oxford,all shell is same fabric,solis l2-581,1,0,1,0
3146,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,content,item,insulation,supplier/ ref number,1,0,1,0
3147,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,shell,none,none,none,none,none,none,none,shell,none,1,0,1,0
3148,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,content,item,seam tape,supplier/ ref number,1,0,1,0
3149,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,fully taped,none,none,none,none,none,none,width...seam tape,fully taped,sealon,1,0,1,0
3150,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,content,item,lining,supplier/ ref number,1,0,1,0
3151,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,black,none,none,none,none,none,100% nylon,solid 210t,main body,please sorce,1,0,1,0
3152,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,black,none,none,none,none,none,100% nylon,coated 210t,lower leg & gaiter,please sorce,1,0,1,0
3153,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,black,none,none,none,none,none,100% poly,120g brushed tricot,waistband & fly,please sorce,1,0,1,0
3154,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,black,none,none,none,none,none,100% poly,120g brushed tricot,hand pocket lining,please sorce,1,0,1,0
3155,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,black,none,none,none,none,none,100% nylon,solid 210t,cargo and back pocket top hand lining,please sorce,1,0,1,0
3156,L1,L1-204-17_REGULAR_FIT_CARGO_PANT_SHELL,,,black,none,none,none,none,none,100% poly,mesh,"""balls out"" venting",please sorce,1,0,1,0
3157,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,silder/ pull color: ykk rl bright copper/ zipper tape and teeth color: 19-1718 tcx port,silder/ pull color: ykk rl bright copper/ zipper tape and teeth color: 19-0515 tcx military,silder/ pull color: ykk rl bright copper/ zipper tape and teeth color: 12-0105 tcx bone,silder/ pull color: ykk rl bright copper/ zipper tape and teeth color: 19-4006 tcx black,silder/ pull color: ykk rl bright copper/ zipper tape and teeth color: 19-4006 tcx black,,, #5 vislon zipper,center front,ykk / 2-way semi auto locking with 2 l1 custom pulls,0,1,1,0
3158,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,silder/ pull/ teeth color: match color to ykk rl bright copper/ zipper tape color: 16-5807 tcx silt,silder/ pull/ teeth color: match color to ykk rl bright copper/ zipper tape color: 19-0515 tcx military,silder/ pull/ teeth color: match color to ykk rl bright copper/ zipper tape color: 12-0105 tcx bone,silder/ pull/ teeth color: match color to ykk rl bright copper/ zipper tape color: 19-4006 tcx black,silder/ pull/ teeth color: match color to ykk rl bright copper/ zipper tape color: 19-4006 tcx black,,, #5 metal zipper,chest pocket vertical,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
3159,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,silder/ pull color: match color to ykk rl bright copper/ zipper tape and teeth color: black,silder/ pull color: match color to ykk rl bright copper/ zipper tape and teeth color: black,silder/ pull color: match color to ykk rl bright copper/ zipper tape and teeth color: black,silder/ pull color: match color to ykk rl bright copper/ zipper tape and teeth color: black,silder/ pull color: match color to ykk rl bright copper/ zipper tape and teeth color: black,,, #5 coil zipper,underarm vents,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
3160,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,silder/ pull color: ykk rl bright copper/ zipper tape and teeth color: 19-1718 tcx port,silder/ pull color: ykk rl bright copper/ zipper tape and teeth color: 19-0515 tcx military,silder/ pull color: ykk rl bright copper/ zipper tape and teeth color: 12-0105 tcx bone,silder/ pull color: ykk rl bright copper/ zipper tape and teeth color: 19-4006 tcx black,silder/ pull color: ykk rl bright copper/ zipper tape and teeth color: 19-4006 tcx black,,, #5 metal zipper,hand pockets vertical,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
3161,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,silder/ pull color: match color to ykk rl bright copper/ zipper tape and teeth color: black,silder/ pull color: match color to ykk rl bright copper/ zipper tape and teeth color: black,silder/ pull color: match color to ykk rl bright copper/ zipper tape and teeth color: black,silder/ pull color: match color to ykk rl bright copper/ zipper tape and teeth color: black,silder/ pull color: match color to ykk rl bright copper/ zipper tape and teeth color: black,,, #5 coil zipper,lining pocket vertical,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
3162,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,amount,,port,military,bone/floral print,black,vintage camo broken twill,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
3163,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,top and bottom pull = 2,,ykk  rl bright copper,ykk  rl bright copper,ykk  rl bright copper,ykk  rl bright copper,ykk  rl bright copper,,,"""l1-2018-trim-017
l1 zipper pull. graphic debossed 1mm 3.2 cm x 0.92 cm ",center front,ykk,0,1,1,0
3164,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,l1-2018-trim-018 / non branded zipper pull faux leather quality to match trims faux leather piece = 4 cm x 0.6 cm ,chest pocket vertical,please source: same supplier as other faux leather trims,0,1,1,0
3165,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,port shell fabric,military shell fabric,bone shell fabric,black shell fabric,vintage camo broken twill shell fabric,,,11nt-045 / self fabric pull,underarm vents,factory made,0,1,1,0
3166,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,l1-2018-trim-018 / non branded zipper pull faux leather quality to match trims faux leather piece = 4 cm x 0.6 cm ,hand pockets vertical,please source: same supplier as other faux leather trims,0,1,1,0
3167,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,port shell fabric,military shell fabric,bone shell fabric,black shell fabric,vintage camo broken twill shell fabric,,,11nt-045 / self fabric pull,lining pocket vertical,factory made,0,1,1,0
3168,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,amount,,port,military,bone/floral print,black,vintage camo broken twill,,,branded trims,location,supplier/ reference number,0,1,1,0
3169,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,4,,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,,,"l1-2018-trim-009 / 
freedom snap  / artwork debossed 1mm. 1.7 cm x 1.7cm",center front placket,luks,0,1,1,0
3170,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,,,"l1-2018-trim-009 / 
freedom snap  / artwork debossed 1mm. 1.7 cm x 1.7cm",hand pockets,luks,0,1,1,0
3171,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,"l1-2018-trim-003/ 
faux leather patch / artwork debossed 1mm 6.25 cm x 4.6 cm
brown leather",front right hem,please source,0,1,1,0
3172,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,"l1-2018-trim-004
brown faux leather hem wrap / artwork debossed 1mm 5.7 cm x 2.87 cm",front right hand pocket flap,please source,0,1,1,0
3173,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,matching,matching,matching,matching,matching,,,"l1-2018-trim-024/  l1 embroidery small
3cm x 2.77cm  ",left sleeve hem,soluna,0,1,1,0
3174,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,matching,matching,matching,matching,matching,,,"l1-2018-trim-025 /
l1 embroidery large
3.7cm x 3.4cm  ",back right,soluna,0,1,1,0
3175,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,amount,,port,military,bone/floral print,black,vintage camo broken twill,,,trims,location,supplier/ reference number,0,1,1,0
3176,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,"2 female, 4 male",,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,,,15mm metal snap ,powder skirt - front closure,luk's / 404,0,1,1,0
3177,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 male 1 female,,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,,,15mm metal snap ,snap away powder skirt - lining facing ,luk's / 404,0,1,1,0
3178,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,3 sets,,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,,,15mm metal snap ,powder skirt - jacket to pant connection,luk's / 404,0,1,1,0
3179,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,2 per side = 4 ,,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,,,metal eyelets 8mm ,hood cord exit front,luk's / et04,0,1,1,0
3180,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,2 per side = 4 ,,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,ykk cp016 bright copper,,,metal eyelets 8mm ,hem adjust,luk's / et04,0,1,1,0
3181,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,19-1718 tcx port,19-0515 tcx military,12-0105 tcx bone, 19-4006 tcx black, 19-4006 tcx black,,,cord lock: small cord lock with tie down,front hood adjust,sun sun/ sv160824-2a,0,1,1,0
3182,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,19-1718 tcx port,19-0515 tcx military,12-0105 tcx bone, 19-4006 tcx black, 19-4006 tcx black,,,cord lock,hem adjust,sv160819-4a,0,1,1,0
3183,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,19-1718 tcx port,19-0515 tcx military,12-0105 tcx bone, 19-4006 tcx black, 19-4006 tcx black,,,bead,hem adjust,sv160725-1a,0,1,1,0
3184,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,black,black,black,black,black,,,keyclip,right hand pocket,as production ,0,1,1,0
3185,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,amount,,port,military,bone/floral print,black,vintage camo broken twill,,,notions,location,supplier/ reference number,0,1,1,0
3186,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,black,black,black,black,black,,,"grosgrain 1/4""",attach front hood cord lock,none,0,1,1,0
3187,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,black,black,black,black,black,,,"grosgrain 3/8""",attach hem cord lock,none,0,1,1,0
3188,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,19-1718 tcx port,19-0515 tcx military,12-0105 tcx bone, 19-4006 tcx black, 19-4006 tcx black,,,"grosgrain 1/4""",attach keyclip right hand pocket ,none,0,1,1,0
3189,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,2,,black,black,black,black,black,,,"grosgrain 3/4"" x  3 1/2"" flat webbing (finished length)",powder skirt - side tabs jacket to pant connection ,none,0,1,1,0
3190,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,port shell fabric,military shell fabric,bone shell fabric,black shell fabric,vintage camo broken twill shell fabric,,,"shell fabric tab  1"" x 1"" wrap around ",jacket to pant connection center back on tab,none,0,1,1,0
3191,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,port shell fabric,military shell fabric,bone shell fabric,black shell fabric,vintage camo broken twill shell fabric,,,"shell fabric tab  1"" x 1"" wrap around ",jacket to pant connection center back under snap on gripper elastic,none,0,1,1,0
3192,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,port shell fabric,military shell fabric,bone shell fabric,black shell fabric,vintage camo broken twill shell fabric,,,"shell fabric tab 3/4"" x  1"" ",jacket to pant connection at side tabs under snaps,none,0,1,1,0
3193,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,black,black,black,black,black,,,"elastic 1"" x 4""",powder skirt middle tab - jacket to pant connection ,none,0,1,1,0
3194,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1 per side = 2,,available,available,available,available,available,,,elastic ,back of sleeve cuffs,none,0,1,1,0
3195,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,black,black,black,black,black,,,elastine binding,goggle pocket binding,none,0,1,1,0
3196,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,black,black,black,black,black,,,"elastic 1/4"" ",lining cable guide,none,0,1,1,0
3197,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,"colorway: 7 =19-1718 tcx port/
18-1703 tcx smoke","colorway: 4 = 19-0515 tcx military/
17-0620 tcx dusty green ","colorway: 3
12-0105 tcx bone/
16-5807 tcx silt","colorway: 1 = 19-4006 tcx black/
18-0403 tcx gunmetal","colorway: 1 = 19-4006 tcx black/
18-0403 tcx gunmetal",,,l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) ,hood & hem,"example: cw15-065
chun wo ho (please source)",0,1,1,0
3198,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,1,,black,black,black,black,black,,,gripper elastic 25mm non logo,powder skirt hem,mtt0022,0,1,1,0
3199,L1,L1TA-104-18_ANWEN_04-12-17_TRIMS,amount,,port,military,bone/floral print,black,vintage camo broken twill,,,velcro,location,supplier/ reference number,0,1,1,0
