,0,1,2,3,4,5,6,7,8,9
0,nitro mens jacket,none,none,none,none,none,none,sample size large / xs-xxl,none,none
1,season:,none,winter 2018/2019,none,none,contractor:,none,soluna,none,none
2,style number:,none,n18-105,none,none,date created:,none,2017-03-17 00:00:00,none,none
3,style name:,none,reduce anorak,none,none,date revised:,none,none,none,none
4,waterproof/breathability:,none,none,none,none,block:,none,based on reduce fit (slightly increased for an anorak),none,none
5,seam sealing:,none,not seam sealed,none,none,fit:,none,none,none,none
6,insulation:,none,100g pinneco core ,none,none,target fob:,none,none,none,none
8,none,none,none,none,colorways,none,none,none,none,none
9,shell fabric ,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,none
10,none,"achievetex, he066-r",s,100% recycled polyester,color,none,none,none,none,none
12,insulation,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
13,synthetic down,pinneco core 100g,all over,100% polyester,100g,none,none,none,none,none
15,seam tape,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
16,not seam sealed,none,none,none,none,none,none,none,none,none
18,lining,supplier/ reference number,location ,content,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,0
19,solid 210t ,solis / sonp006-1,hood,100% nylon,color,none,none,none,none,none
20,solid 210t ,solis / sonp006-1,main body,100% nylon,color,none,none,none,none,none
21,solid 210t ,solis / sonp006-1,sleeves,100% nylon,color,none,none,none,none,none
22,solid 210t ,solis / sonp006-1,pocket bags,100% nylon,color,none,none,none,none,none
